"OutputVolume","seasonal","trend","remainder"
54760.96,-55786.7648025125,68569.9122921861,41977.8125103264
53895.02,-83185.3455013396,67351.0916791415,69729.2738221981
28105,-83185.3455013396,66132.2710660969,45158.0744352427
21898.01,-83185.3455013396,60606.376662101,44476.9788392386
15143.46,-83185.3455013396,55080.4822581052,43248.3232432344
49237.65,-107311.567362835,49046.2229341803,107502.994428655
55578,-107311.567362835,43011.9636102554,119877.60375258
17190.08,-107311.567362835,40191.385662674,84310.2617001609
43867.51,-107311.567362835,37370.8077150926,113808.269647742
14211.62,-102376.736369469,40026.2317632787,76562.1246061905
63472.79,-102376.736369469,42681.6558114647,123167.870558004
33103.01,-102376.736369469,51552.4980379913,83927.2483314778
45623.09,-102376.736369469,60423.3402645178,87576.4861049513
39649.42,-129585.012434331,70939.55815849,98294.8742758414
43859.22,-129585.012434331,81455.7760524621,91988.4563818692
45664.37,-129585.012434331,97843.3557829392,77406.0266513922
40130,-129585.012434331,114230.935513416,55484.0769209151
52315,-141614.483228214,129771.337365705,64158.1458625089
33347.74,-141614.483228214,145311.739217993,29650.4840102204
43325.05,-141614.483228214,159341.343896296,25598.1893319179
59574.05,-141614.483228214,173370.948574598,27817.5846536153
42443.12,-115103.122357891,191526.304388797,-33980.0620309057
47384.78,-115103.122357891,209681.660202995,-47193.7578451042
39069.81,-115103.122357891,223645.00527222,-69472.072914329
129295.4,-115103.122357891,237608.350341445,6790.17201644619
21766.5,-103903.601086577,245549.305051712,-119879.203965135
59620,-103903.601086577,253490.259761979,-89966.6586754019
37157.51,-103903.601086577,254879.480727755,-113818.369641178
61310.31,-103903.601086577,256268.701693532,-91054.7906069548
21542.94,-106718.486363959,259793.505780829,-131532.07941687
25316,-106718.486363959,263318.309868125,-131283.823504167
30853.74,-106718.486363959,281100.215635251,-143527.989271292
33656.99,-106718.486363959,298882.121402376,-158506.645038417
2490710.99,-106411.703282953,300937.273982122,2296185.41930083
375367.98,-106411.703282953,302992.426561868,178787.256721085
457056.19,-106411.703282953,309111.974067261,254355.919215692
108133.06,-106411.703282953,315231.521572654,-100686.758289701
99601.75,-65752.9625841398,321880.850310949,-156526.137726809
44761.64,-65752.9625841398,328530.179049245,-218015.576465105
42807.91,-65752.9625841398,325077.726180449,-216516.853596309
56879.76,-65752.9625841398,321625.273311653,-198992.550727514
38158.85,31650.6945531684,319925.999953387,-313417.844506555
36352.93,31650.6945531684,318226.72659512,-313524.491148289
43947.49,31650.6945531684,326062.390823236,-313765.595376404
40387.12,31650.6945531684,333898.055051351,-325161.629604519
41380.86,7471.0344408876,340611.157526101,-306701.331966989
61276.82,7471.0344408876,347324.260000851,-293518.474441739
54379.25,7471.0344408876,352114.435063846,-305206.219504734
83431.72,7471.0344408876,356904.610126841,-280943.924567728
34422.77,-22800.8938443393,369101.879994007,-311878.216149668
67470.65,-22800.8938443393,381299.149861173,-291027.606016834
38727.83,-22800.8938443393,389230.108970119,-327701.385125779
26849.89,-22800.8938443393,397161.068079064,-347510.284234725
275826.17,-2820.38127340827,393298.228397032,-114651.677123624
80756.88,-2820.38127340827,389435.388715,-305858.127441592
35410.38,-2820.38127340827,380100.090316013,-341869.329042605
43476.55,-2820.38127340827,370764.791917027,-324467.860643618
63196.35,-17588.6535154195,361337.742721854,-280552.739206435
27828.86,-17588.6535154195,351910.693526682,-306493.180011263
34545.32,-17588.6535154195,338994.518321914,-286860.544806494
24398.03,-17588.6535154195,326078.343117146,-284091.659601726
42164.61,1152.15535287623,303930.635103291,-262918.180456167
79568.17,1152.15535287623,281782.927089437,-203366.912442313
64335.31,1152.15535287623,255360.140723545,-192176.986076421
37502.57,1152.15535287623,228937.354357654,-192586.93971053
45207.98,-33079.9319028346,193844.93804568,-115557.026142846
32041.73,-33079.9319028346,158752.521733707,-93630.8598308721
32624.12,-33079.9319028346,112208.768458498,-46504.7165556634
41918.88,-33079.9319028346,65665.0151832894,9333.79671954519
72855.15,-4973.93626137279,20931.7422350847,56897.3440262881
52829.65,-4973.93626137279,-23801.53071312,81605.1169744928
32027.42,-4973.93626137279,-69937.9981022129,106939.354363586
36647.52,-4973.93626137279,-116074.465491306,157695.921752679
33790.41,62221.0684556937,-165096.968627698,136666.310172004
45810.46,62221.0684556937,-214119.47176409,197708.863308396
29274.46,62221.0684556937,-261915.033206214,228968.42475052
28624.03,62221.0684556937,-309710.594648337,276113.556192643
24234.76,101992.404449301,-359113.954986455,281356.310537155
30534.45,101992.404449301,-408517.315324574,337059.360875273
21534.39,101992.404449301,-457586.970453858,377128.956004558
39471.259999,101992.404449301,-506656.625583143,444135.481132842
18946.7799925,122276.942991124,-553908.5464015,450578.383402876
20544.6000008,122276.942991124,-601160.467219858,499428.124229534
50604.2499966,122276.942991124,-640550.666088304,568877.97309378
25273.8899989,122276.942991124,-679940.864956751,582937.811964527
37692.3699985,90909.4434036703,-709499.626169364,656282.552764194
45194.3100001,90909.4434036703,-739058.387381977,693343.253978407
45032.56,90909.4434036703,-768528.53990617,722651.6565025
128716.02,90909.4434036703,-797998.692430363,835805.269026693
94878.7899984,381048.520748245,-827579.45962739,541409.728877545
34840.22,381048.520748245,-857160.226824418,510951.926076173
24540.7899966,381048.520748245,-882469.924187932,525962.193436287
40414.58,381048.520748245,-907779.621551447,567145.680803202
25097.6199962,362777.153464045,-925232.855026912,587553.321559067
17622.84,362777.153464045,-942686.088502377,597531.775038332
26765.4800003,362777.153464045,-948044.066310953,612032.392847208
114883.92,362777.153464045,-953402.044119528,705508.810655484
46151.3544054,37615.5243725673,-941381.271324217,949917.10135705
46988.2303965,37615.5243725673,-929360.498528906,938733.204552838
39173.55,37615.5243725673,-909690.891867583,911248.917495016
44589.06,37615.5243725673,-890021.28520626,896994.820833693
81783,12234.70699026,-862549.523551253,932097.816560993
63683.9096035,12234.70699026,-835077.761896245,886526.964509485
71345.62,12234.70699026,-793023.237885964,852134.150895704
39944.0800001,12234.70699026,-750968.713875683,778678.086885523
51528.04,15492.1127913525,-696840.720545747,732876.647754395
123082.78,15492.1127913525,-642712.727215811,750303.394424459
48867.6,15492.1127913525,-576556.871957406,609932.359166053
32462.93,15492.1127913525,-510401.016699,527371.833907647
30732.86,-13295.5532575718,-442583.597232983,486612.010490554
39222.8,-13295.5532575718,-374766.177766965,427284.531024537
55063.2350332,-13295.5532575718,-319544.929631317,387903.717922088
152303.87,-13295.5532575718,-264323.681495668,429923.10475324
36006.74,-41516.9915177454,-202066.614276165,279590.34579391
74309.8181211,-41516.9915177454,-139809.547056661,255636.356695506
46316.1477662,-41516.9915177454,-70564.7926677162,158397.931951662
403512.377768,-41516.9915177454,-1320.03827877151,446349.407564517
539563.530001,3208.13296795647,46253.6783489784,490101.718684065
189281.43,3208.13296795647,93827.3949767284,92245.9020553151
99404.9500013,3208.13296795647,145609.200360072,-49412.3833267284
175824,3208.13296795647,197391.005743416,-24775.138711372
181045.43,-44478.4718290684,217477.939806476,8045.96202259246
164092.5,-44478.4718290684,237564.873869536,-28993.9020404679
135145.64,-44478.4718290684,255810.554379111,-76186.442550043
71405.1200011,-44478.4718290684,274056.234888686,-158172.643058518
108997.45,-113444.512944599,287479.439563597,-65037.4766189987
95713.93,-113444.512944599,300902.644238508,-91744.2012939096
157733.04,-113444.512944599,312506.993127162,-41329.4401825633
145488.96,-113444.512944599,324111.342015816,-65177.869071217
228684.56,-131700.969876869,334358.503998077,26027.0258787926
165836.540001,-131700.969876869,344605.665980338,-47068.1561024684
204295.32,-131700.969876869,339632.994644179,-3636.70476731
269644.67,-131700.969876869,334660.323308021,66685.3165688483
243234.45,-133072.558459434,327317.171856448,48989.8366029861
200194.237766,-133072.558459434,319974.020404875,13292.7758205592
138906.02,-133072.558459434,316175.639700953,-44197.0612415193
49203.8,-133072.558459434,312377.258997032,-130100.900537598
88862.99,-137731.38683612,303562.15109592,-76967.7742598
154213.65,-137731.38683612,294747.043194809,-2802.00635868858
194450,-137731.38683612,292084.043819211,40097.3430169097
231666.64,-137731.38683612,289421.044443612,79976.9823925081
154286.85,-155878.973927484,285842.534347463,24323.2895800212
136452.55,-155878.973927484,282264.024251313,10067.4996761709
93681.81,-155878.973927484,271417.461430552,-21856.6775030684
61979.37,-155878.973927484,260570.898609792,-42712.5546823076
61627.41,-126097.246058058,248161.69824012,-60437.0421820623
65171.14,-126097.246058058,235752.497870449,-44484.111812391
65403.99,-126097.246058058,230516.267131665,-39015.0310736069
162239.24,-126097.246058058,225280.036392881,63056.4496651772
56243.7910879,-128098.735209981,222072.790644784,-37730.2643469031
121427.3,-128098.735209981,218865.544896687,30660.4903132938
124630.78,-128098.735209981,210862.382801845,41867.1324081357
455084.71,-128098.735209981,202859.220707003,380324.224502978
121502.89,-166107.501851979,189360.977331468,98249.4145205102
59232.5,-166107.501851979,175862.733955934,49477.267896045
59839.1,-166107.501851979,161432.405221047,64514.196630932
43331.06,-166107.501851979,147002.07648616,62436.485365819
53430.2,-198622.801715207,128879.581524667,123173.42019054
36107,-198622.801715207,110757.086563173,123972.715152033
173010.71,-198622.801715207,95395.0814570276,276238.430258179
478994.38,-198622.801715207,80033.0763508817,597584.105364325
86941.96,-185071.409286437,64443.2051239292,207570.164162507
64061.66,-185071.409286437,48853.3338969768,200279.73538946
63583.9110879,-185071.409286437,33894.2501329224,214761.070241414
171110.34,-185071.409286437,18935.166368868,337246.582917569
138363.57,-154579.026590599,7634.39330788519,285308.203282713
37773.97,-154579.026590599,-3666.37975309763,196019.376343696
44876.14,-154579.026590599,-19493.3846492129,218948.551239811
52383.97,-154579.026590599,-35320.3895453282,242283.386135927
56769.8,-199967.547638081,-50146.9009592393,306884.24859732
104730.61,-199967.547638081,-64973.4123731503,369671.570011231
31891.1,-199967.547638081,-86905.1245086017,318763.772146683
33924.38,-199967.547638081,-108836.836644053,342728.764282134
33563.41,-194017.513645967,-139917.63172934,367498.555375307
51951.56,-194017.513645967,-170998.426814627,416967.500460594
84893.23,-194017.513645967,-193423.335823083,472334.07946905
80412.8,-194017.513645967,-215848.244831539,490278.558477506
40131.16,-159656.792625663,-228674.171547522,428462.124173184
62846.9479285,-159656.792625663,-241500.098263504,464003.838817667
46592.1540466,-159656.792625663,-248119.930457212,454368.877129474
109183.746133,-159656.792625663,-254739.762650919,523580.301409582
69114.7534368,-235547.96766138,-239646.08235388,544308.80345206
64972.2465525,-235547.96766138,-224552.402056841,525072.61627072
52106.586912,-235547.96766138,-199216.147346115,486870.701919495
40043.8900011,-235547.96766138,-173879.892635389,449471.750297869
83411.6970259,-269567.57074643,-141222.780382703,494202.048155033
51986.9789337,-269567.57074643,-108565.668130017,430120.217810147
145857.128686,-269567.57074643,-86209.6013691622,501634.300801592
159576.292469,-269567.57074643,-63853.5346083077,492997.397823738
121157.069662,-215933.63306852,-45472.3254340514,382563.028164572
94420.2875406,-215933.63306852,-27091.1162597952,337445.036868916
74686.6905769,-215933.63306852,-9703.52287629956,300323.84652172
86309.052,-215933.63306852,7684.07050719606,294558.614561324
112871.801123,-203937.413457567,31169.3619477582,285639.852632809
69753.3388443,-203937.413457567,54654.6533883203,219036.098913547
94510.8248482,-203937.413457567,90756.8037846258,207691.434521141
122101.312419,-203937.413457567,126858.954180931,199179.771695636
75604.72,-195081.799323405,168375.255579615,102311.263743791
73279.397738,-195081.799323405,209891.556978298,58469.6400831074
106564.977173,-195081.799323405,245076.944306836,56569.8321895695
93879.6033927,-195081.799323405,280262.331635374,8699.07108073152
72783.8934365,-201151.428077954,305965.15406442,-32029.8325499666
81651.9911284,-201151.428077954,331667.976493466,-48864.557287113
127133.532517,-201151.428077954,351072.784362624,-22787.8237676705
66672.7792214,-201151.428077954,370477.592231782,-102653.384932428
66441.8933506,-211301.075620575,378085.26840854,-100342.299437365
73186.6291526,-211301.075620575,385692.944585299,-101205.239812124
47462.4712909,-211301.075620575,381067.396719978,-122303.849808502
64231.7177128,-211301.075620575,376441.848854657,-100909.055521281
70985.1295464,-374239.46182674,366163.977833117,79060.6135400237
55566.7203988,-330249.719160478,355886.106811577,29930.3327477016
42145.0967601,-330249.719160478,341367.599174792,31027.2167457867
54915.8168941,-330249.719160478,326849.091538007,58316.4445165718
72498.49,-330249.719160478,312786.061523605,89962.1476368729
46365.6323457,-268510.897335572,298723.031509204,16153.4981720676
75912.0685603,-268510.897335572,286531.572286533,57891.393609339
85878.0984946,-268510.897335572,274340.113063862,80048.8827663104
105022.808205,-268510.897335572,255238.377842708,118295.327697864
74079.1353362,-249897.370955672,236136.642621554,87839.8636703183
117634.076794,-249897.370955672,212816.223407826,154715.224341846
99128.7457175,-249897.370955672,189495.804194099,159530.312479073
49341.4584682,-249897.370955672,160484.116983239,138754.712440633
91444.8493953,-236232.718840207,131472.429772379,196205.138463128
77342.2776835,-236232.718840207,103444.644056188,210130.352467519
93918.8025544,-236232.718840207,75416.8583399971,254734.66305461
75968.8944683,-236232.718840207,56601.2647490538,255600.348559453
60052.7939209,-208412.373061577,37785.6711581105,230679.495824367
79499.3068794,-208412.373061577,23661.0181764373,264250.66176454
82264.6623404,-208412.373061577,9536.36519476414,281140.670207213
71524.4197572,-208412.373061577,3405.83997669169,276530.952842086
76827.2077695,-221580.964971882,-2724.68524138075,301132.857982762
61868.4824735,-221580.964971882,7381.06296819108,276068.38447719
907174.35,-221580.964971882,17486.8111777629,1111268.50379412
203259.119059,-221580.964971882,32352.3942502085,392487.689780673
64724.6019561,-221183.41776101,47217.9773226542,238690.042394456
290621.72868,-221183.41776101,57574.4247508194,454230.72169019
256095.779823,-221183.41776101,67930.8721789847,409348.325405025
151647.540911,-221183.41776101,71833.5959098204,300997.362762189
157297.492015,-203945.931607984,75736.3196406562,285507.103982328
78511.488013,-203945.931607984,77321.7541418902,205135.665479094
59511.5769532,-203945.931607984,78907.1886431243,184550.31991806
79984.5252893,-203945.931607984,89211.2581045985,194719.198792686
66778.5513917,-205249.411581806,99515.3275660726,172512.635407433
175102.384671,-205249.411581806,121715.973370655,258635.822882151
73028.9177207,-205249.411581806,143916.619175237,134361.710127269
84880.2691294,-205249.411581806,167966.341115451,122163.339595755
238910.282623,-167275.195318968,192016.063055665,214169.414886303
266155.716685,-167275.195318968,209094.780628164,224336.131375804
160649.733408,-167275.195318968,226173.498200663,101751.430526305
120512.59247,-167275.195318968,232259.865439408,55527.9223495599
112566.04,-125235.927181703,238346.232678153,-544.265496450476
134265.101871,-125235.927181703,241763.460434869,17737.5686178339
79208.8758038,-125235.927181703,245180.688191584,-40735.8852060817
98007.5429172,-125235.927181703,253800.961910938,-30557.4918120351
114822.03,-64678.3900020404,262421.235630291,-82920.8156282507
185159.23369,-64678.3900020404,271259.328552114,-21421.7048600738
211556.62,-64678.3900020404,280097.421473937,-3862.41147189686
234954.48,-64678.3900020404,280213.42687294,19419.4431291006
215033.45,-6208.76182783679,280329.432271942,-59087.2204441056
524405.133322,-6208.76182783679,270879.203626207,259734.69152363
219771.567695,-6208.76182783679,261428.974980471,-35448.6454576342
204983.109152,-6208.76182783679,247797.511767203,-36605.6407873659
187552.790506,2933.42153784727,234166.048553934,-49546.6795857816
203856.748552,2933.42153784727,203200.199679807,-2276.87266565443
124226.537854,2933.42153784727,172234.35080568,-50941.2344895273
996104.824454,2933.42153784727,157520.595489278,835650.807426875
1775312.64438,-27265.2924403052,142806.840172876,1659771.09664743
951257.812888,-27265.2924403052,135420.003200218,843103.102128087
255314.989364,-27265.2924403052,128033.16622756,154547.115576745
198745.642801,-27265.2924403052,140845.859863907,85165.0753773981
199347.464621,-36622.884774828,153658.553500254,82311.7958955738
236085.492037,-36622.884774828,170333.604141844,102374.772669984
163024.885933,-36622.884774828,187008.654783434,12639.1159243939
243670.886493,-36622.884774828,200771.326793922,79522.444473906
267187.872515,44585.604156192,214533.99880441,8068.26955439794
370094.695184,44585.604156192,225960.235591276,99548.8554365316
150036.540256,44585.604156192,237386.472378143,-131935.536278335
211035.151122,44585.604156192,246260.905602193,-79811.3586363846
212568.108391,86958.761263814,255135.338826242,-129525.991699056
128279.008245,86958.761263814,259384.051427562,-218063.804446376
152458.153886,86958.761263814,263632.764028882,-198133.371406696
174677.664765,86958.761263814,274030.928805982,-186312.025304796
174095.308079,76034.5305214915,284429.093583081,-186368.316025573
140795.185349,76034.5305214915,302765.94338331,-238005.288555801
122537.413508,76034.5305214915,321102.793183538,-274599.910197029
164254.450751,76034.5305214915,339369.165809096,-251149.245579588
207804.871847,65189.2386959133,357635.538434655,-215019.905283569
222690.266666,65189.2386959133,370449.152783284,-212948.124813197
260657.815107,65189.2386959133,383262.767131913,-187794.190720826
233298.861143,65189.2386959133,388822.155932288,-220712.533485202
408306.665274,89562.677931532,394381.544732664,-75637.5573901957
171128.366064,89562.677931532,389449.320598999,-307883.632466531
157029.051812,89562.677931532,384517.096465335,-317050.722584867
126173.793058,89562.677931532,369195.087246323,-332583.972119855
116933.288285,103166.517719333,353873.078027312,-340106.307461644
158393.792375,103166.517719333,343970.326932419,-288743.052276751
90372.3729726,103166.517719333,334067.575837526,-346861.720584258
87625.2259376,103166.517719333,331332.63980883,-346873.931590562
107196.00132,525288.669603762,328597.703780133,-746690.372063895
127820.087541,525288.669603762,325643.933456452,-723112.515519214
151570.136522,525288.669603762,322690.163132771,-696408.696214533
94074.9678975,525288.669603762,318193.881148744,-749407.582855006
122171.951166,568885.425056596,313697.599164718,-760411.073055314
131707.384712,568885.425056596,311131.464842295,-748309.505186891
145607.408442,568885.425056596,308565.330519872,-731843.347134468
103251.128,568885.425056596,307297.630464201,-772931.927520796
85909.9300101,124716.834501419,306029.930408529,-344836.834899849
137646.13224,124716.834501419,302628.289233951,-289698.991495371
191554.50993,124716.834501419,299226.648059374,-232388.972630793
126115.711911,124716.834501419,297413.850947096,-296014.973537515
141473.837665,98321.0928591697,295601.053834818,-252448.309028988
287525.97638,98321.0928591697,294016.863916099,-104811.980395269
1376826.7285,98321.0928591697,292432.673997381,986072.96164345
132199.675358,98321.0928591697,293181.840748775,-259303.258249944
2177926.08471,117371.665298402,293931.007500169,1766623.41191143
5272339.94792,117371.665298402,294914.850384347,4860053.43223725
136189.274825,117371.665298402,295898.693268526,-277081.083741928
465318.835509,117371.665298402,322400.362674518,25546.80753608
136771.92901,79972.9889677746,348902.03208051,-292103.092038285
164011.869885,79972.9889677746,369710.686878617,-285671.805961392
103284.593499,79972.9889677746,390519.341676725,-367207.737145499
146695.907596,79972.9889677746,412139.720177272,-345416.801549047
206468.006932,37875.3503336596,433760.09867782,-265167.442079479
232588.937357,37875.3503336596,456883.944899389,-262170.357876049
771476.074942,37875.3503336596,480007.791120959,253592.933487381
400623.652481,37875.3503336596,496721.542902145,-133973.240754805
203700.347561,29121.471851359,513435.294683331,-338856.41897369
131622.774993,29121.471851359,521872.774139132,-419371.470997491
180504.064797,29121.471851359,530310.253594932,-378927.660649291
305517.584687,29121.471851359,536970.833783561,-260574.72094792
159916.092208,42416.9933345083,543631.41397219,-426132.315098698
224152.476236,42416.9933345083,554649.8706753,-372914.387773808
299762.894262,42416.9933345083,565668.327378409,-308322.426450917
338722.11121,42416.9933345083,578729.039287318,-282423.921411826
380676.632751,45792.815017732,591789.751196226,-256905.933462958
566091.449654,45792.815017732,607418.928146572,-87120.2935103038
185354.499218,45792.815017732,623048.105096917,-483486.420896649
212128.262276,45792.815017732,624172.978241626,-457837.530983358
467029.438563,52338.5602139928,625297.851386335,-210606.973037328
1691796.39885,52338.5602139928,621349.400437284,1018108.43819872
442071.429751,52338.5602139928,617400.949488233,-227668.079951225
207534.754338,52338.5602139928,615929.141613756,-460732.947489748
297603.682606,66936.2546257067,614457.333739279,-383789.905758985
187535.907398,66936.2546257067,611495.216085883,-490895.56331359
166850.211331,66936.2546257067,608533.098432488,-508619.141727195
319316.988296,66936.2546257067,608661.174782811,-356280.441112518
694878.546352,3555.52839035397,608789.251133134,82533.7668285115
902283.639187,3555.52839035397,612251.011999012,286477.098797634
462051.835845,3555.52839035397,615712.772864889,-157216.465410243
332288.155206,3555.52839035397,602615.010502203,-273882.383686557
407506.825814,-78191.752281361,589517.248139517,-103818.670044156
434392.782457,-78191.752281361,570539.507663603,-57954.9729252418
596236.987628,-78191.752281361,551561.767187689,122866.972721672
235608.589121,-78191.752281361,544326.863063087,-230526.521660726
262939.8117,-69580.7383117057,537091.958938485,-204571.408926779
262665.656009,-69580.7383117057,537484.585276691,-205238.190955986
295010.674977,-69580.7383117057,537877.211614898,-173285.798326192
259862.311249,-69580.7383117057,552336.952490516,-222893.90292981
330587.280556,-50203.4552097415,566796.693366134,-186005.957600393
600652.183616,-50203.4552097415,597528.241329082,53327.3974966599
514581.681193,-50203.4552097415,628259.789292029,-63474.6528892873
486337.050908,-50203.4552097415,659766.812559931,-123226.30644219
834087.58302,-55786.7648025125,691273.835827834,198600.511994679
570308.895215,-55786.7648025125,720357.748876194,-94262.0888586813
682341.044513,-55786.7648025125,749441.661924554,-11313.8526090411
791144.465827,-55786.7648025125,805380.311739613,41550.918889899
865325.442787,-83185.3455013396,861318.961554673,87191.8267336664
1390639.1887,-83185.3455013396,1128779.14210543,345045.392095912
1875945.14562,-83185.3455013396,1396239.32265618,562891.168465158
1307769.20944,-83185.3455013396,1640260.20305707,-249305.648115729
1555268.18289,-107311.567362835,1884281.08345795,-221701.333205119
2041254.36626,-107311.567362835,2052783.97977574,95781.9538470933
9235676.42578,-107311.567362835,2221286.87609353,7121701.11704931
2938717.20163,-107311.567362835,2481211.97837031,564816.790622526
1375764.23658,-102376.736369469,2741137.08064709,-1262996.10769762
1301575.10385,-102376.736369469,2898729.82698358,-1494777.98676411
5015069.73393,-102376.736369469,3056322.57332008,2061123.89697939
1307009.068,-102376.736369469,3111277.04350023,-1701891.23913076
3232503.74253,-129585.012434331,3166231.51368037,195857.24128396
1682473.31235,-129585.012434331,3196952.22037261,-1384893.89558828
4528661.4149,-129585.012434331,3227672.92706484,1430573.50026949
6997337.30972,-129585.012434331,2802246.1466004,4324676.17555393
6549819.1346,-141614.483228214,2376819.36613595,4314614.25169226
2876425.88013,-141614.483228214,2157306.60546033,860733.757897885
4785676.89404,-141614.483228214,1937793.84478471,2989497.53248351
5122234.92665,-141614.483228214,1421499.33468173,3842350.07519648
1678315.56371,-115103.122357891,905204.824578757,888213.861489134
1261003.58358,-115103.122357891,860032.224832423,516074.481105468
927541.14452,-115103.122357891,814859.625086089,227784.641791802
475146.280437,-115103.122357891,790825.297020485,-200575.894225594
1503044.18576,-103903.601086577,766790.968954881,840156.817891696
339654.715794,-103903.601086577,758140.193794134,-314581.876913557
641728.813948,-103903.601086577,749489.418633386,-3857.00359880936
471109.265655,-103903.601086577,779312.06814109,-204299.201399514
351140.058125,-106718.486363959,809134.717648795,-351276.173159836
1209556.87066,-106718.486363959,873517.929335319,442757.42768864
3308051.51303,-106718.486363959,937901.141021843,2476868.85837212
1007736.37404,-106718.486363959,1006420.89675824,108033.963645716
693214.979302,-106411.703282953,1074940.65249464,-275313.969909689
1210875.08014,-106411.703282953,1131322.29559152,185964.487831434
1118040.12689,-106411.703282953,1187703.9386884,36747.8914845577
2069623.20396,-106411.703282953,1214604.68594324,961430.221299714
462605.069526,-65752.9625841398,1241505.43319808,-713147.401087943
1043977.12754,-65752.9625841398,1270739.87216959,-161009.78204545
1191448.45172,-65752.9625841398,1299974.3111411,-42772.8968369565
3298360.47664,-65752.9625841398,1328712.89314531,2035400.54607883
2284316.43817,31650.6945531684,1357451.47514953,895214.2684673
1472833.91802,31650.6945531684,1379414.58706542,61768.6364014097
717267.659268,31650.6945531684,1401377.69898131,-715760.734266481
1131999.89213,31650.6945531684,1416166.05480933,-315816.857232502
640016.219762,7471.0344408876,1430954.41063735,-798409.225316242
1478082.66779,7471.0344408876,1400711.38525718,69900.2480919354
1233720.07539,7471.0344408876,1370468.359877,-144219.318927887
1008445.94944,7471.0344408876,1289937.71689185,-288962.801892742
2869315.9449,-22800.8938443393,1209407.07390671,1682709.76483763
1609180.88087,-22800.8938443393,1124789.56687344,507192.207840904
374677.143358,-22800.8938443393,1040172.05984016,-642694.022637822
585272.899691,-22800.8938443393,923677.409399557,-315603.615864217
398551.885425,-2820.38127340827,807182.758958953,-405810.492260544
541433.950941,-2820.38127340827,783057.530498154,-238803.198283746
423218.633167,-2820.38127340827,758932.302037355,-332893.287596947
346382.128207,-2820.38127340827,752030.501097954,-402827.991617546
443829.868038,-17588.6535154195,745128.700158553,-283710.178605134
393965.597678,-17588.6535154195,735204.876615667,-323650.625422247
383287.172384,-17588.6535154195,725281.05307278,-324405.227173361
775351.591101,-17588.6535154195,685643.837490563,107296.407125857
2787550.07421,1152.15535287623,646006.621908345,2140391.29694878
952897.318332,1152.15535287623,618215.675915964,333529.48706316
686891.884858,1152.15535287623,590424.729923583,95314.9995815413
350528.309387,1152.15535287623,532256.655313166,-182880.501279042
326912.933488,-33079.9319028346,474088.580702749,-114095.715311914
431809.417582,-33079.9319028346,450362.160914829,14527.1885700058
348419.196242,-33079.9319028346,426635.741126909,-45136.6129820746
337473.259206,-33079.9319028346,388952.606809489,-18399.4157006542
339782.97716,-4973.93626137279,351269.472492069,-6512.55907069577
429956.369557,-4973.93626137279,304274.729340866,130655.576477507
564623.056083,-4973.93626137279,257279.986189664,312317.006154709
245694.385894,-4973.93626137279,218063.72948477,32604.5926706025
237932.120018,62221.0684556937,178847.472779877,-3136.42121757043
294077.74552,62221.0684556937,130345.585886516,101511.09117779
435943.322506,62221.0684556937,81843.6989931558,291878.55505715
552500.410836,62221.0684556937,11782.3963275079,478496.946052798
394895.949271,101992.404449301,-58278.90633814,351182.451159839
278481.530724,101992.404449301,-116635.71909553,293124.845370229
2731977.81092,101992.404449301,-174992.531852919,2804977.93832362
196781.459855,101992.404449301,-248119.920872618,342908.976278317
235746.913228,122276.942991124,-321247.309892316,434717.280129192
243490.764514,122276.942991124,-367223.686927153,488437.508450029
267606.555938,122276.942991124,-413200.06396199,558529.676908866
346068.217541,122276.942991124,-430077.623640882,653868.898190757
243024.952014,90909.4434036703,-446955.183319773,599070.691930102
241946.11741,90909.4434036703,-478583.379415626,629620.053421956
1672147.94238,90909.4434036703,-510211.57551148,2091450.07448781
1727494.29261,90909.4434036703,-531569.394385037,2168154.24359137
3276984.70718,381048.520748245,-552927.213258594,3448863.39969035
1079147.89379,381048.520748245,-563837.080397957,1261936.45343971
384196.014898,381048.520748245,-574746.94753732,577894.441687075
414417.271665,381048.520748245,-582438.439937367,615807.190854122
313641.362809,362777.153464045,-590129.932337415,540994.14168237
1007931.34897,362777.153464045,-591806.745986537,1236960.94149249
633133.723651,362777.153464045,-593483.559635659,863840.129822614
341538.869528,362777.153464045,-589164.875940723,567926.592004678
337226.502724,37615.5243725673,-584846.192245786,884457.170597219
248417.393976,37615.5243725673,-578967.672390619,789769.541994052
535163.491949,37615.5243725673,-573089.152535452,1070637.12011188
527059.174399,37615.5243725673,-560563.550270657,1050007.20029709
300685.94185,12234.70699026,-548037.948005861,836489.182865601
341653.53029,12234.70699026,-523316.721716293,852735.545016033
339001.207158,12234.70699026,-498595.495426725,825361.995594465
414519.751688,12234.70699026,-463215.776090816,865500.820788556
314771.65472,15492.1127913525,-427836.056754907,727115.598683554
241895.834766,15492.1127913525,-369281.335105152,595685.057079799
337969.879813,15492.1127913525,-310726.613455397,633204.380477044
238157.246622,15492.1127913525,-242889.766563102,465554.900393749
346174.17797,-13295.5532575718,-175052.919670807,534522.650898379
370803.646789,-13295.5532575718,-104264.319005848,488363.51905242
390599.567693,-13295.5532575718,-33475.7183408899,437370.839291462
348551.531225,-13295.5532575718,38508.647094667,323338.437387905
282245.872715,-41516.9915177454,110493.012530224,213269.851702521
310744.491578,-41516.9915177454,171552.446718768,180709.036376977
434779.881489,-41516.9915177454,232611.880907313,243684.992099433
