"OutputVolume","seasonal","trend","remainder"
1391896.02895,-268510.897335572,1575182.59105643,85224.3352291402
1436539.47057,-268510.897335572,1636595.09012619,68455.2777793866
1014169.554,-249897.370955672,1698007.58919594,-433940.664240267
936443.161091,-249897.370955672,1719127.69584369,-532787.16379702
868829.074467,-249897.370955672,1740247.80249144,-621521.357068772
1895510.47875,-249897.370955672,1762550.40423453,382857.445471143
2368253.17297,-236232.718840207,1784853.00597761,819632.885832593
1902268.45756,-236232.718840207,1784013.08267189,354488.093728315
1579630.05577,-236232.718840207,1783173.15936617,32689.615244037
1747204.61432,-236232.718840207,1751546.33243164,231891.000728564
1163691.83035,-208412.373061577,1719919.50549712,-347815.302085538
1125356.29495,-208412.373061577,1706785.44335653,-373016.775344949
1388005.27538,-208412.373061577,1693651.38121594,-97233.7327743594
2199431.04517,-208412.373061577,1695523.06953436,712320.348697218
1697409.19859,-221580.964971882,1697394.75785278,221595.405709099
1850305.29818,-221580.964971882,1731741.25026359,340145.012888294
1390765.76783,-221580.964971882,1766087.74267439,-153741.009872511
1225546.14617,-221580.964971882,1799336.94939042,-352209.83824854
1664814.37977,-221183.41776101,1832586.15610645,53411.6414245602
2197913.60868,-221183.41776101,1850590.2919274,568506.734513608
2223436.63273,-221183.41776101,1868594.42774835,576025.622742656
2389465.51608,-221183.41776101,1876790.20456185,733858.729279156
1815712.84113,-203945.931607984,1884985.98137535,134672.791362631
1401641.50225,-203945.931607984,1871403.44267297,-265816.008814991
1430890.76319,-203945.931607984,1857820.9039706,-222984.209172612
1808986.76272,-203945.931607984,1839339.16960841,173593.524719576
2019250.36334,-205249.411581806,1820857.43524622,403642.339675585
1924319.45318,-205249.411581806,1780908.85343345,348660.011328356
1741181.15243,-205249.411581806,1740960.27162068,205470.292391127
2048030.68695,-205249.411581806,1690085.83914023,563194.259391575
1876122.14556,-167275.195318968,1639211.40665978,404185.934219185
1492597.60509,-167275.195318968,1573248.04537224,86624.7550367257
1371392.95859,-167275.195318968,1507284.6840847,31383.4698242666
1271739.57241,-167275.195318968,1468200.90752249,-29186.1397935236
1270390.86348,-125235.927181703,1429117.13096028,-33490.3402985791
1284821.73882,-125235.927181703,1412441.95001818,-2384.28401647974
1569728.2847,-125235.927181703,1395766.76907608,299197.442805619
1236901.97738,-125235.927181703,1390023.35890925,-27885.4543475441
1025415.92635,-64678.3900020404,1384279.94874241,-294185.63239037
1349064.9556,-64678.3900020404,1386251.09100654,27492.2545955016
1309651.24458,-64678.3900020404,1388222.23327067,-13892.5986886267
1297382.48843,-64678.3900020404,1400750.10655496,-38689.2281229198
1107815.60855,-6208.76182783679,1413277.97983925,-299253.609461416
1477965.6139,-6208.76182783679,1436846.99688086,47327.378846975
1352726.48606,-6208.76182783679,1460416.01392247,-101480.766034633
1587736.62832,-6208.76182783679,1479033.18529303,114912.204854809
1901371.97163,2933.42153784727,1497650.35666358,400788.193428568
1573298.69632,2933.42153784727,1519548.62653646,50816.6482456899
1642449.47612,2933.42153784727,1541446.89640934,98069.1581728116
1331847.07523,2933.42153784727,1556536.86897972,-227623.215287565
1621906.50871,-27265.2924403052,1571626.8415501,77544.9596002102
1676548.77897,-27265.2924403052,1574258.51510678,129555.556303524
1033499.40966,-27265.2924403052,1576890.18866347,-516125.486563162
938719.590433,-27265.2924403052,1568483.19161068,-602498.308737377
1851112.58172,-36622.884774828,1560076.1945579,327659.271936931
2208007.59279,-36622.884774828,1527118.00695763,717512.4706072
1653013.75407,-36622.884774828,1494159.81935736,195476.819487469
1504043.04232,-36622.884774828,1464837.25866008,75828.668434751
874958.378145,44585.604156192,1435514.69796279,-605141.923973987
1273495.25877,44585.604156192,1412214.95684355,-183305.302229742
1090979.46154,44585.604156192,1388915.21572431,-342521.358340498
1280750.73856,44585.604156192,1384297.28103831,-148132.146634504
1598992.55008,86958.761263814,1379679.34635232,132354.442463868
1278859.21725,86958.761263814,1466376.0482046,-274475.592218419
4072067.00606,86958.761263814,1553072.75005689,2432035.49473929
3481094.35017,86958.761263814,1620131.06998234,1774004.51892385
990629.708484,76034.5305214915,1687189.38990778,-772594.211945273
1640629.40436,76034.5305214915,1763266.75193312,-198671.878094615
3904974.87728,76034.5305214915,1839344.11395847,1989596.23280004
1907336.62961,76034.5305214915,1840576.90145377,-9274.80236525764
1692764.3183,65189.2386959133,1841809.68894906,-214234.609344978
1872881.84904,65189.2386959133,1830370.15030838,-22677.5399642969
1496233.09781,65189.2386959133,1818930.6116677,-387886.752553616
1082056.08028,65189.2386959133,1818953.06097005,-802086.21938596
1428160.79191,89562.677931532,1818975.51027239,-480377.396293924
1381606.5927,89562.677931532,1819786.35824913,-527742.443480663
3055075.43613,89562.677931532,1820597.20622587,1144915.5519726
1882944.37335,89562.677931532,1842536.80836214,-49155.1129436709
1552824.38049,103166.517719333,1864476.41049841,-414818.547727741
1765378.99258,103166.517719333,1927955.6762292,-265743.201368537
1559233.9022,103166.517719333,1991434.94196,-535367.557479333
1340646.51759,103166.517719333,2099805.96351482,-862325.963644154
2511772.57462,525288.669603762,2208176.98506964,-221693.080053404
2426363.03691,525288.669603762,2249654.10647634,-348579.739170101
2285305.00319,525288.669603762,2291131.22788304,-531114.894296799
2277775.25752,525288.669603762,2313962.31483788,-561475.726921646
1383020.59815,568885.425056596,2336793.40179273,-1522658.22869933
1094580.44135,568885.425056596,2303521.00236019,-1777825.98606679
1371481.26994,568885.425056596,2270248.60292765,-1467652.75804425
1918801.68283,568885.425056596,2202017.67409008,-852101.416316679
2294955.68326,124716.834501419,2133786.74525251,36452.1035060696
2929384.83997,124716.834501419,2082325.04772746,722342.957741124
2005155.97414,124716.834501419,2030863.3502024,-150424.210563823
1511454.66735,124716.834501419,1989119.05321617,-602381.220367588
812695.555061,98321.0928591697,1947374.75622993,-1233000.2940281
871408.532465,98321.0928591697,1895392.40655368,-1122304.96694785
1795688.62981,98321.0928591697,1843410.05687742,-146042.51992659
1364790.98045,98321.0928591697,1781825.11275934,-515355.225168511
6165997.45685,117371.665298402,1720240.16864126,4328385.62291034
2035030.28971,117371.665298402,1701855.13118602,215803.493225576
1073892.02793,117371.665298402,1683470.09373078,-726949.731099183
1013491.40385,117371.665298402,1636493.13300297,-740373.394451367
1532386.05078,79972.9889677746,1589516.17227515,-137103.110462925
1578962.34682,79972.9889677746,1545288.94077679,-46299.5829245627
2091426.70458,79972.9889677746,1501061.70927843,510392.006333799
1745107.96885,79972.9889677746,1460297.54911697,204837.430765252
1223971.53815,37875.3503336596,1419533.38895552,-233437.201139181
893994.838996,37875.3503336596,1368709.08699544,-512589.598333097
617354.607989,37875.3503336596,1317884.78503535,-738405.527380014
897729.201895,37875.3503336596,1267825.61677596,-407971.765214616
1785923.38873,29121.471851359,1217766.44851656,539035.468362083
1233492.0586,29121.471851359,1182235.67388122,22134.9128674229
1127675.26753,29121.471851359,1146704.89924588,-48151.1035672373
912306.813074,29121.471851359,1125370.95322777,-242185.612005132
552714.557405,42416.9933345083,1104037.00720967,-593739.443139176
613475.062548,42416.9933345083,1100096.24058585,-529038.171372362
794309.095708,42416.9933345083,1096155.47396204,-344263.371588547
1023330.9609,42416.9933345083,1093546.71455127,-112632.74698578
806731.721056,45792.815017732,1090937.9551405,-329999.049102236
693721.255125,45792.815017732,1095945.78918806,-448017.349080792
914238.402404,45792.815017732,1100953.62323562,-232508.035849349
706784.944378,45792.815017732,1100147.1163644,-439154.987004136
613817.456838,52338.5602139928,1099340.60949319,-537861.712869183
995953.369658,52338.5602139928,1095670.41492322,-152055.605479217
778189.97234,52338.5602139928,1092000.22035326,-366148.80822725
825250.573498,52338.5602139928,1076862.92504807,-303950.911764066
708868.277621,66936.2546257067,1061725.62974289,-419793.606747596
751659.735726,66936.2546257067,1035743.28678063,-351019.805680336
890106.519811,66936.2546257067,1009760.94381837,-186590.678633076
465511.572902,66936.2546257067,989342.711142442,-590767.392866149
469681.090151,3555.52839035397,968924.478466515,-502798.916705869
669674.33826,3555.52839035397,944502.918107553,-278384.108237907
761102.617926,3555.52839035397,920081.357748592,-162534.268212946
669637.355513,3555.52839035397,909940.369458024,-243858.542335378
733232.760889,-78191.752281361,899799.381167455,-88374.8679970943
865063.361449,-78191.752281361,901071.207186556,42183.9065438053
391310.153811,-78191.752281361,902343.033205656,-432841.127113295
504337.019136,-78191.752281361,890460.690973207,-307931.919555846
790756.391391,-69580.7383117057,878578.348740757,-18241.2190380512
771923.007658,-69580.7383117057,854816.588919324,-13312.8429496179
630011.588855,-69580.7383117057,831054.82909789,-131462.501931185
738730.71909,-69580.7383117057,812936.937049323,-4625.47964761721
499558.632543,-50203.4552097415,794819.045000755,-245056.957248014
437429.079839,-50203.4552097415,773330.593169455,-285698.058120714
643729.254666,-50203.4552097415,751842.141338155,-57909.431462414
730847.337379,-50203.4552097415,726848.674293407,54202.118295334
674394.727126,-55786.7648025125,701855.207248659,28326.284679853
762431.292358,-55786.7648025125,683431.299748115,134786.757412397
716027.769499,-55786.7648025125,665007.392247571,106807.142053941
428601.405288,-55786.7648025125,651049.154956464,-166660.984865951
642064.629145,-83185.3455013396,637090.917665356,88159.0569809834
491518.550798,-83185.3455013396,620617.518854997,-45913.6225556571
569521.547653,-83185.3455013396,604144.120044637,48562.7731097025
600093.883646,-83185.3455013396,592774.659464311,90504.5696830285
533607.001973,-107311.567362835,581405.198883985,59513.3704518498
741296.841692,-107311.567362835,581803.446858117,266804.962196718
509157.724804,-107311.567362835,582201.694832249,34267.5973345855
458689.591168,-107311.567362835,587681.472680303,-21680.3141494681
557268.802313,-102376.736369469,593161.250528357,66484.2881541124
600799.737558,-102376.736369469,594391.240697461,108785.233230008
639946.24255,-102376.736369469,595621.230866565,146701.748052904
664640.982155,-102376.736369469,607144.68546842,159873.033056049
808002.230281,-129585.012434331,618668.140070275,318919.102645057
453784.512603,-129585.012434331,634373.919115663,-51004.394078332
363194.718085,-129585.012434331,650079.698161052,-157299.967641721
519400.881322,-129585.012434331,665388.277142366,-16402.3833860345
729778.864356,-141614.483228214,680696.85612368,190696.491460534
647186.410645,-141614.483228214,706444.153134971,82356.7407382427
595242.990964,-141614.483228214,732191.450146262,4666.02404595166
582637.004606,-141614.483228214,780252.08979579,-56000.601961576
599896.387348,-115103.122357891,828312.729445317,-113313.219739426
421917.862971,-115103.122357891,872244.932547956,-335223.947219064
702652.262859,-115103.122357891,916177.135650594,-98421.7504337025
858590.71967,-115103.122357891,955385.732052532,18308.1099753593
744097.361618,-103903.601086577,994594.32845447,-146593.365749893
887100.576397,-103903.601086577,1019933.33640258,-28929.1589190015
964524.838527,-103903.601086577,1045272.34435069,23156.0952628904
845854.810616,-103903.601086577,1070214.92567391,-120456.513971331
670229.727541,-106718.486363959,1095157.50699713,-318209.293092171
684014.095254,-106718.486363959,1104096.89127889,-313364.309660932
1087300.05304,-106718.486363959,1113036.27556065,80982.2638433082
1218489.97585,-106718.486363959,1112033.30127643,213175.16093753
956221.102451,-106411.703282953,1111030.32699221,-48397.5212582534
1134412.88772,-106411.703282953,1117285.81545312,123538.775549832
881201.15867,-106411.703282953,1123541.30391404,-135928.441961083
694343.801057,-106411.703282953,1122327.2129576,-321571.708617651
605676.645716,-65752.9625841398,1121113.12200117,-449683.513701032
906868.49648,-65752.9625841398,1115660.04089598,-143038.58183184
1104177.14437,-65752.9625841398,1110206.95979079,59723.1471633527
965209.821065,-65752.9625841398,1118340.64498188,-87377.861332739
872196.437075,31650.6945531684,1126474.33017297,-285928.587651139
567387.924464,31650.6945531684,1126421.71770125,-590684.487790416
505908.066565,31650.6945531684,1126369.10522952,-652111.733217693
866111.17252,31650.6945531684,1113481.97838181,-279021.500414978
1029842.14766,7471.0344408876,1100594.85153409,-78223.7383149818
844442.524836,7471.0344408876,1098329.27205517,-261357.781660061
777831.892904,7471.0344408876,1096063.69257625,-325702.83411314
869402.177016,7471.0344408876,1109774.6440336,-247843.501458487
533718.336343,-22800.8938443393,1123485.59549095,-566966.365303608
475543.786781,-22800.8938443393,1138794.94319623,-640450.262570894
801401.498917,-22800.8938443393,1154104.29090152,-329901.89814018
881026.573102,-22800.8938443393,1160607.20589951,-256779.738953175
1031238.99555,-2820.38127340827,1167110.12089751,-133050.744074101
1103374.37768,-2820.38127340827,1161337.70085077,-55142.941897366
906937.487932,-2820.38127340827,1155565.28080404,-245807.41159863
738992.073676,-2820.38127340827,1136222.3823508,-394409.927401393
501888.051747,-17588.6535154195,1116879.48389756,-597402.778635145
795629.125369,-17588.6535154195,1079485.00838863,-266267.229504215
749616.265632,-17588.6535154195,1042090.5328797,-274885.613732285
805001.560942,-17588.6535154195,1015235.58964678,-192645.375189363
785257.108572,1152.15535287623,988380.64641386,-204275.693194736
640799.004245,1152.15535287623,976937.140607168,-337290.291715045
517153.942519,1152.15535287623,965493.634800476,-449491.847634353
432494.389627,1152.15535287623,955650.623966254,-524308.38969213
731015.442241,-33079.9319028346,945807.613132032,-181712.238988197
1196357.3343,-33079.9319028346,934540.407277605,294896.858925229
1405350.26745,-33079.9319028346,923273.201423179,515156.997929655
923708.574895,-33079.9319028346,915886.256353832,40902.2504440029
1099833.80928,-4973.93626137279,908499.311284484,196308.434256889
983013.861818,-4973.93626137279,873617.437663058,114370.360416315
831928.947317,-4973.93626137279,838735.564041632,-1832.68046325911
1086202.69595,-4973.93626137279,772788.009152993,318388.62305838
955506.83403,62221.0684556937,706840.454264354,186445.311309953
1186924.10213,62221.0684556937,625320.890600727,499382.14307358
890014.517465,62221.0684556937,543801.3269371,283992.122072206
828835.101168,62221.0684556937,465299.620347067,301314.41236524
622248.642033,101992.404449301,386797.913757033,133458.323826666
565019.388274,101992.404449301,326192.823799815,136834.160024885
642473.937222,101992.404449301,265587.733842596,274893.798930103
895651.783455,101992.404449301,219045.039920322,574614.339085377
817469.698324,122276.942991124,172502.345998048,522690.409334828
2687667.89329,122276.942991124,145963.628352413,2419427.32194646
727229.976175,122276.942991124,119424.910706777,485528.122477099
753757.547583,122276.942991124,89989.3554349909,541491.249156885
1064159.23048,90909.4434036703,60553.8001632048,912695.986913125
748660.793428,90909.4434036703,37210.5206175751,620540.829406754
894041.010826,90909.4434036703,13867.2410719455,789264.326350384
895742.785135,90909.4434036703,-6674.64263602406,811507.984367354
858463.127898,381048.520748245,-27216.5263439936,504631.133493749
838119.747745,381048.520748245,-70605.5168679692,527676.743864724
667774.7839,381048.520748245,-113994.507391945,400720.7705437
409117.852337,381048.520748245,-148298.774575394,176368.106164149
527143.176101,362777.153464045,-182603.041758844,346969.064395799
1092297.07519,362777.153464045,-222228.483631224,951748.405357179
806718.318408,362777.153464045,-261853.925503604,705795.090447559
663689.950261,362777.153464045,-274405.816167293,575318.612964248
734589.310499,37615.5243725673,-286957.706830981,983931.492957414
606148.193252,37615.5243725673,-276969.992640492,845502.661519925
410950.214061,37615.5243725673,-266982.278450002,640316.968138435
585717.368026,37615.5243725673,-249856.790209515,797958.633862948
672793.433465,12234.70699026,-232731.301969028,893290.028443768
788617.129887,12234.70699026,-202359.188688791,978741.611585531
785082.704198,12234.70699026,-171987.075408555,944835.072616295
793416.423007,12234.70699026,-104810.285619221,885992.001635961
522574.764806,15492.1127913525,-37633.4958298877,544716.147844535
458740.47062,15492.1127913525,23210.6674447392,420037.690383908
783517.9985,15492.1127913525,84054.8307193661,683971.054989281
1095771.97406,15492.1127913525,155715.560251453,924564.301017195
842440.858517,-13295.5532575718,227376.289783539,628360.121991033
717166.137073,-13295.5532575718,271606.349903689,458855.340426883
718883.773393,-13295.5532575718,315836.410023838,416342.916626734
592862.756836,-13295.5532575718,346129.177903805,260029.132189767
560375.158304,-41516.9915177454,376421.945783772,225470.204037974
691501.317434,-41516.9915177454,445612.734688294,287405.574263451
1039752.25784,-41516.9915177454,514803.523592817,566465.725764929
1095329.72889,-41516.9915177454,557632.116524953,579214.603882792
1108953.94783,3208.13296795647,600460.70945709,505285.105404954
829560.591738,3208.13296795647,681155.776472144,145196.6822979
550816.631705,3208.13296795647,761850.843487198,-214242.344750154
410691.014928,3208.13296795647,805355.331074075,-397872.449114031
595294.066475,-44478.4718290684,848859.818660951,-209087.280356883
707716.71271,-44478.4718290684,874823.836470173,-122628.651931105
862761.019523,-44478.4718290684,900787.854279395,6451.63707267307
824938.138114,-44478.4718290684,930165.43527681,-60748.8253337413
870771.617504,-113444.512944599,959543.016274224,24673.1141743746
715254.465812,-113444.512944599,983008.253102806,-154309.274346208
637885.77989,-113444.512944599,1006473.48993139,-255143.19709679
963077.954961,-113444.512944599,1024246.01131262,52276.4565929754
822209.765628,-131700.969876869,1042018.53269386,-88107.7971889883
1024516.32083,-131700.969876869,1062303.97487995,93913.3158269168
912009.374284,-131700.969876869,1082589.41706605,-38879.0729051776
880504.604239,-131700.969876869,1111963.58318949,-99758.0090736228
1066912.82451,-133072.558459434,1141337.74931294,58647.6336564964
691056.481641,-133072.558459434,1151259.34839784,-327130.308297408
979061.385123,-133072.558459434,1161180.94748275,-49047.0039003131
1235490.63415,-133072.558459434,1145351.5013431,223211.691266335
1096234.37435,-137731.38683612,1129522.05520345,104443.70598267
1068753.62645,-137731.38683612,1074785.20832038,131699.804965741
2883479.39751,-137731.38683612,1020048.36143731,2001162.42290881
702233.658709,-137731.38683612,981732.862150472,-141767.816605352
505512.469046,-155878.973927484,943417.362863637,-282025.919890153
613494.073418,-155878.973927484,893535.947452999,-124162.900107515
1671663.7104,-155878.973927484,843654.532042362,983888.152285122
712930.226354,-155878.973927484,839339.436832437,29469.7634490468
695676.657139,-126097.246058058,835024.341622513,-13250.4384254547
686117.533172,-126097.246058058,850968.800878769,-38754.0216487112
686361.060316,-126097.246058058,866913.260135025,-54454.9537609676
538328.015868,-126097.246058058,890973.907953793,-226548.646027735
793106.557243,-128098.735209981,915034.55577256,6170.73668042023
1218397.70979,-128098.735209981,932689.818337415,413806.626662566
945894.591925,-128098.735209981,950345.080902269,123648.246232711
1071612.8973,-128098.735209981,969094.529334087,230617.103175893
1144910.92099,-166107.501851979,987843.977765905,323174.445076073
1024303.73909,-166107.501851979,1003844.56158608,186566.679355902
771057.032277,-166107.501851979,1019845.14540625,-82680.6112772686
723078.158895,-166107.501851979,1025640.58240406,-136454.921657081
1022112.68683,-198622.801715207,1031436.01940187,189299.469143335
1201973.7443,-198622.801715207,1039116.67040611,361479.875609097
1263986.95168,-198622.801715207,1046797.32141035,415812.43198486
2139315.18507,-198622.801715207,1074196.2866599,1263741.70012531
1922099.30787,-185071.409286437,1101595.25190945,1005575.46524698
1032920.08072,-185071.409286437,1153595.37181965,64396.1181867877
1868810.00766,-185071.409286437,1205595.49172985,848285.925216591
2532380.22005,-185071.409286437,1237456.15912441,1479995.47021202
1605499.28968,-154579.026590599,1269316.82651898,490761.489751619
2028461.55581,-154579.026590599,1320942.59368913,862097.988711471
2680025.27285,-154579.026590599,1372568.36085927,1462035.93858132
1528167.6118,-154579.026590599,1385337.0351874,297409.603203202
1415956.72399,-199967.547638081,1398105.70951552,217818.562112563
1453068.81623,-199967.547638081,1384222.2886351,268814.075232981
3518557.60424,-199967.547638081,1370338.86775468,2348186.2841234
3576079.92568,-199967.547638081,1291406.28859007,2484641.18472801
3492155.69518,-194017.513645967,1212473.70942547,2473699.4994005
2819146.40427,-194017.513645967,1129488.98922926,1883674.92868671
1908515.75856,-194017.513645967,1046504.26903305,1056029.00317291
1459358.22019,-194017.513645967,1023816.61820675,629559.115629219
1408867.7957,-159656.792625663,1001128.96738044,567395.620945221
1224061.22254,-159656.792625663,987715.875916368,396002.139249294
1393612.32981,-159656.792625663,974302.784452295,578966.337983368
1464895.12129,-159656.792625663,942637.515856044,681914.398059619
1218717.23329,-235547.96766138,910972.247259793,543292.953691587
2246474.25954,-235547.96766138,883623.972886614,1598398.25431477
1409374.73157,-235547.96766138,856275.698513434,788647.000717946
1241954.37435,-235547.96766138,820946.423766267,656555.918245113
883234.451259,-269567.57074643,785617.149019099,367184.872986331
1116560.56977,-269567.57074643,770663.770468495,615464.370047935
800870.196806,-269567.57074643,755710.391917891,314727.37563454
1015077.7997,-269567.57074643,750952.194847991,533693.17559844
685149.223496,-215933.63306852,746193.997778091,154888.85878643
479877.272299,-215933.63306852,803734.11769647,-107923.212328949
1464660.9481,-215933.63306852,861274.237614849,819320.343553671
2043815.89317,-215933.63306852,879445.005898277,1380304.52034024
2028260.30787,-203937.413457567,897615.774181705,1334581.94714586
1314311.99474,-203937.413457567,938686.334987088,579563.073210479
1090953.04334,-203937.413457567,979756.895792471,315133.561005096
1054795.09942,-203937.413457567,972043.855235555,286688.657642013
754702.353646,-195081.799323405,964330.814678638,-14546.6617092326
801056.180241,-195081.799323405,954714.561449319,41423.4181150866
752936.87189,-195081.799323405,945098.308219999,2920.3629934059
1097540.47618,-195081.799323405,944662.298654313,347959.976849092
553891.020457,-201151.428077954,944226.289088627,-189183.840553673
566821.572928,-201151.428077954,949558.290589932,-181585.289583979
714279.889511,-201151.428077954,954890.292091237,-39458.974502284
744045.318435,-201151.428077954,961712.429716148,-16515.6832031946
811163.127112,-211301.075620575,968534.567341059,53929.6353915163
640497.387888,-211301.075620575,982051.414909055,-130252.95140048
525007.902128,-211301.075620575,995568.262477052,-259259.284728477
590706.947708,-211301.075620575,1005323.28009199,-203315.256763413
963612.878254,-180394.154709757,1015078.29770692,128928.735256832
609284.447731,-374239.46182674,1009021.77667434,-25497.8671166005
847976.263008,-330249.719160478,1002965.25564176,175260.726526721
881121.208512,-330249.719160478,974889.030690377,236481.896982101
866610.190861,-330249.719160478,946812.805738997,250047.104282481
1089862.95821,-330249.719160478,902402.784950982,517709.892419497
594481.550428,-268510.897335572,857992.764162967,4999.683600605
613242.716522,-268510.897335572,803975.849141197,77777.7647163747
438326.066949,-268510.897335572,749958.934119428,-43121.9698348556
383751.228528,-268510.897335572,711224.772480728,-58962.6466171556
506489.697443,-249897.370955672,672490.610842028,83896.4575566446
646592.807824,-249897.370955672,644159.483838899,252330.694940774
717169.647564,-249897.370955672,615828.356835769,351238.661683903
599816.188801,-249897.370955672,598705.387810295,251008.171946377
464566.520662,-236232.718840207,581582.418784821,119216.820717386
358330.770077,-236232.718840207,562142.299212075,32421.1897051323
509881.871757,-236232.718840207,542702.179639329,203412.410957878
802067.752456,-236232.718840207,529495.053278995,508805.418017213
615535.644633,-208412.373061577,516287.92691866,307660.090775917
494014.615475,-208412.373061577,519968.022505982,182458.966030595
550964.539668,-208412.373061577,523648.118093304,235728.794636273
693140.309203,-208412.373061577,520380.276834881,381172.405429696
534461.289353,-221580.964971882,517112.435576459,238929.818748423
349814.524642,-221580.964971882,506392.630104327,65002.8595095541
789929.913619,-221580.964971882,495672.824632196,515838.053958685
752428.662372,-221580.964971882,485047.319338873,488962.308005008
482434.929669,-221183.41776101,474421.81404555,229196.53338446
545337.944101,-221183.41776101,474673.044263258,291848.317598752
455912.566543,-221183.41776101,474924.274480965,202171.709823045
447692.95368,-221183.41776101,490267.05386894,178609.31757207
455281.812436,-203945.931607984,505609.833256914,153617.91078707
528609.739818,-203945.931607984,537546.824872771,195008.846553213
678275.460403,-203945.931607984,569483.816488627,312737.575522357
653404.23008,-203945.931607984,605891.299653288,251458.862034696
853640.946022,-205249.411581806,642298.782817949,416591.574785857
848509.675988,-205249.411581806,671251.623173165,382507.464396641
602439.984479,-205249.411581806,700204.46352838,107484.932532426
549603.561602,-205249.411581806,717286.823540685,37566.1496431211
640746.229636,-167275.195318968,734369.183552989,73652.2414019787
760757.12995,-167275.195318968,736345.05995013,191687.265318838
655177.749734,-167275.195318968,738320.93634727,84132.0087056978
601867.433291,-167275.195318968,732638.529990015,36504.0986199531
788230.069134,-125235.927181703,726956.123632759,186509.872682943
963549.390918,-125235.927181703,712315.764028013,376469.554071689
535099.118892,-125235.927181703,697675.404423267,-37340.3583495647
646105.514076,-125235.927181703,672185.887323182,99155.553934521
505763.654154,-64678.3900020404,646696.370223096,-76254.3260670555
457454.040907,-64678.3900020404,630895.034391311,-108762.60348227
494954.94147,-64678.3900020404,615093.698559525,-55460.3670874849
614005.67895,-64678.3900020404,612600.299055325,66083.7698967158
376956.444793,-6208.76182783679,610106.899551124,-226941.692930287
403304.454826,-6208.76182783679,615759.070259462,-206245.853605625
753715.243361,-6208.76182783679,621411.2409678,138512.764221037
1064788.54276,-6208.76182783679,633904.974758743,437092.329829094
686983.724601,2933.42153784727,646398.708549685,37651.5945134675
621739.937356,2933.42153784727,661223.399022733,-42416.8832045808
601985.119137,2933.42153784727,676048.089495782,-76996.391896629
782306.57544,2933.42153784727,681247.010800444,98126.1431017087
539949.014988,-27265.2924403052,686445.932105106,-119231.624676801
972398.613729,-27265.2924403052,688839.731831912,310824.174337393
1100369.10187,-27265.2924403052,691233.531558718,436400.862751587
695394.899393,-27265.2924403052,687558.146617945,35102.0452153602
672160.805753,-36622.884774828,683882.761677172,24900.9288506558
2335941.88438,-36622.884774828,699616.482511952,1672948.28664288
1754719.95562,-36622.884774828,715350.203346731,1075992.6370481
626975.060225,-36622.884774828,715775.424204166,-52177.479204338
1634554.23195,44585.604156192,716200.645061601,873767.982732207
1148465.11472,44585.604156192,721911.448679924,381968.061883884
1002730.26826,44585.604156192,727622.252298248,230522.41180556
814550.58779,44585.604156192,721700.649649306,48264.3339845019
689820.957108,86958.761263814,715779.047000364,-112916.851156178
506583.719687,86958.761263814,716261.474336468,-296636.515913282
462623.860954,86958.761263814,716743.901672572,-341078.801982386
517959.636155,86958.761263814,710269.433826181,-279268.558934995
2075230.60838,76034.5305214915,703794.96597979,1295401.11187872
1602006.3927,76034.5305214915,702840.414932013,823131.447246495
775632.172294,76034.5305214915,701885.863884237,-2288.22211172816
619998.798249,76034.5305214915,718977.999552134,-175013.731824625
458635.537179,65189.2386959133,736070.135220031,-342623.836736944
313956.40341,65189.2386959133,750098.294633797,-501331.12991971
638123.375513,65189.2386959133,764126.454047563,-191192.317230477
585139.69218,65189.2386959133,778041.364389451,-258090.910905365
501214.933179,89562.677931532,791956.274731339,-380304.019483871
756564.796055,89562.677931532,814444.585242843,-147442.467119375
806230.248789,89562.677931532,836932.895754347,-120265.324896879
509121.73993,89562.677931532,856721.871018346,-437162.809019878
551880.314955,103166.517719333,876510.846282344,-427797.049046677
729762.05369,103166.517719333,882631.002058375,-256035.466087708
703152.602694,103166.517719333,888751.157834406,-288765.072859739
712975.981313,103166.517719333,875440.289229444,-265630.825635777
842061.80307,525288.669603762,862129.420624482,-545356.287158243
663996.414102,525288.669603762,843314.270132127,-704606.525633889
753433.734276,525288.669603762,824499.119639774,-596354.054967535
450531.728556,525288.669603762,805977.364235169,-880734.305282931
445138.84883,568885.425056596,787455.608830566,-911202.185057161
511123.315623,568885.425056596,763955.178400053,-821717.287833649
485103.878106,568885.425056596,740454.74796954,-824236.294920136
851803.105074,568885.425056596,732698.926834796,-449781.246817392
827736.815184,124716.834501419,724943.105700052,-21923.1250174716
455422.910494,124716.834501419,735838.224400643,-405132.148408062
377624.96825,124716.834501419,746733.343101234,-493825.209352653
576197.243589,124716.834501419,752430.767980132,-300950.358892552
680667.752588,98321.0928591697,758128.192859031,-175781.533130201
828585.863624,98321.0928591697,762761.707727777,-32496.9369629471
815861.178584,98321.0928591697,767395.222596524,-49855.1368716935
671188.436087,98321.0928591697,781549.439589472,-208682.096361642
581524.682025,117371.665298402,795703.656582421,-331550.639855823
404073.962184,117371.665298402,796822.341825423,-510120.044939825
704751.174218,117371.665298402,797941.027068424,-210561.518148826
767457.152625,117371.665298402,787471.277913674,-137385.790587076
722510.506033,79972.9889677746,777001.528758923,-134464.011693697
559681.808037,79972.9889677746,773402.589588728,-293693.770519503
550861.729103,79972.9889677746,769803.650418534,-298914.910283308
407118.297315,79972.9889677746,769235.729305084,-442090.420957858
