,NumTransactionsExcluding1000
2011-08-07,6725.0
2011-08-08,7110.0
2011-08-09,8638.0
2011-08-10,8382.0
2011-08-11,8116.0
2011-08-12,7064.0
2011-08-13,7386.0
2011-08-14,7621.0
2011-08-15,8347.0
2011-08-16,9259.0
2011-08-17,8128.0
2011-08-18,7457.0
2011-08-19,7787.0
2011-08-20,7125.0
2011-08-21,7355.0
2011-08-22,7924.0
2011-08-23,7425.0
2011-08-24,7333.0
2011-08-25,7082.0
2011-08-26,7479.0
2011-08-27,6988.0
2011-08-28,5453.0
2011-08-29,7807.0
2011-08-30,7846.0
2011-08-31,7280.0
2011-09-01,7222.0
2011-09-02,6917.0
2011-09-03,6325.0
2011-09-04,6612.0
2011-09-05,7281.0
2011-09-06,6464.0
2011-09-07,7178.0
2011-09-08,6481.0
2011-09-09,7266.0
2011-09-10,6453.0
2011-09-11,6301.0
2011-09-12,6422.0
2011-09-13,6564.0
2011-09-14,6515.0
2011-09-15,6040.0
2011-09-16,6042.0
2011-09-17,6181.0
2011-09-18,5775.0
2011-09-19,6272.0
2011-09-20,7420.0
2011-09-21,8078.0
2011-09-22,6808.0
2011-09-23,5820.0
2011-09-24,6231.0
2011-09-25,5671.0
2011-09-26,5917.0
2011-09-27,6055.0
2011-09-28,5795.0
2011-09-29,5709.0
2011-09-30,5762.0
2011-10-01,5584.0
2011-10-02,5145.0
2011-10-03,6273.0
2011-10-04,5316.0
2011-10-05,6218.0
2011-10-06,6004.0
2011-10-07,5509.0
2011-10-08,5604.0
2011-10-09,5623.0
2011-10-10,5530.0
2011-10-11,5846.0
2011-10-12,6498.0
2011-10-13,4739.0
2011-10-14,5676.0
2011-10-15,6080.0
2011-10-16,4878.0
2011-10-17,5593.0
2011-10-18,5562.0
2011-10-19,4810.0
2011-10-20,4708.0
2011-10-21,5357.0
2011-10-22,4820.0
2011-10-23,5451.0
2011-10-24,5919.0
2011-10-25,5282.0
2011-10-26,5307.0
2011-10-27,4739.0
2011-10-28,5111.0
2011-10-29,5826.0
2011-10-30,4888.0
2011-10-31,4956.0
2011-11-01,5885.0
2011-11-02,5750.0
2011-11-03,5746.0
2011-11-04,6662.0
2011-11-05,6575.0
2011-11-06,5021.0
2011-11-07,5329.0
2011-11-08,5748.0
2011-11-09,6627.0
2011-11-10,6364.0
2011-11-11,5439.0
2011-11-12,5346.0
2011-11-13,5088.0
2011-11-14,5620.0
2011-11-15,6442.0
2011-11-16,5855.0
2011-11-17,5596.0
2011-11-18,4818.0
2011-11-19,4909.0
2011-11-20,4796.0
2011-11-21,5044.0
2011-11-22,5371.0
2011-11-23,5620.0
2011-11-24,5020.0
2011-11-25,5374.0
2011-11-26,5004.0
2011-11-27,4794.0
2011-11-28,5925.0
2011-11-29,6529.0
2011-11-30,6332.0
2011-12-01,6735.0
2011-12-02,6316.0
2011-12-03,5533.0
2011-12-04,5290.0
2011-12-05,6347.0
2011-12-06,7021.0
2011-12-07,7119.0
2011-12-08,5787.0
2011-12-09,5686.0
2011-12-10,5794.0
2011-12-11,5240.0
2011-12-12,4924.0
2011-12-13,5515.0
2011-12-14,5125.0
2011-12-15,5476.0
2011-12-16,5319.0
2011-12-17,4819.0
2011-12-18,4615.0
2011-12-19,5200.0
2011-12-20,6684.0
2011-12-21,5667.0
2011-12-22,5818.0
2011-12-23,5740.0
2011-12-24,4676.0
2011-12-25,5307.0
2011-12-26,5381.0
2011-12-27,5571.0
2011-12-28,4969.0
2011-12-29,5023.0
2011-12-30,5024.0
2011-12-31,5357.0
2012-01-01,4523.0
2012-01-02,5809.0
2012-01-03,5544.0
2012-01-04,5636.0
2012-01-05,6917.0
2012-01-06,6361.0
2012-01-07,6211.0
2012-01-08,6290.0
2012-01-09,5999.0
2012-01-10,6589.0
2012-01-11,7168.0
2012-01-12,6943.0
2012-01-13,6824.0
2012-01-14,6734.0
2012-01-15,6675.0
2012-01-16,6685.0
2012-01-17,6545.0
2012-01-18,7215.0
2012-01-19,6464.0
2012-01-20,6718.0
2012-01-21,6771.0
2012-01-22,5259.0
2012-01-23,5984.0
2012-01-24,6817.0
2012-01-25,8017.0
2012-01-26,6736.0
2012-01-27,6544.0
2012-01-28,6095.0
2012-01-29,6464.0
2012-01-30,6019.0
2012-01-31,6469.0
2012-02-01,6900.0
2012-02-02,6955.0
2012-02-03,6943.0
2012-02-04,7597.0
2012-02-05,6616.0
2012-02-06,6500.0
2012-02-07,6799.0
2012-02-08,6619.0
2012-02-09,7259.0
2012-02-10,7591.0
2012-02-11,6515.0
2012-02-12,7405.0
2012-02-13,7514.0
2012-02-14,7976.0
2012-02-15,8266.0
2012-02-16,8196.0
2012-02-17,7128.0
2012-02-18,6676.0
2012-02-19,5932.0
2012-02-20,6118.0
2012-02-21,6348.0
2012-02-22,7124.0
2012-02-23,7881.0
2012-02-24,7203.0
2012-02-25,6588.0
2012-02-26,5851.0
2012-02-27,6475.0
2012-02-28,6627.0
2012-02-29,6825.0
2012-03-01,6713.0
2012-03-02,7696.0
2012-03-03,5701.0
2012-03-04,6017.0
2012-03-05,6729.0
2012-03-06,6713.0
2012-03-07,6574.0
2012-03-08,6635.0
2012-03-09,6478.0
2012-03-10,6054.0
2012-03-11,5174.0
2012-03-12,5728.0
2012-03-13,6805.0
2012-03-14,7096.0
2012-03-15,6577.0
2012-03-16,6706.0
2012-03-17,7473.0
2012-03-18,5745.0
2012-03-19,6679.0
2012-03-20,6604.0
2012-03-21,6980.0
2012-03-22,6756.0
2012-03-23,6293.0
2012-03-24,6461.0
2012-03-25,6249.0
2012-03-26,6469.0
2012-03-27,6346.0
2012-03-28,7134.0
2012-03-29,7526.0
2012-03-30,7174.0
2012-03-31,6286.0
2012-04-01,5619.0
2012-04-02,6086.0
2012-04-03,7539.0
2012-04-04,7479.0
2012-04-05,6977.0
2012-04-06,7000.0
2012-04-07,6152.0
2012-04-08,6061.0
2012-04-09,6045.0
2012-04-10,7305.0
2012-04-11,7485.0
2012-04-12,8513.0
2012-04-13,7549.0
2012-04-14,7935.0
2012-04-15,7313.0
2012-04-16,7846.0
2012-04-17,8354.0
2012-04-18,8145.0
2012-04-19,8023.0
2012-04-20,6776.0
2012-04-21,7770.0
2012-04-22,6768.0
2012-04-23,6845.0
2012-04-24,7395.0
2012-04-25,7746.0
2012-04-26,8641.0
2012-04-27,7066.0
2012-04-28,7173.0
2012-04-29,8050.0
2012-04-30,9064.0
2012-05-01,7902.0
2012-05-02,8105.0
2012-05-03,9709.0
2012-05-04,8990.0
2012-05-05,8979.0
2012-05-06,8350.0
2012-05-07,10909.0
2012-05-08,9394.0
2012-05-09,9444.0
2012-05-10,9696.0
2012-05-11,9571.0
