"BitcoinDaysDestroyedMinWeek","seasonal","trend","remainder"
5522755,659780.851291596,6242380.43364294,-1379406.28493454
4518260,659780.851291596,6050124.27311689,-2191645.12440849
4385817,659780.851291596,5857868.11259084,-2131831.96388244
10324445,659780.851291596,5679848.82337949,3984815.32532891
4796169,286592.792333883,5501829.53416813,-992253.326502016
10002572,286592.792333883,5379178.19696435,4336801.01070177
6114277,286592.792333883,5256526.85976056,571157.347905555
12978099,286592.792333883,5151171.20095065,7540335.00671547
2925244,678465.91943418,5045815.54214073,-2799037.46157491
6088234,678465.91943418,5012854.07063021,396914.009935611
2971087,678465.91943418,4979892.59911969,-2687271.51855387
4970638,678465.91943418,4966049.42169225,-673877.341126426
3552074,537778.901058858,4952206.2442648,-1937911.14532366
7201070,537778.901058858,4920286.41105161,1743004.68788953
5262643,537778.901058858,4888366.57783843,-163502.478897285
14332151,537778.901058858,4837507.30618478,8956864.79275636
3832375,190224.23311717,4786648.03453113,-1144497.2676483
4298027,190224.23311717,4692234.01388407,-584431.24700124
2365716,190224.23311717,4597819.99323701,-2422328.22635418
4295415,190224.23311717,4471112.92194845,-365922.155065619
2212630,439459.926198971,4344405.85065989,-2571235.77685886
3442297,439459.926198971,4173345.7224414,-1170508.64864037
4781125,439459.926198971,4002285.59422291,339379.479578115
7083259,439459.926198971,3926371.19016927,2717427.88363176
2084724,375116.144139161,3850456.78611563,-2140848.93025479
1828322,375116.144139161,3750255.52053403,-2297049.66467319
2778043,375116.144139161,3650054.25495243,-1247127.39909159
6966618,375116.144139161,3543945.59355801,3047556.26230283
2780085,580670.54607456,3437836.93216359,-1238422.47823815
2166209,580670.54607456,3393263.3670554,-1807724.91312996
6502860,580670.54607456,3348689.8019472,2573499.65197824
1809241,580670.54607456,3309427.58697612,-2080857.13305068
1957076,553213.356180462,3270165.37200503,-1866302.72818549
1611673,553213.356180462,3239664.40860107,-2181204.76478154
1897397,553213.356180462,3209163.44519712,-1864979.80137758
2551749,553213.356180462,3293874.79514327,-1295339.15132373
2752411,-28623.8244549004,3378586.14508941,-597551.320634512
14665280,-28623.8244549004,3530891.29501092,11163012.529444
849836,-28623.8244549004,3683196.44493242,-2804736.62047752
1264476,-28623.8244549004,3689254.83987948,-2396155.01542458
3997489,289337.810237292,3695313.23482654,12837.9549361663
4002129,289337.810237292,3567747.81606152,145043.373701187
4772383,289337.810237292,3440182.3972965,1042862.79246621
8097378,289337.810237292,3355815.97378976,4452224.21597295
2513695,881659.330259655,3271449.55028302,-1639413.88054268
2509728,881659.330259655,3192902.38705426,-1564833.71731391
2889065,881659.330259655,3114355.2238255,-1106949.55408515
2146540,881659.330259655,3149399.95098577,-1884519.28124543
13827195,435678.058808066,3184444.67814605,10207072.2630459
8790613,435678.058808066,3217480.89497274,5137454.04621919
4521681,435678.058808066,3250517.11179944,835485.829392495
3806389,435678.058808066,3238215.91712587,132495.024066062
8684061,87312.9220377832,3225914.72245231,5370833.35550991
1624559,87312.9220377832,3124719.64645997,-1587473.56849775
4138974,87312.9220377832,3023524.57046763,1028136.50749458
3294239,87312.9220377832,2877859.53594959,329066.542012622
1535138,329332.166388155,2732194.50143156,-1526388.66781971
2526653,329332.166388155,2624608.26493471,-427287.431322866
5204787,329332.166388155,2517022.02843786,2358432.80517398
3658991,329332.166388155,2459596.72023961,870062.113372231
1229214,209717.08440548,2402171.41204136,-1382674.49644684
1467106,209717.08440548,2422515.24778668,-1165126.33219216
2549911,209717.08440548,2442859.08353199,-102665.167937475
1995330,209717.08440548,2534330.3961209,-748717.480526376
1514727,57852.083023794,2625801.7087098,-1168926.79173359
1840680,57852.083023794,2858575.97087586,-1075748.05389966
1823114,57852.083023794,3091350.23304193,-1326088.31606572
2784708,57852.083023794,3348837.79332133,-621981.876345124
4981181,68108.4968379036,3606325.35360073,1306747.14956137
3960916,68108.4968379036,3838232.39337181,54575.1097902888
4001658,68108.4968379036,4070139.43314289,-136589.929980789
4368544,68108.4968379036,4316163.52507955,-15728.0219174577
6742176,148318.50518177,4562187.61701622,2031669.87780201
3829711,148318.50518177,4799629.55413158,-1118237.05931335
12784719,148318.50518177,5037071.49124693,7599329.0035713
9385283,148318.50518177,4983282.18437647,4253682.31044176
5242140,-10005.9104144768,4929492.87750602,322653.032908461
7537330,-10005.9104144768,4720956.5736084,2826379.33680607
5506344,-10005.9104144768,4512420.26971079,1003929.64070368
5427261,-10005.9104144768,4343736.79819741,1093530.11221707
2387392,557.057532671955,4175053.32668403,-1788218.3842167
1724869,557.05753267197,3975780.47744939,-2251468.53498206
2461154,557.05753267197,3776507.62821474,-1315910.68574741
7854316,557.057532671955,3603220.75554558,4250538.18692175
2839376,209883.706491199,3429933.88287642,-800441.589367618
5520694,209883.706491199,3426312.24354326,1884498.04996554
6162441,209883.706491199,3422690.6042101,2529866.68929871
1742103,209883.706491199,3467651.84648121,-1935432.55297241
1828058,352921.708520943,3512613.08875232,-2037476.79727327
2697103,352921.708520943,3547139.87786545,-1202958.5863864
3787706,352921.708520943,3581666.66697858,-146882.375499525
2769935,352921.708520943,3632358.04261731,-1215344.75113825
2246024,169727.912631088,3683049.41825603,-1606753.33088712
2746091,169727.912631088,3727065.73455454,-1150702.64718563
2606500,169727.912631088,3771082.05085304,-1334309.96348413
2940884,169727.912631088,3771618.19519872,-1000462.10782981
2677536,-125014.202550343,3772154.3395444,-969604.136994055
2383481,-125014.202550343,3814480.29939388,-1305985.09684354
3499101,-125014.202550343,3856806.25924336,-232691.056693021
2441148,-125014.202550343,4034382.45411207,-1468220.25156173
1343705,286114.048749634,4211958.64898078,-3154367.69773042
1908443,286114.048749634,4383168.9351335,-2760839.98388314
6129017,286114.048749634,4554379.22128623,1288523.72996414
4511430,286114.048749634,4706563.59979404,-481247.648543677
5435399,397491.594817932,4858747.97830186,179159.426880206
3643610,397491.594817932,4861125.74001431,-1615007.33483224
5037845,397491.594817932,4863503.50172675,-223150.09654468
32254394,397491.594817932,4721909.27161672,27134993.1335653
1511389,209316.052200846,4580315.04150669,-3278242.09370754
3973523,209316.052200846,4436009.61593755,-671802.668138396
1887705,209316.052200846,4291704.19036841,-2613315.24256926
2648362,209316.052200846,4204616.80462378,-1765570.85682463
3760603,323647.097793229,4117529.41887915,-680573.516672381
3210421,323647.097793229,4171022.0381809,-1284248.13597412
1983809,323647.097793229,4224514.65748264,-2564352.75527587
3269892,323647.097793229,4277002.09158834,-1330757.18938157
4310674,837378.814247023,4329489.52569405,-856194.339941069
24890814,837378.814247023,4294601.33956637,19758833.8461866
4330273,837378.814247023,4259713.1534387,-766818.967685719
6153067,837378.814247023,4223958.48851358,1091729.69723939
2360708,1119560.74458087,4188203.82358847,-2947056.56816934
5676273,1119560.74458087,4078716.65657055,477995.598848587
2235085,1119560.74458087,3969229.48955262,-2853705.23413349
2857137,1119560.74458087,3876468.73921834,-2138892.4837992
2909152,1029881.27703153,3783707.98888405,-1904437.26591558
5685019,1029881.27703153,3722373.23078337,932764.492185095
3380893,1029881.27703153,3661038.4726827,-1310026.74971423
3291901,1029881.27703153,3634809.33556795,-1372789.61259949
1722494,1613104.15375003,3608580.19845321,-3499190.35220323
1036833,1613104.15375003,3646821.02536463,-4223092.17911466
2881504,1613104.15375003,3685061.85227606,-2416662.00602609
2644478,1613104.15375003,3845253.09362028,-2813879.24737031
2637360,2056598.83922123,4005444.3349645,-3424683.17418573
10434095,2056598.83922123,4222470.63858217,4155025.5221966
4099951,2056598.83922123,4439496.94219984,-2396144.78142107
4363734,2056598.83922123,4523784.87238551,-2216649.71160674
3612964,1731677.14099458,4608072.80257118,-2726785.94356577
4271938,1731677.14099458,4510841.85520971,-1970580.9962043
5322247,1731677.14099458,4413610.90784824,-823041.048842826
4589938,1731677.14099458,4240150.7879401,-1381889.92893469
2528726,1212019.79375121,4066690.66803196,-2749984.46178318
1838462,1212019.79375121,3905402.00961695,-3278959.80336816
2943553,1212019.79375121,3744113.35120194,-2012580.14495315
1892681,1212019.79375121,3682893.8904848,-3002232.68423602
2838679,7316282.9834931,3621674.42976767,-8099278.41326077
8071511,7316282.9834931,3624526.65241566,-2869298.63590876
2661037,7316282.9834931,3627378.87506364,-8282624.85855675
4296116,7316282.9834931,3657350.04056328,-6677517.02405638
6780638,7359146.99332375,3687321.20606292,-4265830.19938667
5213343,7359146.99332375,3684832.18642917,-5830636.17975292
2752323,7359146.99332375,3682343.16679541,-8289167.16011917
2161063,7359146.99332375,3599463.20109626,-8797547.19442001
3070307,1016859.30556368,3516583.2353971,-1463135.54096079
6173398,1016859.30556368,3536541.6869256,1619997.00751072
10853278,1016859.30556368,3556500.13845409,6279918.55598223
2012908,1016859.30556368,3639271.55894103,-2643222.86450471
2631399,1126653.19530392,3722042.97942797,-2217297.1747319
3996851,1126653.19530392,3757761.03879975,-887563.234103676
2259656,1126653.19530392,3793479.09817153,-2660476.29347546
3212415,1126653.19530392,3798244.80518452,-1712483.00048844
2894645,1315012.62078737,3803010.5121975,-2223378.13298487
3508901,1315012.62078737,3788218.49975016,-1594330.12053752
2703327,1315012.62078737,3773426.48730281,-2385112.10809017
1458955,1315012.62078737,3716321.87881957,-3572379.49960694
2712593,1178694.40949294,3659217.27033634,-2125318.67982928
2516755,1178694.40949294,3534316.34775417,-2196255.75724712
3474182,1178694.40949294,3409415.42517201,-1113927.83466495
7033371,1178694.40949294,3390956.51774169,2463720.07276537
7329797,1610261.8486436,3372497.61031137,2347037.54104503
1384871,1610261.8486436,3397014.9789683,-3622405.8276119
1912739,1610261.8486436,3421532.34762523,-3119055.19626883
3660692,1610261.8486436,3407803.94320112,-1357373.79184472
11386987,1732654.48107151,3394075.538777,6260256.98015149
9057505,1732654.48107151,3400933.35884064,3923917.16008785
5628241,1732654.48107151,3407791.17890428,487795.340024212
4450632,1732654.48107151,3392724.37542209,-674746.856493602
1955334,717271.064217089,3377657.57193991,-2139594.636157
2606367,717271.064217089,3401303.74591938,-1512207.81013647
1951192,717271.064217089,3424949.91989886,-2191028.98411595
3540215,717271.064217089,3534438.85824005,-711494.922457139
3129048,636632.360029549,3643927.79658124,-1151512.15661079
5998534,636632.360029549,3842659.52695093,1519242.11301952
11389482,636632.360029549,4041391.25732063,6711458.38264982
4864246,636632.360029549,4289765.38346196,-62151.7434915053
7199492,896885.295389887,4538139.50960328,1764467.19500683
4015529,896885.295389887,4595098.92022654,-1476455.21561643
38679839,896885.295389887,4652058.3308498,33130895.3737603
19568092,896885.295389887,4507082.57314224,14164124.1314679
15128741,1163381.39204609,4362106.81543468,9603252.79251923
11801548,1163381.39204609,4227831.61727833,6410334.99067559
56776415,1163381.39204609,4093556.41912197,51519477.1888319
4176327,1163381.39204609,4145444.54150346,-1132498.93354955
3616633,1456244.4254901,4197332.66388495,-2036944.08937506
4033598,1456244.4254901,4252506.49850706,-1675152.92399716
6816121,1456244.4254901,4307680.33312916,1052196.24138074
3981518,1456244.4254901,4447506.61826558,-1922233.04375568
5509271,879883.498821633,4587332.903402,42054.5977763664
5515863,879883.498821633,5273030.68147634,-637051.180297969
3761618,879883.498821633,5958728.45955067,-3076993.95837231
2125698,879883.498821633,6616692.58506114,-5370878.08388278
7152353,881647.209051349,7274656.71057162,-1003950.91962297
19268609,881647.209051349,7860650.21526151,10526311.5756871
11476604,881647.209051349,8446643.71995141,2148313.07099724
16243143,881647.209051349,8951467.88743905,6410027.9035096
13667201,949074.838594175,9456292.05492669,3261834.10647914
15303569,949074.838594175,9640572.26336819,4713921.89803764
10772109,949074.838594175,9824852.47180969,-1818.31040386669
11069136,949074.838594175,10074397.4863982,45663.6750076357
16541145,876468.414557883,10323942.5009867,5340734.08445543
11328367,876468.414557883,10596846.8793422,-144948.293900127
20934286,876468.414557883,10869751.2576978,9188066.32774432
18946674,876468.414557883,11165500.7153946,6904704.87004757
14253150,718827.76619069,11461250.1730913,2073072.060718
14475213,718827.76619069,12297218.5028707,1459166.73093866
19680533,718827.76619069,13133186.83265,5828518.40115932
28037118,718827.76619069,13641523.2567603,13676766.977049
25128424,685948.792976153,14149859.6808706,10292615.5261532
10633722,685948.792976153,14574917.0191629,-4627143.81213901
16722855,685948.792976153,14999974.3574551,1036931.84956877
16002225,685948.792976153,15101170.8607239,215105.346299976
8627868,1028849.05357532,15202367.3639927,-7603348.41756799
38788586,1028849.05357532,13490516.781415,24269220.1650097
45656039,1028849.05357532,11778666.1988372,32848523.7475874
25798309,1028849.05357532,10786496.8490914,13982963.0973333
18071306,1027446.081504,9794327.49934558,7249532.41915041
21706034,1027446.081504,8184293.54685649,12494294.3716395
9378123,1027446.081504,6574259.59436741,1776417.32412859
7987820,1027446.081504,6419793.3515691,540580.566926892
11594552,755574.069508997,6265327.1087708,4573650.8217202
8444677,755574.069508997,6004563.44719178,1684539.48329922
5783692,755574.069508997,5743799.78561277,-715681.855121764
8329277,755574.069508997,5420490.68725152,2153212.24323948
7623706,227923.112542521,5097181.58889027,2298601.2985672
10432132,227923.11254252,4853052.83009448,5351156.057363
3572015,227923.11254252,4608924.07129868,-1264832.1838412
3023563,227923.11254252,4446758.37273311,-1651118.48527563
3572857,339278.900062247,4284592.67416755,-1051014.57422979
7881634,339278.900062247,4290671.43259991,3251683.66733784
2931019,339278.900062247,4296750.19103228,-1705010.09109453
5025471,339278.900062247,4467040.33881564,219151.761122108
4327186,450531.768857548,4637330.48659901,-760676.25545656
6922435,450531.768857548,4812170.3616358,1659732.86950665
13903503,450531.768857548,4987010.23667259,8465960.99446986
5461122,450531.768857548,5080308.40244744,-69718.171304984
18161605,170135.845770636,5173606.56822228,12817862.5860071
6296065,170135.845770636,5083030.02051546,1042899.1337139
4354327,170135.845770636,4992453.47280865,-808262.318579285
133907618,170135.845770636,4758200.83380642,128979281.320423
1255601,81432.8761561999,4523948.1948042,-3349780.0709604
4696706,81432.8761561999,4277293.8073509,337979.316492901
3202363,81432.8761561999,4030639.4198976,-909709.296053802
30427000,81432.8761561999,3752789.50814696,26592777.6156968
2617847,532152.770663311,3474939.59639632,-1389245.36705963
9587684,532152.770663311,3379417.0145508,5676114.21478589
2153448,532152.770663311,3283894.43270528,-1662599.20336859
2529310,532152.770663311,3312814.80490567,-1315657.57556898
1496236,709240.862838126,3341735.17710606,-2554740.03994419
2675077,709240.862838126,3420865.75419309,-1455029.61703122
1986912,709240.862838126,3499996.33128012,-2222325.19411825
3847058,709240.862838126,3686984.84806709,-549167.710905212
3797907,413667.427721883,3873973.36485405,-489733.792575934
11986095,-723883.122510519,3888027.94468326,8821950.17782726
7391243,-332535.84190706,3902082.52451247,3821696.31739459
3656581,-332535.84190706,3860048.86736067,129067.974546394
4091259,-332535.84190706,3818015.21020886,605779.631698197
7936884,-332535.84190706,3778578.05254342,4490841.78936364
2304290,-61636.2093100542,3739140.89487797,-1373214.68556791
2548584,-61636.2093100542,3758499.80779767,-1148279.59848762
4037066,-61636.2093100542,3777858.72071737,320843.488592682
13435969,-61636.2093100542,3782254.487282,9715350.72202806
4578203,-204784.101101804,3786650.25384662,996336.847255184
3801673,-204784.101101804,3807723.83397474,198733.267127066
8900100,-204784.101101804,3828797.41410286,5276086.68699895
4797602,-204784.101101804,3816663.69990103,1185722.40120078
3202751,-306102.591104532,3804529.9856992,-295676.394594667
2000704,-306102.591104532,3778482.22005828,-1471675.62895374
3150963,-306102.591104532,3752434.45441735,-295368.863312821
4388208,-306102.591104532,3706079.63703272,988230.954071816
3898390,-72730.2735627063,3659724.81964808,311395.453914627
5344226,-72730.2735627063,3624730.36979461,1792225.9037681
2495217,-72730.2735627063,3589735.91994114,-1021788.64637843
5130681,-72730.2735627063,3511088.02458143,1692323.24898127
3747160,-228871.441122466,3432440.12922173,543591.311900734
1347659,-228871.441122466,3287349.72737103,-1710819.28624856
3849304,-228871.441122466,3142259.32552032,935916.115602146
3996324,-228871.441122466,3037393.0721512,1187802.36897127
4251714,-16059.0200059404,2932526.81878208,1335246.20122386
3107723,-16059.0200059404,2862886.27934852,260895.740657416
2237870,-16059.0200059404,2793245.73991497,-539316.71990903
4772341,-16059.0200059404,2732813.52778098,2055586.49222497
2091651,223998.629666,2672381.31564698,-804728.94531298
1719579,223998.629666,2581387.58726161,-1085807.21692761
3988183,223998.629666,2490393.85887624,1273790.51145776
13096032,223998.629666,2501377.60389389,10370655.7664401
138486680,-155338.363900403,2512361.34891155,136129657.014989
6174557,-155338.363900403,2559530.37931142,3770364.98458898
1873108,-155338.363900403,2606699.40971129,-578253.045810885
3355929,-155338.363900403,2677334.04102956,833933.322870847
3950663,-97772.4591968894,2747968.67234782,1300466.78684907
5789493,-97772.4591968894,2853836.87155545,3033428.58764144
5873237,-97772.4591968894,2959705.07076307,3011304.38843382
2446976,-97772.4591968894,3157310.03888453,-612561.579687645
4464590,-30793.1489584592,3354915.007006,1140468.14195246
2687300,-30793.1489584592,3552388.33427814,-834295.185319683
3997074,-30793.1489584592,3749861.66155028,278005.487408176
2288145,-30793.1489584592,3817845.78184983,-1498907.63289137
4814725,-166539.620924475,3885829.90214938,1095434.7187751
5868473,-166539.620924475,3872588.69475706,2162423.92616741
4401474,-166539.620924475,3859347.48736475,708666.133559727
5439234,-166539.620924475,3655592.0977631,1950181.52316137
1311989,35753.372460358,3451836.70816146,-2175601.08062181
1724697,35753.372460358,3226351.26768929,-1537407.64014965
7454844,35753.372460358,3000865.82721713,4418224.80032251
12772070,35753.372460358,2949013.86728139,9787302.76025825
2830781,62952.8859600147,2897161.90734565,-129333.793305661
3176689,62952.8859600147,3182123.84766969,-68387.7336297035
11220404,62952.8859600147,3467085.78799373,7690365.32604625
9755658,62952.8859600147,3602220.22876425,6090484.88527573
4976189,-214414.559564224,3737354.66953477,1453248.89002945
6773150,-214414.559564224,3706741.06705941,3280823.49250481
6653826,-214414.559564224,3676127.46458405,3192113.09498017
7210775,-214414.559564224,3515209.20414729,3909980.35541694
3381154,-101277.814648528,3354290.94371052,128140.870938004
173071835,-101277.814648528,3070920.48239632,170102192.332252
3424706,-101277.814648528,2787550.02108212,738433.793566408
2825323,-101277.814648528,2584293.48836305,342307.326285475
103312718,-21733.7370825144,2381036.95564398,100953414.781439
16904675,-21733.7370825144,2275419.97993836,14650988.7571442
3389133,-21733.7370825144,2169803.00423273,1241063.73284978
5697583,-21733.7370825144,2206679.19084229,3512637.54624022
2987495,-232463.805782096,2243555.37745185,976403.428330245
1417028,-232463.805782096,2353113.29653051,-703621.490748413
1629426,-232463.805782096,2462671.21560917,-600781.40982707
3003417,-232463.805782096,2576617.75726107,659263.048521021
5216629,117218.704443439,2690564.29891298,2408845.99664358
4721369,117218.704443439,2899430.53980031,1704719.75575625
7957443,117218.704443439,3108296.78068765,4731927.51486891
5393768,117218.704443439,3385864.93724092,1890684.35831564
15202016,333174.395872232,3663433.09379419,11205408.5103336
1283466,333174.395872232,3798293.73946931,-2848002.13534155
2712833,333174.395872232,3933154.38514444,-1553495.78101667
5367062,333174.395872232,3919550.11321843,1114337.49090934
1780620,553035.320039673,3905945.84129243,-2678361.1613321
6175350,553035.320039673,3765845.29719124,1856469.38276909
5423814,553035.320039673,3625744.75309005,1245033.92687028
3430554,553035.320039673,3454311.12839212,-576792.448431797
4145390,831521.146702613,3282877.5036942,30991.3496031859
2997622,831521.146702613,3039136.17605463,-873035.32275724
2769848,831521.146702613,2795394.84841505,-857067.995117667
2211072,831521.146702613,2431581.42172593,-1052030.56842854
13897122,406831.950782429,2067767.9950368,11422522.0541808
1495041,406831.950782429,1893496.64251952,-805287.593301954
11057363,406831.950782429,1719225.29000225,8931305.75921532
2503308,406831.950782429,1590587.63265369,505888.41656388
7146078,479419.326147863,1461949.97530513,5204708.69854701
1604350,479419.326147863,1434157.70802308,-309227.034170946
2821278,479419.326147863,1406365.44074104,935493.233111101
13327667,479419.326147863,1455338.92997211,11392908.74388
6406909,524029.125254089,1504312.41920319,4378567.45554272
1220078,524029.125254089,1620536.9398996,-924488.065153687
1486487,524029.125254089,1736761.46059601,-774303.585850095
2725122,524029.125254089,1780002.80184509,421090.07290082
3072892,674118.166107495,1823244.14309418,575529.690798328
17889064,674118.166107495,1864197.6364298,15350748.1974627
3419553,674118.166107495,1905151.12976542,840283.704127084
5046381,674118.166107495,1999724.18033049,2372538.65356201
0,659780.851291596,2094297.23089556,-2754078.08218716
278506,659780.851291596,2167894.38685782,-2549169.23814942
1594179,659780.851291596,2241491.54282007,-1307093.39411167
2746251,659780.851291596,2276132.52264145,-189662.37393305
5609917,286592.792333883,2310773.50246283,3012550.70520328
3314347,286592.792333883,2459576.54312618,568177.664539934
2005454,286592.792333883,2608379.58378953,-889518.376123416
1644784,286592.792333883,2687485.30867882,-1329294.1010127
1551008,678465.91943418,2766591.03356811,-1894048.95300229
1657543,678465.91943418,2728468.72127585,-1749391.64071003
3592875,678465.91943418,2690346.40898358,224062.671582239
2280337,678465.91943418,2712564.28504164,-1110693.20447582
1983072,537778.901058858,2734782.1610997,-1289489.06215856
1731744,537778.901058858,2792618.77114038,-1598653.67219923
884542,537778.901058858,2850455.38118105,-2503692.28223991
1228571,537778.901058858,2856406.4757285,-2165614.37678736
2891075,190224.23311717,2862357.57027595,-161506.803393116
1837857,190224.23311717,2881452.24556189,-1233819.47867906
2620071,190224.23311717,2900546.92084783,-470700.153965
2380603,190224.23311717,2913730.52097527,-723351.754092441
1492710,439459.926198971,2926914.12110271,-1873664.04730168
1213050,439459.926198971,2895684.09918764,-2122094.02538661
1661168,439459.926198971,2864454.07727256,-1642746.00347153
1512484,439459.926198971,2833631.87030836,-1760607.79650733
1307980,375116.144139161,2802809.66334417,-1869945.80748333
7074029,375116.144139161,2812510.14349244,3886402.7123684
2267174,375116.144139161,2822210.62364071,-930152.767779873
1503276,375116.144139161,2903465.37774031,-1775305.52187947
1120211,580670.54607456,2984720.13183991,-2445179.67791447
2057661,580670.54607456,3111828.07992578,-1634837.62600034
1403615,580670.54607456,3238936.02801166,-2415991.57408622
1483237,580670.54607456,3414295.30436474,-2511728.8504393
3121349,553213.356180462,3589654.58071781,-1021518.93689828
3433054,553213.356180462,3867845.68689245,-988005.043072914
2850334,553213.356180462,4146036.79306709,-1848916.14924755
11347066,553213.356180462,4247810.39633734,6546042.2474822
5347474,-28623.8244549004,4349583.99960759,1026513.82484731
4323663,-28623.8244549004,4338594.13923058,13692.6852243161
3750882,-28623.8244549004,4327604.27885358,-548098.454398676
28420408,-28623.8244549004,4236014.0295457,24213017.7949092
2775590,289337.810237292,4144423.78023783,-1658171.59047512
4374729,289337.810237292,3997559.65752706,87831.5322356517
5991540,289337.810237292,3850695.53481628,1851506.65494643
3677387,289337.810237292,3712671.82322653,-324622.633463824
2852755,881659.330259655,3574648.11163678,-1603552.44189644
4387425,881659.330259655,3440560.0557422,65205.6139981467
2826265,881659.330259655,3306471.99984761,-1361866.33010727
3715874,881659.330259655,3192608.37626551,-358393.706525169
3165275,435678.058808066,3078744.75268342,-349147.811491481
2052353,435678.058808066,2967547.34919184,-1350872.4079999
2416402,435678.058808066,2856349.94570026,-875626.004508323
2372539,435678.058808066,2589658.72579965,-652797.784607718
11968073,87312.9220377832,2322967.50589905,9557792.57206317
13862985,87312.9220377832,2283339.92160609,11492332.1563561
9539999,87312.9220377832,2243712.33731313,7208973.74064909
45234077,87312.9220377832,2253473.93390044,42893290.1440618
1779113,329332.166388155,2263235.53048776,-813454.696875912
992442,329332.166388155,2314630.75072897,-1651520.91711713
3245230,329332.166388155,2366025.97097019,549871.862641654
1853277,329332.166388155,2449707.6299307,-925762.796318856
2285648,209717.08440548,2533389.28889121,-457458.37329669
2916631,209717.08440548,2631358.09459934,75555.8209951813
2286924,209717.08440548,2729326.90030747,-652119.984712947
1267505,209717.08440548,2832893.14635497,-1775105.23076045
2531237,57852.083023794,2936459.39240247,-463074.475426264
2770642,57852.083023794,2981660.5644281,-268870.647451897
8713049,57852.083023794,3026861.73645374,5628335.18052247
1745082,57852.083023794,3100419.3785259,-1413189.46154969
4080372,68108.4968379036,3173977.02059806,838286.482564039
2387377,68108.4968379036,3247364.07919745,-928095.576035354
1139531,68108.4968379036,3320751.13779684,-2249328.63463475
13658011,68108.4968379036,3352274.30682565,10237628.1963364
4648756,148318.50518177,3383797.47585446,1116640.01896377
2837270,148318.50518177,3321225.20043435,-632273.705616119
7461709,148318.50518177,3258652.92501424,4054737.56980399
4962588,148318.50518177,3148468.3060158,1665801.18880244
2864791,-10005.9104144768,3038283.68701735,-163486.776602875
1753496,-10005.9104144768,2962404.63301049,-1198902.72259601
1395827,-10005.9104144768,2886525.57900363,-1480692.66858915
2075766,-10005.9104144768,2844256.48023516,-758484.569820687
1690086,557.057532671955,2801987.3814667,-1112458.43899937
6253429,557.05753267197,2818314.60168729,3434557.34078004
2912717,557.05753267197,2834641.82190788,77518.120559447
1544290,557.057532671955,2900295.68274467,-1356562.74027734
1763615,209883.706491199,2965949.54358146,-1412218.25007266
1234283,209883.706491199,3040333.96469883,-2015934.67119003
1672093,209883.706491199,3114718.3858162,-1652509.09230739
1599130,209883.706491199,3262400.11864746,-1873153.82513866
2449656,352921.708520943,3410081.85147873,-1313347.55999967
3172979,352921.708520943,3596509.37856658,-776452.08708752
2953952,352921.708520943,3782936.90565443,-1181906.61417537
3426966,352921.708520943,3917547.19261174,-843502.901132687
3201200,169727.912631088,4052157.47956906,-1020685.39220015
3269743,169727.912631088,4082588.10324536,-982573.015876449
4674879,169727.912631088,4113018.72692166,392132.360447249
2723784,169727.912631088,4115452.16128621,-1561396.07391729
8857953,-125014.202550343,4117885.59565075,4865081.60689959
2975016,-125014.202550343,4121148.8738948,-1021118.67134445
1932979,-125014.202550343,4124412.15213884,-2066418.9495885
2602692,-125014.202550343,4100936.50772033,-1373230.30516999
3418017,286114.048749634,4077460.86330182,-945557.912051459
4935577,286114.048749634,4037207.53974618,612255.411504191
4151517,286114.048749634,3996954.21619053,-131551.264940159
3006218,286114.048749634,3952398.6995807,-1232294.74833034
7881997,397491.594817932,3907843.18297088,3576662.22221119
2831715,397491.594817932,3751738.96538564,-1317515.56020358
1738100,397491.594817932,3595634.74780041,-2255026.34261834
6523729,397491.594817932,3516977.94199668,2609259.46318538
16456116,209316.052200846,3438321.13619296,12808478.8116062
13022346,209316.052200846,3455291.28712837,9357738.66067078
4312982,209316.052200846,3472261.43806378,631404.509735376
2073642,209316.052200846,3499383.25026569,-1635057.30246654
2521662,323647.097793229,3526505.0624676,-1328490.16026083
1817004,323647.097793229,3525465.21485382,-2032108.31264705
2289409,323647.097793229,3524425.36724004,-1558663.46503327
2759878,323647.097793229,3511212.23639971,-1074981.33419294
5107151,837378.814247023,3497999.10555939,771773.08019359
2803726,837378.814247023,3505574.18503008,-1539226.99927711
3703308,837378.814247023,3513149.26450078,-647220.078747806
3262145,837378.814247023,3592710.10631618,-1167943.92056321
2536966,1119560.74458087,3672270.94813158,-2254865.69271245
6738056,1119560.74458087,3890444.11108817,1728051.14433096
2603713,1119560.74458087,4108617.27404477,-2624465.01862563
2632442,1119560.74458087,4361793.33983854,-2848912.08441941
5115095,1029881.27703153,4614969.40563232,-529755.682663852
7557000,1029881.27703153,4844147.80364426,1682970.9193242
4950483,1029881.27703153,5073326.2016562,-1152724.47868774
5668024,1029881.27703153,5140616.77461241,-502474.051643941
4996638,1613104.15375003,5207907.34756861,-1824373.50131863
3983034,1613104.15375003,5109662.87871189,-2739733.03246192
2909008,1613104.15375003,5011418.40985518,-3715514.56360521
10544975,1613104.15375003,4741648.54928536,4190222.29696461
3374405,2056598.83922123,4471878.68871554,-3154072.52793677
9847127,2056598.83922123,4302220.20860667,3488307.9521721
3610024,2056598.83922123,4132561.7284978,-2579136.56771903
2740802,2056598.83922123,4099016.70469661,-3414813.54391784
6061318,1731677.14099458,4065471.68089542,264169.178110001
