"BitcoinDaysDestroyedMinWeek","seasonal","trend","remainder"
622757,68108.4968379036,799510.638924456,-244862.13576236
589701,148318.50518177,799088.715011156,-357706.220192926
724615,148318.50518177,798666.791097856,-222370.296279626
3791,148318.50518177,821710.825122533,-966238.330304303
601011,148318.50518177,844754.859147209,-392062.364328979
49646,-10005.9104144768,877016.079746166,-817364.169331689
353650,-10005.9104144768,909277.300345122,-545621.389930645
326097,-10005.9104144768,963137.167503048,-627034.257088571
645659,-10005.9104144768,1016997.03466097,-361332.124246498
199950,557.057532671955,1109621.30091899,-910228.358451659
10921,557.05753267197,1202245.567177,-1191881.62470967
136261,557.05753267197,1297361.370217,-1161657.42774968
225836,557.057532671955,1392477.17325701,-1167198.23078968
2319452,209883.706491199,1472515.55962869,637052.733880112
337871,209883.706491199,1552553.94600037,-1424566.65249157
206705,209883.706491199,1582779.8832455,-1585958.5897367
2880078,209883.706491199,1613005.82049064,1057188.47301816
466869,352921.708520943,1600970.19502846,-1487022.9035494
574132,352921.708520943,1588934.56956628,-1367724.27808722
1394057,352921.708520943,1584559.19153042,-543423.900051365
694784,352921.708520943,1580183.81349457,-1238321.52201551
55780,169727.912631088,1608722.48773458,-1722670.40036567
776548,169727.912631088,1637261.1619746,-1030441.07460569
132989,169727.912631088,1670463.98393148,-1707202.89656256
500858,169727.912631088,1703666.80588835,-1372536.71851944
2262367,-125014.202550343,1719341.14746917,668040.055081178
608224,-125014.202550343,1735015.48904998,-1001777.28649964
434264,-125014.202550343,1669130.79682408,-1109852.59427373
5258835,-125014.202550343,1603246.10459817,3780603.09795217
1290690,286114.048749634,1497427.34864161,-492851.39739124
140214,286114.048749634,1391608.59268504,-1537508.64143467
101843,286114.048749634,1280239.60838656,-1464510.65713619
478283,286114.048749634,1168870.62408807,-976701.672837707
531157,397491.594817932,1120448.85329274,-986783.448110671
27792,397491.594817932,1072027.0824974,-1441726.67731534
305730,397491.594817932,1078240.99709343,-1170002.59191136
848810,397491.594817932,1084454.91168945,-633136.506507386
58023,209316.052200846,1143326.61536494,-1294619.66756579
84345,209316.052200846,1202198.31904043,-1327169.37124128
476277,209316.052200846,1256618.36313881,-989657.415339655
764602,209316.052200846,1311038.40723719,-755752.459438033
662863,323647.097793229,1326736.37552652,-987520.473319752
452903,323647.097793229,1342434.34381586,-1213178.44160909
490572,323647.097793229,1301261.1455117,-1134336.24330493
220930,323647.097793229,1260087.94720754,-1362805.04500077
407706,837378.814247023,1172829.40735335,-1602502.22160037
37260,837378.814247023,1085570.86749916,-1885689.68174618
143688,837378.814247023,1010886.88147752,-1704577.69572455
91602,837378.814247023,936202.895455887,-1681979.70970291
385844,1119560.74458087,899360.050276475,-1633076.79485734
343794,1119560.74458087,862517.205097064,-1638283.94967793
224591,1119560.74458087,855012.096377443,-1749981.84095831
101736,1119560.74458087,847506.987657822,-1865331.73223869
125164,1029881.27703153,873925.344826779,-1778642.62185831
808048,1029881.27703153,900343.701995736,-1122176.97902727
35687,1029881.27703153,935977.686721922,-1930171.96375346
119371,1029881.27703153,971611.671448108,-1882121.94847964
16720,1613104.15375003,1004644.96791508,-2601029.12166511
31305,1613104.15375003,1037678.26438206,-2619477.41813209
322843,1613104.15375003,1090410.09233129,-2380671.24608132
182994,1613104.15375003,1143141.92028053,-2573252.07403055
81416,2056598.83922123,1177757.83011988,-3152940.66934111
81593,2056598.83922123,1212373.73995924,-3187379.57918046
1010185,2056598.83922123,1235800.82368375,-2282214.66290498
53872,2056598.83922123,1259227.90740827,-3261954.7466295
318602,1731677.14099458,1280502.28787607,-2693577.42887065
395573,1731677.14099458,1301776.66834386,-2637880.80933845
123781,1731677.14099458,1314432.63596373,-2922328.77695831
2030840,1731677.14099458,1327088.6035836,-1027925.74457818
329020,1212019.79375121,1335416.25811459,-2218416.0518658
492308,1212019.79375121,1343743.91264558,-2063455.70639679
45469,1212019.79375121,1354498.53277622,-2521049.32652743
918436,1212019.79375121,1365253.15290686,-1658836.94665807
64541,7316282.9834931,1387625.19561879,-8639367.17911189
76840,7316282.9834931,1409997.23833072,-8649440.22182382
114640,7316282.9834931,1445161.07577388,-8646804.05926698
283781,7316282.9834931,1480324.91321703,-8512826.89671014
227859,7359146.99332375,1476474.26724173,-8607762.26056548
785551,7359146.99332375,1472623.62126642,-8046219.61459018
360442,7359146.99332375,1413143.21188652,-8411848.20521027
810607,7359146.99332375,1353662.80250661,-7902202.79583037
10015652,1016859.30556368,1289172.83677892,7709619.85765739
209616,1016859.30556368,1224682.87105124,-2031926.17661492
319320,1016859.30556368,1172305.11899672,-1869844.4245604
131387,1016859.30556368,1119927.36694221,-2005399.67250589
279373,1126653.19530392,1108132.85488253,-1955413.05018646
841877,1126653.19530392,1096338.34282286,-1381114.53812678
136925,1126653.19530392,1110758.18328308,-2100486.378587
38156,1126653.19530392,1125178.0237433,-2213675.21904722
353786,1315012.62078737,1141219.18368199,-2102445.80446935
140156,1315012.62078737,1157260.34362067,-2332116.96440804
3194835,1315012.62078737,1167820.54484461,712001.834368025
19842435,1315012.62078737,1178380.74606855,17349041.6331441
118285,1178694.40949294,1203678.89102377,-2264088.30051672
7733425,1178694.40949294,1228977.035979,5325753.55452806
694642,1178694.40949294,1299649.77566099,-1783702.18515394
11113364,1178694.40949294,1370322.51534299,8564347.07516407
1173770,1610261.8486436,1403050.44595953,-1839542.29460314
6279241,1610261.8486436,1435778.37657607,3233200.77478032
634511,1610261.8486436,1421497.14295949,-2397247.99160309
577830,1610261.8486436,1407215.90934291,-2439647.75798651
1995818,1732654.48107151,1337088.73839139,-1073925.21946289
1147639,1732654.48107151,1266961.56743986,-1851977.04851137
1081145,1732654.48107151,1215860.98109937,-1867370.46217087
397154,1732654.48107151,1164760.39475887,-2500260.87583038
386283,717271.064217089,1066064.43469881,-1397052.4989159
123157,717271.064217089,967368.474638757,-1561482.53885585
4134476,717271.064217089,889973.859552528,2527231.07623038
1329499,717271.064217089,812579.2444663,-200351.308683389
4532993,636632.360029549,815231.149958006,3081129.49001245
420585,636632.360029549,817883.055449712,-1033930.41547926
154797,636632.360029549,841165.849947724,-1323001.20997727
62035,636632.360029549,864448.644445735,-1439046.00447528
350214,896885.295389887,869045.344966791,-1415716.64035668
1426202,896885.295389887,873642.045487848,-344325.340877735
46587,896885.295389887,900076.39784057,-1750374.69323046
713179,896885.295389887,926510.750193293,-1110217.04558318
1083933,1163381.39204609,935201.746216136,-1014650.13826222
203917,1163381.39204609,943892.742238979,-1903357.13428507
888248,1163381.39204609,857064.241900177,-1132197.63394626
970055,1163381.39204609,770235.741561374,-963562.133607462
1056433,1456244.4254901,630943.987006745,-1030755.41249685
2056379,1456244.4254901,491652.232452116,108482.342057782
893605,1456244.4254901,374498.577259286,-937138.002749388
347060,1456244.4254901,257344.922066457,-1366529.34755656
563222,879883.498821633,135443.289306658,-452104.788128291
794481,879883.498821633,13541.6565468599,-98944.1553684926
71753,879883.498821633,-150954.835135541,-657175.663686092
2332543,879883.498821633,-315451.326817942,1768110.82799631
534541,881647.209051349,-468472.29795246,121366.088901111
7381195,881647.209051349,-621493.269086978,7121041.06003563
238174,881647.209051349,-807985.414172189,164512.20512084
6076067,881647.209051349,-994477.559257399,6188897.35020605
805320,949074.838594175,-1143297.52476768,999542.6861735
54436,949074.838594175,-1292117.49027795,397478.651683776
135627,949074.838594175,-1372740.92546687,559293.086872695
43202,949074.838594175,-1453364.36065579,547491.522061614
587876,876468.414557883,-1474768.97818684,1186176.56362896
896616,876468.414557883,-1496173.59571789,1516321.18116001
330614,876468.414557883,-1469306.5994251,923452.184867217
9402724,876468.414557883,-1442439.60313231,9968695.18857442
219658,718827.76619069,-1374020.74366964,874850.977478952
135599,718827.76619069,-1305601.88420698,722373.118016287
215733,718827.76619069,-1159877.79315314,656783.02696245
1301027,718827.76619069,-1014153.7020993,1596352.93590861
315944,685948.792976153,-880406.780428589,510401.987452436
162855,685948.792976153,-746659.858757875,223566.065781722
767704,685948.792976153,-663334.218684728,745089.425708576
251675,685948.792976153,-580008.578611581,145734.785635429
1563653,1028849.05357532,-540616.598375594,1075420.54480027
1554581,1028849.05357532,-501224.618139608,1026956.56456428
425041,1028849.05357532,-450916.156664282,-152891.896911043
345007,1028849.05357532,-400607.695188956,-283234.358386368
121519,1027446.081504,-389068.765646364,-516858.315857639
315569,1027446.081504,-377529.836103772,-334347.245400232
1121722,1027446.081504,-306921.656761858,401197.575257854
2419268,1027446.081504,-236313.477419943,1628135.39591594
197263,755574.069508997,-92134.318596032,-466176.750912965
421793,755574.069508997,52044.8402278793,-385825.909736877
532046,755574.069508997,179117.352020984,-402645.421529981
3732462,755574.069508997,306189.863814089,2670698.06667691
1168598,227923.112542521,362161.647762648,578513.239694832
954416,227923.11254252,418133.431711206,308359.455746273
341275,227923.11254252,468065.790114753,-354713.902657274
452817,227923.11254252,517998.1485183,-293104.261060821
789790,339278.900062247,457861.588186019,-7350.48824826587
218000,339278.900062247,397725.027853737,-519003.927915984
1273317,339278.900062247,329362.234913481,604675.865024272
410120,339278.900062247,260999.441973224,-190158.342035471
742199,450531.768857548,199638.067732338,92029.1634101137
194270,450531.768857548,138276.693491452,-394538.462349
103934,450531.768857548,102755.432049993,-449353.200907541
531730,450531.768857548,67234.1706085336,13964.0605339179
727619,170135.845770636,67738.3791199039,489744.77510946
393862,170135.845770636,68242.5876312742,155483.56659809
2772392,170135.845770636,161081.859789159,2441174.29444021
7971181,170135.845770636,253921.131947044,7547124.02228232
278521,81432.8761561999,458911.999235248,-261823.875391448
91486,81432.8761561999,663902.866523453,-653849.742679653
548867,81432.8761561999,840261.671300518,-372827.547456718
31388,81432.8761561999,1016620.47607758,-1066665.35223378
1011048,532152.770663311,1124041.46671185,-645146.237375165
722042,532152.770663311,1231462.45734612,-1041573.22800944
1583440,532152.770663311,1324067.66316257,-272780.433825882
190000,532152.770663311,1416672.86897902,-1758825.63964233
372840,709240.862838126,1387629.7556031,-1724030.61844122
532852,709240.862838126,1358586.64222717,-1534975.5050653
366817,709240.862838126,1261421.69939677,-1603845.56223489
1197875,709240.862838126,1164256.75656636,-675622.619404488
544120,-723883.122510519,1105285.00141599,162718.12109453
134572,-332535.84190706,1046313.24626562,-579205.404358557
708727,-332535.84190706,1025558.54837177,15704.2935352871
328071,-332535.84190706,1004803.85047793,-344197.008570869
943965,-332535.84190706,1018527.33988451,257973.502022545
470066,-61636.2093100542,1032250.8292911,-500548.619981046
1513467,-61636.2093100542,1117981.87363071,457121.335679347
1861795,-61636.2093100542,1203712.91797031,719718.29133974
7971768,-61636.2093100542,1250550.04346348,6782854.16584657
738821,-204784.101101804,1297387.16895665,-353782.06785485
1656909,-204784.101101804,1328216.87778916,533476.223312641
1522809,-204784.101101804,1359046.58662167,368546.514480131
488245,-204784.101101804,1355049.1162739,-662020.015172092
1954453,-306102.591104532,1351051.64592612,909503.945178413
535666,-306102.591104532,1318228.96587362,-476460.374769091
2545236,-306102.591104532,1285406.28582113,1565932.30528341
1898908,-306102.591104532,1244808.31463405,960202.276470481
529541,-72730.2735627063,1204210.34344698,-601939.069884269
506044,-72730.2735627063,1145706.21189692,-566931.938334217
1577085,-72730.2735627063,1087202.08034687,562613.193215834
1838663,-72730.2735627063,1011079.55773209,900313.715830612
846399,-228871.441122466,934957.035117317,140313.406005148
2021950,-228871.441122466,939468.12494804,1311353.31617443
30280090,-228871.441122466,943979.214778762,29564982.2263437
923150,-228871.441122466,964490.87124447,187530.569877995
1236530,-16059.0200059404,985002.527710179,267586.492295762
2819192,-16059.0200059404,985354.456945151,1849896.56306079
534564,-16059.0200059404,985706.386180123,-435083.366174182
2252428,-16059.0200059404,988682.066311838,1279804.9536941
2551603,223998.629666,991657.746443553,1335946.62389045
594623,223998.629666,1009825.93398957,-639201.563655571
788291,223998.629666,1027994.12153559,-463701.751201589
730449,223998.629666,1023536.21657511,-517085.846241113
1672061,-155338.363900403,1019078.31161464,808321.052285766
3953368,-155338.363900403,1026201.33264431,3082505.03125609
1330455,-155338.363900403,1033324.35367399,452469.010226415
337775,-155338.363900403,1008310.70353099,-515197.339630591
1902239,-97772.4591968894,983297.053388,1016714.40580889
2961974,-97772.4591968894,880004.614644789,2179741.8445521
655529,-97772.4591968894,776712.175901579,-23410.7167046892
368309,-97772.4591968894,675402.000161299,-209320.540964409
719270,-30793.1489584592,574091.824421019,175971.324537441
7753157,-30793.1489584592,511366.579950152,7272583.56900831
384112,-30793.1489584592,448641.335479285,-33736.1865208256
179758,-30793.1489584592,442671.126997574,-232119.978039115
617240,-166539.620924475,436700.918515864,347078.702408611
781926,-166539.620924475,475849.063953476,472616.556970999
524203,-166539.620924475,514997.209391088,175745.411533387
728260,-166539.620924475,563561.113994144,331238.506930331
955924,35753.372460358,612125.018597199,308045.608942443
643161,35753.372460358,645405.505327997,-37997.8777883556
465734,35753.372460358,678685.992058796,-248705.364519154
1512036,35753.372460358,610171.224606102,866111.40293354
4383805,62952.8859600147,541656.457153409,3779195.65688658
1866410,62952.8859600147,356281.662638789,1447175.4514012
731057,62952.8859600147,170906.868124168,497197.245915817
20943883,62952.8859600147,-99285.3825665489,20980215.4966065
906933,-214414.559564224,-369477.633257266,1490825.19282149
120947,-214414.559564224,-529497.136861961,864858.696426185
734843,-214414.559564224,-689516.640466656,1638774.20003088
466001,-214414.559564224,-779006.078515796,1459421.63808002
1086641,-101277.814648528,-868495.516564937,2056414.33121346
110199,-101277.814648528,-822637.903590594,1034114.71823912
764511,-101277.814648528,-776780.29061625,1642569.10526478
219930,-101277.814648528,-646977.76973078,968185.584379308
224523,-21733.7370825144,-517175.24884531,763431.985927824
241928,-21733.7370825144,-391000.588708186,654662.3257907
1846627,-21733.7370825144,-264825.928571062,2133186.66565358
566999,-21733.7370825144,-190824.048625857,779556.785708372
2997115,-232463.805782096,-116822.168680653,3346400.97446275
1197457,-232463.805782096,-123902.952799856,1553823.75858195
5469397,-232463.805782096,-130983.73691906,5832844.54270116
2069452,-232463.805782096,-146526.008806614,2448441.81458871
76474,117218.704443439,-162068.280694168,121323.576250728
672560,117218.704443439,-124810.056572279,680151.352128839
67391,117218.704443439,-87551.8324503895,37724.1280069501
453792,117218.704443439,8846.65288062178,327726.642675939
1181488,333174.395872232,105245.138211633,743068.465916135
1508691,333174.395872232,219150.137133504,956366.466994264
3406825,333174.395872232,333055.136055374,2740595.46807239
614652,333174.395872232,381278.908404349,-99801.3042765818
2993692,553035.320039673,429502.680753325,2011153.999207
760746,553035.320039673,363575.594592797,-155864.914632469
1453703,553035.320039673,297648.508432269,603019.171528059
342044,553035.320039673,249959.594963056,-460950.915002728
123386,831521.146702613,202270.681493843,-910405.828196456
421716,831521.146702613,258740.627790579,-668545.774493192
442683,831521.146702613,315210.574087316,-704048.720789929
245521,831521.146702613,400309.446442964,-986309.593145577
395378,406831.950782429,485408.318798612,-496862.269581041
2316112,406831.950782429,494749.853435521,1414530.19578205
2300474,406831.950782429,504091.38807243,1389550.66114514
1328404,406831.950782429,471603.86582724,449968.18339033
628801,479419.326147863,439116.343582051,-289734.669729914
817846,479419.326147863,404310.842789924,-65884.1689377875
301916,479419.326147863,369505.341997798,-547008.668145661
186491,479419.326147863,425596.692566948,-718525.018714812
412020,524029.125254089,481688.043136099,-593697.168390187
1499207,524029.125254089,661781.158389803,313396.716356108
1292672,524029.125254089,841874.273643508,-73231.3988975971
1024467,524029.125254089,1089167.31412465,-588729.439378736
2955681,674118.166107495,1336460.35460579,945102.479286719
2333243,674118.166107495,1549260.34248914,109864.491403364
1051589,674118.166107495,1762060.3303725,-1384589.49647999
2602910,674118.166107495,1913882.71966616,14909.1142263452
1768681,659780.851291596,2065705.10895982,-956804.960251419
1401593,659780.851291596,2163343.56300096,-1421531.41429256
417191,659780.851291596,2260982.0170421,-2503571.86833369
2958695,659780.851291596,2331651.51368783,-32737.3649794227
1866519,286592.792333883,2402321.01033355,-822394.802667438
4464402,286592.792333883,2468427.9600047,1709381.24766142
1928001,286592.792333883,2534534.90967584,-893126.702009725
1156969,286592.792333883,2658933.46762382,-1788557.25995771
2148441,678465.91943418,2783332.0255718,-1313356.94500598
2962135,678465.91943418,2941985.96934644,-658316.88878062
27167407,678465.91943418,3100639.91312108,23388301.1674447
2979114,678465.91943418,3225613.43231968,-924965.351753859
2537110,537778.901058858,3350586.95151828,-1351255.85257714
3323146,537778.901058858,3433243.12764999,-647876.028708851
3691126,537778.901058858,3515899.3037817,-362552.204840561
9469676,537778.901058858,3527595.64735168,5404301.45158946
1084413,190224.23311717,3539291.99092167,-2645103.22403884
2504789,190224.23311717,3489996.71501167,-1175431.94812884
3337169,190224.23311717,3440701.43910167,-293756.672218845
2480526,190224.23311717,3432839.68612426,-1142537.91924143
1985658,439459.926198971,3424977.93314684,-1878779.85934581
2438816,439459.926198971,3535918.85854555,-1536562.78474452
5717846,439459.926198971,3646859.78394425,1631526.28985678
11511231,439459.926198971,3649015.19200722,7422755.88179381
6485280,375116.144139161,3651170.60007018,2458993.25579066
2592955,375116.144139161,3693496.92443905,-1475658.06857821
4836986,375116.144139161,3735823.24880793,726046.607052913
2054756,375116.144139161,3693388.22421774,-2013748.3683569
13770104,580670.54607456,3650953.19962756,9538480.25429788
2237028,580670.54607456,3452131.59964265,-1795774.14571721
4728069,580670.54607456,3253309.99965774,894088.454267702
2836153,580670.54607456,3040084.71436621,-784602.260440767
4356489,553213.356180462,2826859.42907468,976416.214744861
860485,553213.356180462,2705615.24168836,-2398343.59786883
1207682,553213.356180462,2584371.05430205,-1929902.41048251
1142170,553213.356180462,2458599.95156107,-1869643.30774153
4086564,-28623.8244549004,2332828.84882009,1782358.97563481
3046245,-28623.8244549004,2316709.99931005,758158.825144849
1691614,-28623.8244549004,2300591.14980001,-580353.325345108
1549462,-28623.8244549004,2349006.7685659,-770920.944110995
647282,289337.810237292,2397422.38733178,-2039478.19756907
2481890,289337.810237292,2438983.63765737,-246431.447894663
2377922,289337.810237292,2480544.88798296,-391960.698220252
1169578,289337.810237292,2546605.6084934,-1666365.41873069
4015149,881659.330259655,2612666.32900384,520823.340736505
24538576,881659.330259655,2707468.87681251,20949447.7929278
3022935,881659.330259655,2802271.42462119,-660995.754880846
8822425,881659.330259655,3083829.83726372,4856935.83247663
10632851,435678.058808066,3365388.24990624,6831784.69128569
1601927,435678.058808066,6294582.75493069,-5128333.81373876
16486170,435678.058808066,9223777.25995514,6826714.6812368
15890139,435678.058808066,12267562.4188115,3186898.52238046
8779762,87312.9220377832,15311347.5776678,-6618898.49970561
21202400,87312.9220377832,15482987.2514161,5632099.82654616
16334341,87312.9220377832,15654626.9251643,592401.152797919
15386308,87312.9220377832,15215718.0053095,83277.0726526938
53207248,329332.166388155,14776809.0854547,38101106.7481571
20294055,329332.166388155,12682484.6196303,7282238.21398151
5059321,329332.166388155,10588160.1538059,-5858171.32019409
21409884,329332.166388155,9160741.18589212,11919810.6477197
3299831,209717.08440548,7733322.21797831,-4643208.30238379
6756685,209717.08440548,5401560.55546363,1145407.36013089
13081609,209717.08440548,3069798.89294895,9802093.02264557
1937075,209717.08440548,2874927.71395203,-1147569.79835751
1532178,57852.083023794,2680056.53495511,-1205730.61797891
627346,57852.083023794,2509736.8859996,-1940242.96902339
2343379,57852.083023794,2339417.23704408,-53890.3200678737
1183442,57852.083023794,2283386.81699911,-1157796.9000229
1206339,68108.4968379036,2227356.39695414,-1089125.89379204
8444992,68108.4968379036,2164568.55510303,6212314.94805907
18003840,68108.4968379036,2101780.71325192,15833950.7899102
2047049,68108.4968379036,2009789.7110084,-30849.207846306
3059100,148318.50518177,1917798.70876489,992982.786053345
1408122,148318.50518177,1898937.90378429,-639134.408966061
729335,148318.50518177,1880077.0988037,-1299060.60398547
1026624,148318.50518177,1856908.54083626,-978603.046018035
701440,-10005.9104144768,1833739.98286883,-1122294.07245435
4460433,-10005.9104144768,1840045.30098843,2630393.60942605
2652207,-10005.9104144768,1846350.61910802,815862.291306457
1199881,-10005.9104144768,1893087.15594257,-683200.245528088
991718,557.057532671955,1939823.69277711,-948662.750309783
617609,557.05753267197,1949862.45006038,-1332810.50759305
1190890,557.05753267197,1959901.20734364,-769568.264876314
5921140,557.057532671955,1937897.98222858,3982684.96023875
618198,209883.706491199,1915894.75711352,-1507580.46360472
828361,209883.706491199,1912414.34457041,-1293937.05106161
867686,209883.706491199,1908933.93202729,-1251131.63851849
576337,209883.706491199,1926747.58150304,-1560294.28799424
375643,352921.708520943,1944561.23097879,-1921839.93949973
815351,352921.708520943,1915805.72601153,-1453376.43453247
12905998,352921.708520943,1887050.22104426,10666026.0704348
2130139,352921.708520943,1856022.1538686,-78804.862389544
4665891,169727.912631088,1824994.08669294,2671169.00067597
325049,169727.912631088,1801486.9856401,-1646165.89827118
396321,169727.912631088,1777979.88458725,-1551386.79721834
515678,169727.912631088,1786883.50395573,-1440933.41658682
624453,-125014.202550343,1795787.12332421,-1046319.92077387
705006,-125014.202550343,1847167.06205836,-1017146.85950801
726760,-125014.202550343,1898547.0007925,-1046772.79824216
552272,-125014.202550343,1953988.59643907,-1276702.39388873
1797568,286114.048749634,2009430.19208564,-497976.240835277
767769,286114.048749634,2060391.92876385,-1578736.97751349
1715888,286114.048749634,2111353.66544206,-681579.714191696
1740146,286114.048749634,2188322.1229458,-734290.171695435
1072200,397491.594817932,2265290.58044954,-1590582.17526747
1300768,397491.594817932,2366132.63736335,-1462856.23218128
1987162,397491.594817932,2466974.69427715,-877304.289095083
1118263,397491.594817932,2540848.50196592,-1820077.09678385
3091701,209316.052200846,2614722.30965468,267662.63814447
1687973,209316.052200846,2585213.83863595,-1106556.8908368
3162217,209316.052200846,2555705.36761722,397195.580181934
2994132,209316.052200846,2463624.63963092,321191.308168234
541913,323647.097793229,2371543.91164462,-2153278.00943785
680722,323647.097793229,2178536.48228002,-1821461.58007325
737834,323647.097793229,1985529.05291542,-1571342.15070865
585598,323647.097793229,1828084.97321792,-1566134.07101115
865480,837378.814247023,1670640.89352042,-1642539.70776745
405067,837378.814247023,1608711.53015268,-2041023.3443997
1235875,837378.814247023,1546782.16678494,-1148285.98103196
373283,837378.814247023,1506543.94518411,-1970639.75943113
1082143,1119560.74458087,1466305.72358328,-1503723.46816415
1135937,1119560.74458087,1421887.97198233,-1405511.71656319
796133,1119560.74458087,1377470.22038137,-1700897.96496224
813799,1119560.74458087,1358753.64513619,-1664515.38971705
261810,1029881.27703153,1340037.069891,-2108108.34692254
1030754,1029881.27703153,1332366.2277448,-1331493.50477634
406136,1029881.27703153,1324695.38559861,-1948440.66263014
615449,1029881.27703153,1375636.89482777,-1790069.1718593
13524447,1613104.15375003,1426578.40405692,10484764.442193
6184887,1613104.15375003,1449800.99989458,3121981.84635539
22611690,1613104.15375003,1473023.59573224,19525562.2505177
619750,1613104.15375003,1575984.60720344,-2569338.76095347
3314605,2056598.83922123,1678945.61867463,-420939.457895861
605184,2056598.83922123,1705374.43014686,-3156789.26936809
431345,2056598.83922123,1731803.24161909,-3357057.08084032
518451,2056598.83922123,1813222.7556709,-3351370.59489213
2222232,1731677.14099458,1894642.26972271,-1404087.41071729
414418,1731677.14099458,2036292.68315617,-3353551.82415075
334296,1731677.14099458,2177943.09658963,-3575324.23758421
2387837,1731677.14099458,2302234.90803383,-1646075.04902841
3300640,1212019.79375121,2426526.71947802,-337906.513229236
2802551,1212019.79375121,2563285.23450594,-972754.028257158
1497012,1212019.79375121,2700043.74953387,-2415051.54328508
6600369,1212019.79375121,2836587.81360046,2551761.39264832
1791453,7316282.9834931,2973131.87766706,-8497961.86116016
10622052,7316282.9834931,2910183.04751768,395585.968989221
2083315,7316282.9834931,2847234.21736829,-8080202.2008614
6291806,7316282.9834931,2720768.19331071,-3745245.17680381
2784739,7359146.99332375,2594302.16925312,-7168710.16257688
1132341,7359146.99332375,2457734.59201034,-8684540.58533409
1412653,7359146.99332375,2321167.01476755,-8267661.0080913
1448251,7359146.99332375,2161710.31840989,-8072606.31173364
279569,1016859.30556368,2002253.62205222,-2739543.9276159
718221,1016859.30556368,1875830.3108832,-2174468.61644688
1820114,1016859.30556368,1749406.99971418,-946152.305277862
561126,1016859.30556368,1716813.98923276,-2172547.29479644
675945,1126653.19530392,1684220.97875133,-2134929.17405526
1159429,1126653.19530392,1721962.24515499,-1689186.44045891
545734,1126653.19530392,1759703.51155864,-2340622.70686257
182360,1126653.19530392,1799337.26705063,-2743630.46235455
2955090,1315012.62078737,1838971.02254261,-198893.643329974
1432712,1315012.62078737,1868604.99596906,-1750905.61675643
584964,1315012.62078737,1898238.96939552,-2628287.59018289
281865,1315012.62078737,1860548.97023538,-2893696.59102275
1291061,1178694.40949294,1822858.97107525,-1710492.38056819
1219877,1178694.40949294,1770436.72456756,-1729254.13406051
912966,1178694.40949294,1718014.47805988,-1983742.88755282
404340,1178694.40949294,1670725.95198865,-2445080.36148159
688785,1610261.8486436,1623437.42591741,-2544914.27456101
613179,1610261.8486436,1608597.52283145,-2605680.37147505
8069589,1610261.8486436,1593757.61974549,4865569.53161091
576816,1610261.8486436,1602333.81825766,-2635779.66690127
1164205,1732654.48107151,1610910.01676984,-2179359.49784134
2087384,1732654.48107151,1607745.31751924,-1253015.79859075
1050267,1732654.48107151,1604580.61826864,-2286968.09934015
1267918,1732654.48107151,1555629.04160459,-2020365.5226761
1335470,717271.064217089,1506677.46494055,-888478.529157638
699569,717271.064217089,1448127.08927834,-1465829.15349543
1155650,717271.064217089,1389576.71361613,-951197.77783322
727123,717271.064217089,1319529.16703045,-1309677.23124754
399578,636632.360029549,1249481.62044477,-1486535.98047432
4714004,636632.360029549,1208287.80104762,2869083.83892283
4714865,636632.360029549,1167093.98165047,2911138.65831998
3567467,636632.360029549,1099675.73758241,1831158.90238804
1436854,896885.295389887,1032257.49351435,-492288.788904242
574574,896885.295389887,1028215.42436077,-1350526.71975066
2802072,896885.295389887,1024173.35520719,881013.349402928
425782,896885.295389887,1010869.17895802,-1481972.47434791
401294,1163381.39204609,997565.002708856,-1759652.39475494
251943,1163381.39204609,941041.060545429,-1852479.45259152
1513334,1163381.39204609,884517.118382002,-534564.51042809
2009188,1163381.39204609,849172.965858198,-3366.35790428496
571578,1456244.4254901,813828.813334393,-1698495.23882449
659715,1456244.4254901,784045.006370769,-1580574.43186087
2169359,1456244.4254901,754261.199407145,-41146.6248972466
250414,1456244.4254901,667288.694739386,-1873119.12022949
2070477,879883.498821633,580316.190071628,610277.31110674
301391,879883.498821633,466484.383688831,-1044976.88251046
3476293,879883.498821633,352652.577306034,2243756.92387233
2411228,879883.498821633,260955.054827078,1270389.44635129
469463,881647.209051349,169257.532348123,-581441.741399472
225794,881647.209051349,115443.845183276,-771297.054234625
266032,881647.209051349,61630.1580184292,-677245.367069778
1140514,881647.209051349,233217.471823217,25649.3191254342
14726763,949074.838594175,404804.785628005,13372883.3757778
6188814,949074.838594175,622012.948063312,4617726.21334251
625655,949074.838594175,839221.110498619,-1162640.94909279
4258079,949074.838594175,1171256.5653173,2137747.59608853
273091,876468.414557883,1503292.02013598,-2106669.43469386
4354382,876468.414557883,1537599.94948401,1940313.63595811
4047576,876468.414557883,1571907.87883205,1599199.70661007
51949392,876468.414557883,1541173.89283105,49531749.6926111
2426828,718827.76619069,1510439.90683006,197560.326979246
4376058,718827.76619069,1419454.91992088,2237775.31388843
2788495,718827.76619069,1328469.93301169,741197.30079762
2781375,718827.76619069,1293740.36413808,768806.869671225
2717684,685948.792976153,1259010.79526448,772724.411759368
5074271,685948.792976153,1229128.85632749,3159193.35069636
771168,685948.792976153,1199246.9173905,-1114027.71036665
2509703,685948.792976153,1167485.38916926,656268.817854583
3782033,1028849.05357532,1135723.86094803,1617460.08547665
2434715,1028849.05357532,1066998.67838649,338867.268038188
