"BitcoinDaysDestroyedCumulative","seasonal","trend","remainder"
32891513,95527575.1202035,442912792.362648,-505548854.482852
33225945,95527575.1202035,439492576.349828,-501794206.470032
33736617,95527575.1202035,435990238.67568,-497781196.795884
34651634,95527575.1202035,432487901.001532,-493363842.121736
35449678,99731796.3684247,428938297.38766,-493220415.756085
35486621,99731796.3684247,425388693.773789,-489633869.142213
35667169,99731796.3684247,421768559.79474,-485833187.163165
35690007,99731796.3684247,418148425.815691,-482190215.184116
36388376,103675721.572938,414520030.461137,-481807376.034075
36533247,103675721.572938,410891635.106582,-478034109.679521
36550242,103675721.572938,407303660.989705,-474429140.562643
37471887,103675721.572938,403715686.872828,-469919521.445766
37476184,108457768.025473,400170143.769618,-471151727.795092
39001044,108457768.025473,396624600.666409,-466081324.691882
39125896,108457768.025473,393138351.250969,-462470223.276443
39196934,108457768.025473,389652101.83553,-458912935.861003
39248009,113258036.829675,386273657.941612,-460283685.771288
39275550,113258036.829675,382895214.047695,-456877700.87737
39598456,113258036.829675,379699313.097292,-453358893.926967
40359057,113258036.829675,376503412.146889,-449402391.976564
40400151,118643295.618385,373456233.607841,-451699378.226226
40653211,118643295.618385,370409055.068792,-448399139.687178
40682853,118643295.618385,367353957.49479,-445314400.113175
41341410,118643295.618385,364298859.920788,-441600745.539173
41951988,124133907.019102,361229052.153383,-443410971.172485
42688190,124133907.019102,358159244.385978,-439604961.40508
42768336,124133907.019102,355146470.269968,-436512041.289071
43493709,124133907.019102,352133696.153959,-432773894.173061
43560688,128113878.327941,349277646.335075,-433830836.663017
43971963,128113878.327941,346421596.516192,-430563511.844133
44311590,128113878.327941,343738192.87353,-427540481.201471
44989821,128113878.327941,341054789.230868,-424178846.558809
45199057,132236569.858502,338494299.678306,-425531812.536808
45219713,132236569.858502,335933810.125744,-422950666.984247
45365454,132236569.858502,333543621.424913,-420414737.283415
45623255,132236569.858502,331153432.724082,-417766747.582584
48056311,136918470.31976,328853532.147684,-417715691.467444
48481223,136918470.31976,326553631.571286,-414990878.891047
48759801,136918470.31976,324336047.43504,-412494716.754801
51685194,136918470.31976,322118463.298794,-407351739.618555
52186895,141716169.762813,320053946.035355,-409583220.798168
52796518,141716169.762813,317989428.771915,-406909080.534728
54213231,141716169.762813,315950462.348038,-403453401.110851
54952626,141716169.762813,313911495.92416,-400675039.686973
55034014,145237419.527582,311917220.877942,-402120626.405523
55830870,145237419.527582,309922945.831723,-399329495.359304
56046963,145237419.527582,308229344.564151,-397419801.091733
56577177,145237419.527582,306535743.29658,-395195985.824162
58852999,148382591.375305,305150591.394839,-394680183.770144
59486669,148382591.375305,303765439.493099,-392661361.868404
59955370,148382591.375305,302302426.370381,-390729647.745686
65240955,148382591.375305,300839413.247663,-383981049.622968
66555394,152669533.742807,299213607.149672,-385327746.892479
66802475,152669533.742807,297587801.051681,-383454859.794488
66939713,152669533.742807,295443038.538251,-381172859.281058
67442713,152669533.742807,293298276.024821,-378525096.767628
68166574,159072106.029281,290920379.085145,-381825911.114425
68267632,159072106.029281,288542482.145468,-379346956.174749
68593126,159072106.029281,285917836.16004,-376396816.189321
69468385,159072106.029281,283293190.174613,-372896911.203893
69591711,165368428.635945,280537430.210755,-376314147.8467
69690668,165368428.635945,277781670.246898,-373459430.882843
70179897,165368428.635945,275077671.21329,-370266202.849234
70962159,165368428.635945,272373672.179681,-366779941.815626
71680281,167194743.662886,269724981.670563,-365239444.333449
72191924,167194743.662886,267076291.161445,-362079110.824331
72731244,167194743.662886,264443643.007011,-358907142.669898
72971973,167194743.662886,261810994.852578,-356033765.515464
73399712,173430294.482761,259181944.617081,-359212527.099842
73452728,173430294.482761,256552894.381583,-356530460.864344
73609588,173430294.482761,253735649.686215,-353556356.168976
73744327,173430294.482761,250918404.990846,-350604372.473608
74201852,184418017.675495,247803962.43197,-358020128.107465
74596717,184418017.675495,244689519.873094,-354510820.548589
74832880,184418017.675495,241354589.93328,-350939727.608775
74958642,184418017.675495,238019659.993466,-347479035.668961
75112625,192083248.614819,234521046.583167,-351491670.197986
75958772,192083248.614819,231022433.172867,-347146909.787686
76007344,192083248.614819,227433281.734911,-343509186.34973
76139938,192083248.614819,223844130.296955,-339787440.911774
76165165,197662379.187069,220128394.254001,-341625608.44107
76224794,197662379.187069,216412658.211047,-337850243.398116
76556274,197662379.187069,212655940.461948,-333762045.649017
76759696,197662379.187069,208899222.71285,-329801905.899919
76850874,203136912.461773,205209847.885223,-331495886.346995
76950444,203136912.461773,201520473.057596,-327706941.519369
77989276,203136912.461773,198024728.027902,-323172364.489675
78056346,203136912.461773,194528982.998208,-319609549.45998
78392810,209051533.354601,191458577.234328,-322117300.58893
78814767,209051533.354601,188388171.470449,-318624937.82505
78958784,209051533.354601,185776447.157696,-315869196.512298
81003344,209051533.354601,183164722.844944,-311212912.199545
81407831,214973995.728295,180632432.566761,-314198597.295056
81914715,214973995.728295,178100142.288579,-311159423.016874
82003127,214973995.728295,175421988.012368,-308392856.740662
82935554,214973995.728295,172743833.736157,-304782275.464451
83018545,221307211.191827,169828136.95528,-308116803.147107
83102438,221307211.191827,166912440.174404,-305117213.36623
83244104,221307211.191827,164109216.893019,-302172324.084845
83862774,221307211.191827,161305993.611633,-298750430.80346
84114854,227458543.239858,158871861.281234,-302215550.521092
84931960,227458543.239858,156437728.950835,-298964312.190693
85318602,227458543.239858,155086864.078019,-297226805.317877
86147475,227458543.239858,153735999.205203,-295047067.445061
96177150,234170685.572263,152866873.902011,-290860409.474275
96472746,234170685.572263,151997748.59882,-289695688.171083
96868853,234170685.572263,151534959.702961,-288836792.275224
97026289,234170685.572263,151072170.807101,-288216567.379365
97368462,241812077.260347,150554487.588653,-294998102.849
98239277,241812077.260347,150036804.370205,-293609604.630552
98419944,241812077.260347,148998514.186172,-292390647.446519
98483966,241812077.260347,147960224.00214,-291288335.262486
98849508,256910877.759535,147734830.009243,-305796199.768778
99023289,256910877.759535,147509436.016345,-305397024.775881
102239066,256910877.759535,147572201.245374,-302244013.00491
122122920,256910877.759535,147634966.474403,-282422924.233938
122273289,263257671.80863,147677228.746391,-288661611.555021
130020668,263257671.80863,147719491.01838,-280956494.82701
130758244,263257671.80863,147462891.034182,-279962318.842811
141981176,263257671.80863,147206291.049983,-268482786.858613
143210345,261562673.743522,146560045.464722,-264912374.208244
149567119,261562673.743522,145913799.87946,-257909354.622982
150250515,261562673.743522,144308827.488962,-255620986.232484
151002000,261562673.743522,142703855.098464,-253264528.841986
153234687,268363180.826407,141172728.762139,-256301222.588546
154518565,268363180.826407,139641602.425815,-253486218.252222
155807669,268363180.826407,138156702.501162,-250712214.327568
156254815,268363180.826407,136671802.576508,-248780168.402915
156834321,275238427.0338,134854702.947742,-253258808.981542
156979427,275238427.0338,133037603.318976,-251296603.352776
161148757,275238427.0338,130443594.691775,-244533264.725575
162678734,275238427.0338,127849586.064574,-240409279.098374
167293834,280613735.703816,125226972.79567,-238546874.499486
167745062,280613735.703816,122604359.526766,-235473033.230582
167955159,280613735.703816,119295417.21251,-231953993.916326
168071947,280613735.703816,115986474.898254,-228528263.60207
168499059,284828822.48047,112929232.068398,-229258995.548868
169995058,284828822.48047,109871989.238541,-224705753.719012
170206173,284828822.48047,106862257.649739,-221484907.130209
170951042,284828822.48047,103852526.060936,-217730306.541406
172070801,289366552.734829,100755212.22458,-218050963.959409
172348674,289366552.734829,97657898.3882237,-214675777.123052
173344120,289366552.734829,94549653.3572091,-210572086.092038
174450502,289366552.734829,91441408.3261945,-206357459.061023
175540609,294074780.146724,88262980.6577799,-206797151.804504
177652162,294074780.146724,85084552.9893653,-201507171.13609
178590483,294074780.146724,81864070.3049505,-197348367.451675
178998448,294074780.146724,78643587.6205357,-193719919.76726
179601345,298153025.99838,75498858.8098878,-194050539.808268
180461624,298153025.99838,72354129.9992398,-190045531.99762
180568433,298153025.99838,69107287.5128239,-186691880.511204
182970194,298153025.99838,65860445.0264079,-181043277.024788
183539972,302080915.591725,61967468.3075131,-180508411.899238
190944409,302080915.591725,58074491.5886182,-169210998.180343
191237059,302080915.591725,54195134.8994123,-165038991.491137
197732150,302080915.591725,50315778.2102065,-154664543.801931
198576116,306349873.918168,45871849.5710776,-153645607.489246
198682790,306349873.918168,41427920.9319487,-149095004.850117
198847276,306349873.918168,37135308.2474967,-144637906.165665
198912413,306349873.918168,32842695.5630448,-140280156.481213
199528759,311309237.049976,27896144.3205727,-139676622.370549
200447114,311309237.049976,22949593.0781006,-133811716.128077
200823151,311309237.049976,18272755.1332496,-128758841.183226
210257044,311309237.049976,13595917.1883985,-114648110.238375
210498139,315713660.96921,8547892.1934221,-113763414.162632
210658105,315713660.96921,3499867.19844564,-108555423.167655
210899924,315713660.96921,-692246.426543756,-104121490.542666
212225426,315713660.96921,-4884360.05153316,-98603874.9176767
212563899,319480846.525082,-8847085.00186079,-98069862.5232217
212755238,319480846.525082,-12809809.9521884,-93915798.5728941
213566820,319480846.525082,-17009668.3678729,-88904358.1572096
213847318,319480846.525082,-21209526.7835574,-84424001.7415251
215457861,323216346.99388,-25708689.138993,-82049796.8548874
217032124,323216346.99388,-30207851.4944285,-75976371.4994519
217477868,323216346.99388,-34653223.0061657,-71085255.9877147
217839477,323216346.99388,-39098594.5179028,-66278275.4759776
217985840,327143019.295239,-43755144.5975815,-65402034.6976578
218340382,327143019.295239,-48411694.6772603,-60390942.6179791
219491060,327143019.295239,-52971322.2593111,-54680637.0359282
221941846,327143019.295239,-57530949.841362,-47670223.4538774
222164126,331152750.298296,-62033926.6006346,-46954697.6976611
222665929,331152750.298296,-66536903.3599071,-41949917.9383885
223226027,331152750.298296,-71095928.8631647,-36830794.435131
226976540,331152750.298296,-75654954.3664223,-28521255.9318734
228194930,334297248.824958,-80160759.6615275,-25941559.1634305
229233661,334297248.824958,-84666564.9566328,-20397022.8683252
229618460,334297248.824958,-88961614.9538056,-15717173.8711523
230090727,334297248.824958,-93256664.9509785,-10949856.8739795
230942329,337941260.623496,-97236310.4357223,-9762621.1877737
231178627,337941260.623496,-101215955.920466,-5546677.7030299
232513867,337941260.623496,-104798849.963474,-628543.660021648
233012931,337941260.623496,-108381744.006483,3453414.38298661
233777673,341823373.910432,-111482752.188821,3437051.27838895
233998215,341823373.910432,-114583760.371159,6758601.46072729
234139706,341823373.910432,-117291411.00291,9607743.09247828
234729542,341823373.910432,-119999061.634661,12905229.7242292
235483546,346427010.708314,-122574286.451016,11630821.7427017
235926772,346427010.708314,-125149511.267371,14649272.5590565
238720926,346427010.708314,-126728001.53222,19021916.8239061
246737183,346427010.708314,-128306491.79707,28616664.0887556
247028259,352994833.782714,-129967891.907889,24001317.1251757
247130593,352994833.782714,-131629292.018709,25765051.235995
247700090,352994833.782714,-136327092.613181,31032348.8304678
247745206,352994833.782714,-141024893.207654,35775265.4249406
248799824,359052391.019783,-144356164.983413,34103597.9636296
249578381,359052391.019783,-147687436.759172,38213426.7393884
251199730,359052391.019783,-150573085.52236,42720424.5025769
251422234,359052391.019783,-153458734.285549,45828577.2657655
251820794,363520687.094909,-154123628.845401,42423735.7504914
252366189,363520687.094909,-154788523.405253,43634025.3103434
252748857,363520687.094909,-144253795.184339,33481965.0894293
253967232,363520687.094909,-133719066.963425,24165611.8685153
254543246,-66105728.2032592,-19692389.4761139,340341363.679373
254698870,-61949110.9766039,94334288.0111969,222313692.965407
255440105,-61949110.9766039,197448694.577541,119940521.399063
255792622,-61949110.9766039,300563101.143885,17178631.8327186
256761477,-61949110.9766039,300026967.364669,18683620.6119351
257243752,-57736751.9169322,299490833.585452,15489670.33148
258767635,-57736751.9169322,298657251.374643,17847135.5422894
260650265,-57736751.9169322,297823669.163833,20563347.7530988
268641246,-57736751.9169322,296539001.195997,29838996.7209353
269396209,-53975761.6664605,295254333.22816,28117637.4383001
271095913,-53975761.6664605,293551459.122926,31520215.5435342
272652758,-53975761.6664605,291848585.017692,34779934.6487682
273165183,-53975761.6664605,290369031.607623,36771913.0588371
275139148,-51052946.3206083,288889478.197554,37302616.1230539
275712500,-51052946.3206083,287736683.947857,39028762.3727512
278388777,-51052946.3206083,286583889.69816,42857833.6224484
280319121,-51052946.3206083,285474905.871493,45897161.4491155
280875727,-47117467.8064918,284365922.044826,43627272.7616661
281467324,-47117467.8064918,283648836.979355,44935954.8271369
283071367,-47117467.8064918,282931751.913884,47257082.8926077
284942615,-47117467.8064918,282845387.413253,49214695.3932391
285844020,-42979777.3014292,282759022.912621,46064774.388808
287890531,-42979777.3014292,282292034.92151,48578273.3799196
318613058,-42979777.3014292,281825046.930398,79767788.3710312
319575142,-42979777.3014292,280838798.541807,81716120.7596219
320832998,-39589918.9410474,279852550.153217,80570366.7878308
323668374,-39589918.9410474,278582694.70137,84675598.2396771
324243692,-39589918.9410474,277312839.249524,86520771.6915236
326614427,-39589918.9410474,275586144.005855,90618201.9351928
329328627,-36508633.4023909,273859448.762185,91977811.6402055
329997786,-36508633.4023909,271561361.409792,94945057.9925984
330815079,-36508633.4023909,269263274.057399,98060438.3449914
331594801,-36508633.4023909,266648450.131307,101454984.271084
333291458,-31223486.4039255,264033626.205215,100481318.19871
337329538,-31223486.4039254,261141811.850292,107411212.553634
338688608,-31223486.4039254,258249997.495368,111662096.908557
339077397,-31223486.4039254,255619394.119474,114681489.284452
341054139,-25958994.296425,252988790.74358,114024342.552845
344074658,-25958994.296425,250544558.667074,119489093.629351
344776958,-25958994.296425,248100326.590567,122635625.705858
345183567,-25958994.296425,244846518.946259,126296042.350166
345930822,-22868077.8320362,241592711.301952,127206188.530085
353724249,-22868077.8320362,238491990.046107,138100336.78593
354163842,-22868077.8320362,235391268.790262,141640651.041774
354367773,-22868077.8320362,231882267.569553,145353583.262483
355029690,-19083565.6216682,228373266.348844,145739989.272824
355855546,-19083565.6216682,225187204.526445,149751907.095223
356407284,-19083565.6216682,222001142.704046,153489706.917622
357179128,-19083565.6216682,219062951.271197,157199742.350471
358169152,-14603997.8067569,216124759.838348,156648389.968408
358842612,-14603997.8067569,213310131.525671,160136478.281086
359362179,-14603997.8067569,210495503.212993,163470673.593764
360917998,-14603997.8067569,208338319.511761,167183676.294995
365340221,-10488627.5682796,206181135.81053,169647712.75775
367256428,-10488627.5682796,202899233.018064,174845822.550216
368011479,-10488627.5682796,199617330.225598,178882776.342682
389030892,-10488627.5682796,196875704.879231,202643814.689048
390153075,-7152283.84566931,194134079.532865,203171279.312805
390507668,-7152283.84566931,189450676.766579,208209275.079091
391352664,-7152283.84566931,184767274.000293,213737673.845376
391881810,-7152283.84566931,180714271.917669,218319821.928
393062659,-4078664.55571323,176661269.835046,220480053.720668
393366819,-4078664.55571323,173184355.749913,224261127.805801
394183757,-4078664.55571323,169707441.66478,228554979.890934
394440565,-4078664.55571323,163576137.869601,234943091.686112
394740754,-1044032.13079948,157444834.074423,238339952.056377
395008443,-1044032.13079948,152119203.270347,243933271.860453
396886330,-1044032.13079948,146793572.466271,251136789.664529
397728031,-1044032.13079948,142075922.261378,256696140.869422
400860356,4084499.84081517,137358272.056485,259417584.1027
402119512,4084499.84081517,132724147.444925,265310864.71426
407631537,4084499.84081517,128090022.833365,275457014.32582
409752933,4084499.84081517,125043114.320415,280625318.83877
409860935,9653798.68340436,121996205.807464,278210930.509131
410554090,9653798.68340436,118312400.672264,282587890.644332
410648037,9653798.68340436,114628595.537063,286365642.779532
411131178,9653798.68340436,111774245.26531,289703134.051286
412416522,13164909.460962,108919894.993557,290331717.545481
413949362,13164909.460962,106343719.169581,294440733.369457
417394746,13164909.460962,103767543.345606,300462293.193432
418094923,13164909.460962,101206096.70476,303723916.834278
421141646,16913704.9569756,98644650.0639139,305583290.979111
421930028,16913704.9569756,95973604.5567335,309042718.486291
423452861,16913704.9569756,93302559.0495531,313236596.993471
423827963,16913704.9569756,90281438.4982212,316632819.544803
424046169,21666654.4891971,87260317.9468893,315119196.563914
424528843,21666654.4891971,83453806.0799304,319408382.430873
424999846,21666654.4891971,79647294.2129715,323685897.297831
425289820,21666654.4891971,75913199.9664226,327709965.54438
425724646,26459607.9041163,72179105.7198737,327085932.37601
428084603,26459607.9041163,68449408.7713616,333175586.324522
430474715,26459607.9041163,64719711.8228495,339295395.273034
431847052,26459607.9041163,60887731.4815821,344499712.614302
432521930,31341844.9474684,57055751.1403146,344124333.912217
433416819,31341844.9474684,53656489.7682254,348418484.284306
433767502,31341844.9474684,50257228.3961362,352168428.656395
433980465,31341844.9474684,46676309.2085302,355962310.844001
434435080,35866543.7865194,43095390.0209242,355473146.192556
436006895,35866543.7865194,39638654.8209897,360501696.392491
437343430,35866543.7865194,36181919.6210551,365294966.592425
438402544,35866543.7865194,32993030.248499,369542969.964982
441475323,39819524.6349919,29804140.875943,371851657.489065
443897501,39819524.6349919,27474091.4110703,376603884.953938
445136482,39819524.6349919,25144041.9461976,380172915.418811
447832173,39819524.6349919,23285175.087609,384727473.277399
449841806,43455046.5335998,21426308.2290203,384960451.23738
451358312,43455046.5335998,20168825.49801,387734439.96839
451849858,43455046.5335998,18911342.7669997,389483468.6994
454853243,43455046.5335998,18142071.3342833,393256125.132117
456806108,46967151.1755457,17372799.9015669,392466156.922887
461397561,46967151.1755457,16789935.5981799,397640474.226274
463387038,46967151.1755457,16207071.294793,400212815.529661
464604162,46967151.1755457,15742662.2935152,401894348.530939
466795257,51254428.9988471,15278253.2922373,400262574.708916
469865058,51254428.9988471,223462173.12731,195148455.873843
497104077,51254428.9988471,431646092.962382,14203555.0387707
500474545,51254428.9988471,526600322.852175,-77380206.8510225
503083626,55515263.5304101,621554552.741969,-173986190.272379
506455155,55515263.5304101,825973413.699068,-375033522.229478
510211190,55515263.5304101,1030392274.65617,-575696348.186577
519745498,55515263.5304101,1030689688.21973,-566459453.750136
520884233,59551120.6833656,1030987101.78329,-569653989.466651
523464118,59551120.6833656,1031607054.59577,-567694057.279136
526904659,59551120.6833656,1032227007.40826,-564873469.091621
529423532,59551120.6833656,1033967397.75789,-564094986.441258
531670189,63906458.3201282,1035707788.10753,-567944057.427658
534494307,63906458.3201282,1037889902.10579,-567302053.425919
540340515,63906458.3201282,1040072016.10405,-563637959.42418
551938512,63906458.3201282,1042592724.38751,-554560670.707634
558992960,68227336.8255747,1045113432.67096,-554347809.496534
561865362,68227336.8255747,1047870713.48816,-554232688.313736
566762653,68227336.8255747,1050627994.30536,-552092678.130937
568952591,68227336.8255747,1053441345.07404,-552716090.899615
583047675,72863811.0370947,1056254695.84272,-546070831.879813
585371853,72863811.0370947,1058191351.73199,-545683309.769088
590161479,72863811.0370947,1060128007.62127,-542830339.658362
593078232,72863811.0370947,1061613786.65617,-541399365.693265
597734658,77117412.0714316,1063099565.69107,-542482319.762505
598962717,77117412.0714316,1063264654.48786,-541419349.559295
600313098,77117412.0714316,1063429743.28465,-540234057.356085
601508617,77117412.0714316,1063197601.8011,-538806396.872527
605645508,81130562.8977443,1062965460.31754,-538450515.21528
608779439,81130562.8977443,1062637208.23394,-534988332.131685
611805638,81130562.8977443,1062308956.15034,-531633881.048089
613400844,81130562.8977443,1062315323.54491,-530045042.442659
614098033,85608634.5539718,1062321690.93948,-533832292.493456
616619023,85608634.5539718,1063869424.4455,-532859035.999475
619081556,85608634.5539718,1065417157.95152,-531944236.505494
620362276,85608634.5539718,1066529836.09434,-531776194.648308
624439535,90504559.099629,1067642514.23715,-533707538.336779
649084637,90504559.099629,1069193023.29671,-510612945.396336
652182238,90504559.099629,1070743532.35626,-509065853.455893
661078037,90504559.099629,1070903992.0393,-500330514.138925
671802380,95527575.1202035,1071064451.72233,-494789646.842531
673491424,95527575.1202035,1071267051.55441,-493303202.674611
690080353,95527575.1202035,1071469651.38649,-476916873.506691
706134903,95527575.1202035,1072151318.79862,-461543990.918819
715036895,99731796.3684247,1072832986.21074,-457527887.579169
736975200,99731796.3684247,1154817377.8518,-517573974.220221
753865754,99731796.3684247,1236801769.49285,-582667811.861274
769445824,99731796.3684247,1237004941.47472,-567290913.84314
822978459,103675721.572938,1237208113.45658,-517905376.02952
843515211,103675721.572938,1237582929.09006,-497743439.662995
848844716,103675721.572938,1237957744.72353,-492788750.29647
870486327,103675721.572938,1238795163.16019,-471984557.733129
873986568,108457768.025473,1239632581.59685,-474103781.622324
880993127,108457768.025473,1240365015.71203,-467829656.737508
894705243,108457768.025473,1241097449.82722,-454849974.852691
896918488,108457768.025473,1241503945.36489,-453043225.39036
898615611,113258036.829675,1241910440.90255,-456552866.73223
900947392,113258036.829675,1242451811.28956,-454762456.119233
903507011,113258036.829675,1242993181.67656,-452744207.506237
905108878,113258036.829675,1243020836.96585,-451169995.795528
906491547,118643295.618385,1243048492.25514,-455200240.873529
915116584,118643295.618385,1244253673.05743,-447780384.675811
933305461,118643295.618385,1245458853.85971,-430796688.478092
935474393,118643295.618385,1246123316.01837,-429292218.636755
938736990,124133907.019102,1246787778.17703,-432184695.196136
940338260,124133907.019102,1248051024.05403,-431846671.073131
941224581,124133907.019102,1249314269.93102,-432223595.950127
942336614,124133907.019102,1249137847.00976,-430935140.028864
943198578,128113878.327941,1248961424.0885,-433876724.416441
947742246,128113878.327941,1248393833.93831,-428765466.26625
950627166,128113878.327941,1247826243.78812,-425312956.116058
951940335,128113878.327941,1247050110.1647,-423223653.492646
953024051,132236569.858502,1246273976.54129,-425486495.399795
953782225,132236569.858502,1245278897.86248,-423733242.720982
955052504,132236569.858502,1244283819.18367,-421467885.042168
961087384,132236569.858502,1243292133.9738,-414441319.832305
961822740,136918470.31976,1242300448.76394,-417396179.083699
962819061,136918470.31976,1241493582.18766,-415592991.507419
963775104,136918470.31976,1240686715.61138,-413830081.931139
964468118,136918470.31976,1240152042.78603,-412602395.105795
964932473,141716169.762813,1239617369.96069,-416401066.723503
965814016,141716169.762813,1239298741.13814,-415200894.900954
978877153,141716169.762813,1238980112.31559,-401819129.078406
981123288,141716169.762813,1238544493.69522,-399137375.458036
985859420,145237419.527582,1238108875.07485,-397486874.602434
986281242,145237419.527582,1237183578.79687,-396139756.324454
986769539,145237419.527582,1236258282.51889,-394726163.046473
987336941,145237419.527582,1234873028.24684,-392773506.774423
988033897,148382591.375305,1233487773.97479,-393836468.350097
988858587,148382591.375305,1231971075.21532,-391495079.590623
989649629,148382591.375305,1230454376.45584,-389187338.831148
990290441,148382591.375305,1228899749.51733,-386991899.89263
992155974,152669533.742807,1227345122.57881,-387858682.321615
993003440,152669533.742807,1225824698.69702,-385490792.439826
994779795,152669533.742807,1224304274.81523,-382194013.558036
996579867,152669533.742807,1222953144.02465,-379042810.767459
997705317,159072106.029281,1221602013.23407,-382968802.263355
999224613,159072106.029281,1220405969.51199,-380253462.541267
1001311766,159072106.029281,1219209925.7899,-376970265.819179
1002498818,159072106.029281,1218033313.00856,-374606601.037838
1005860116,165368428.635945,1216856700.22722,-376365012.863162
1007658159,165368428.635945,1215594613.95848,-373304883.594426
1010909052,165368428.635945,1214332527.68974,-368791904.32569
1014058041,165368428.635945,1212892227.73043,-364202615.36637
1014725354,167194743.662886,1211451927.77111,-363921317.433993
1015486924,167194743.662886,1209708312.47597,-361416132.138857
1016321214,167194743.662886,1207964697.18084,-358838226.843721
1016980247,167194743.662886,1206040576.94615,-356255073.609038
1017929648,173430294.482761,1204116456.71147,-359617103.194229
1018417194,173430294.482761,1202178879.84281,-357191980.325571
1019734111,173430294.482761,1200241302.97415,-353937486.456913
1020202905,173430294.482761,1198401679.10527,-351629068.588027
1021381280,184418017.675495,1196562055.23638,-359598792.911875
1022659660,184418017.675495,1195024396.77888,-356782754.454374
1023580769,184418017.675495,1193486738.32138,-354323986.996873
1024458663,184418017.675495,1191089963.07807,-351049317.753566
1024773394,192083248.614819,1188693187.83476,-356003042.449582
1025868797,192083248.614819,1187793924.93398,-354008376.548803
1026383050,192083248.614819,1186894662.03321,-352594860.648024
1027066946,192083248.614819,1186439403.02307,-351455705.637888
1040663355,197662379.187069,1185984144.01293,-342983168.200003
1046926219,197662379.187069,1186303281.04237,-337039441.229437
1069758040,197662379.187069,1186622418.0718,-314526757.258871
1070442456,197662379.187069,1187291409.43849,-314511332.625559
1073794844,203136912.461773,1187960400.80518,-317302469.266952
1074451696,203136912.461773,1188213445.0025,-316898661.46427
1074942400,203136912.461773,1188466489.19982,-316661001.661589
1075562414,203136912.461773,1187421836.00044,-314996334.46221
1077835560,209051533.354601,1186377182.80106,-317593156.155661
1078293669,209051533.354601,1185976437.74517,-316734302.099773
1078728303,209051533.354601,1185575692.68928,-315898923.043886
1081201724,209051533.354601,1185417323.34578,-313267132.700386
1084562047,214973995.728295,1185258954.00229,-315670902.73058
1087496616,214973995.728295,1185537401.89258,-313014781.620879
1089046946,214973995.728295,1185815849.78288,-311742899.511179
1095738397,214973995.728295,1186553877.99961,-305789476.727908
1097582511,221307211.191827,1187291906.21634,-311016606.408169
1108352404,221307211.191827,1188029178.46011,-300983985.651933
1110518152,221307211.191827,1188766450.70387,-299555509.895698
1116904185,221307211.191827,1188946246.35756,-293349272.549389
1119756137,227458543.239858,1189126042.01125,-296828448.251111
1120934117,227458543.239858,1188440086.85394,-294964513.0938
1122451262,227458543.239858,1187754131.69663,-292761412.936489
1123985370,227458543.239858,1186027781.54447,-289500954.784324
1124361868,234170685.572263,1184301431.3923,-294110248.964564
1125163804,234170685.572263,1182231946.11832,-291238827.690581
1127077398,234170685.572263,1180162460.84434,-287255748.416599
1127813951,234170685.572263,1178022890.30371,-284379624.875973
1128578929,241812077.260347,1175883319.76308,-289116468.023431
1129794687,241812077.260347,1173870268.20296,-285887658.463302
1130428595,241812077.260347,1171857216.64283,-283240698.903173
1130690349,241812077.260347,1169905984.09993,-281027712.360277
1133742125,256910877.759535,1167954751.55703,-291123504.316569
1135266946,256910877.759535,1166018192.21627,-287662123.975801
1135918610,256910877.759535,1164081632.8755,-285073900.635033
1136265613,256910877.759535,1162034075.32183,-282679340.081361
1137622583,263257671.80863,1159986517.76815,-285621606.576783
1138942232,263257671.80863,1157725696.13282,-282041135.941453
1139922248,263257671.80863,1155464874.49749,-278800298.306124
1140421790,263257671.80863,1153199285.64358,-276035167.452205
1141190824,261562673.743522,1150933696.78966,-271305546.533179
1141906196,261562673.743522,1148748612.86742,-268405090.610942
1150076448,261562673.743522,1146563528.94518,-258049754.688705
1150739609,261562673.743522,1144572646.37564,-255395711.119167
1152028703,268363180.826407,1142581763.80611,-258916241.632513
1154187302,268363180.826407,1140699358.7998,-254875237.626211
1155333845,268363180.826407,1138816953.7935,-251846289.619909
1156707529,268363180.826407,1136799752.40044,-248455404.226847
1158182965,275238427.0338,1134782551.00738,-251838013.041179
1158980194,275238427.0338,1132721518.23409,-248979751.267888
1160236478,275238427.0338,1130660485.4608,-245662434.494597
1161114657,275238427.0338,1128700432.88903,-242824202.922829
1161613307,280613735.703816,1126740380.31726,-245740809.021078
1166494403,280613735.703816,1124960457.39042,-239079790.094235
1171394534,280613735.703816,1123180534.46358,-232399736.167393
1175114222,280613735.703816,1121323512.85136,-226823026.555174
1176718738,284828822.48047,1119466491.23914,-227576575.719609
1177493496,284828822.48047,1117434762.51101,-224770088.991477
1180439917,284828822.48047,1115403033.78288,-219791939.263345
1181065035,284828822.48047,1112782458.45288,-216546245.933351
1181642332,289366552.734829,1110161883.12289,-217886103.857715
1182053768,289366552.734829,1107379578.70414,-214692363.438971
1183693133,289366552.734829,1104597274.2854,-210270694.020226
1185820281,289366552.734829,1101817870.02195,-205364141.756778
1186542387,294074780.146724,1099038465.7585,-206570858.905226
1187372013,294074780.146724,1096314138.60133,-203016905.748056
1189615824,294074780.146724,1093589811.44416,-198048767.590885
1189995497,294074780.146724,1090999600.39393,-195078883.540655
1192212224,298153025.99838,1088409389.3437,-194350191.342081
1192620410,298153025.99838,1086369736.14231,-191902352.140695
