"BitcoinDaysDestroyedCumulative","seasonal","trend","remainder"
6989352541,132236569.858502,7268773250.46266,-411657279.321163
6991211928,136918470.31976,7268087720.1262,-413794262.445962
6992568384,136918470.31976,7267322321.19628,-411672407.516044
6994339427,136918470.31976,7266556922.26637,-409135965.586125
6996049847,136918470.31976,7265983221.89104,-406851845.210795
6998645072,141716169.762813,7265409521.51571,-408480619.278519
7001906600,141716169.762813,7265355452.41158,-405165022.174391
7004981204,141716169.762813,7265301383.30745,-402036349.070263
7008480890,141716169.762813,7265869066.91661,-399104346.679421
7011734439,145237419.527582,7266436750.52577,-399939731.053349
7015144612,145237419.527582,7267669976.8175,-397762784.345082
7019932801,145237419.527582,7268903203.10923,-394207821.636816
7022779099,145237419.527582,7270219062.35868,-392677382.886266
7031790516,148382591.375305,7271534921.60813,-388126996.983438
7034898014,148382591.375305,7272884719.46063,-386369296.835934
7036899105,148382591.375305,7274234517.31312,-385718003.688429
7039561241,148382591.375305,7275580639.32297,-384401989.698273
7043121486,152669533.742807,7276926761.33281,-386474809.07562
7048177757,152669533.742807,7277995517.71343,-382487294.456242
7052432491,152669533.742807,7279064274.09406,-379301316.836864
7055538621,152669533.742807,7280035386.39406,-377166299.136864
7063520998,159072106.029281,7281006498.69406,-376557606.723336
7066452812,159072106.029281,7282026426.69509,-374645720.724366
7068327813,159072106.029281,7283046354.69612,-373790647.725397
7075044751,159072106.029281,7287755145.11935,-371782500.148627
7091657302,165368428.635945,7292463935.54258,-366175062.178522
7104792647,165368428.635945,7295207026.83362,-355782808.469569
7109244155,165368428.635945,7297950118.12467,-354074391.760616
7111425663,165368428.635945,7302529343.01498,-356472108.650922
7114089269,167194743.662886,7307108567.90528,-360214042.56817
7116022310,167194743.662886,7308042918.05898,-359215351.721866
7118463404,167194743.662886,7308977268.21267,-357708607.875561
7121372358,167194743.662886,7309274828.60116,-355097214.264043
7126596302,173430294.482761,7309572388.98964,-356406381.4724
7129616892,173430294.482761,7310021055.52767,-353834458.010431
7133431154,173430294.482761,7310469722.0657,-350468862.548462
7136816955,173430294.482761,7310966626.30138,-347579965.784145
7139481026,184418017.675495,7311463530.53707,-356400522.212563
7146402465,184418017.675495,7312205127.02518,-350220679.700678
7149150973,184418017.675495,7312946723.5133,-348213768.188794
7151906530,184418017.675495,7313975734.55372,-346487222.229212
7157141051,192083248.614819,7315004745.59413,-349946943.208952
7164862744,192083248.614819,7316239218.6344,-343459723.249217
7169913123,192083248.614819,7317473691.67466,-339643817.289482
7175699793,192083248.614819,7318935079.96708,-335318535.581899
7180812740,197662379.187069,7320396468.2595,-337246107.446566
7185011766,197662379.187069,7322148050.5487,-334798663.735769
7188078989,197662379.187069,7323899632.8379,-333483023.024972
7198851096,197662379.187069,7325514077.58053,-324325360.767597
7202328284,203136912.461773,7327128522.32315,-327937150.784926
7212269864,203136912.461773,7328537529.98013,-319404578.441904
7216255136,203136912.461773,7329946537.63711,-316828314.098883
7219187953,203136912.461773,7331634117.6334,-315583077.095175
7225415057,209051533.354601,7333321697.62969,-316958173.984296
7228132364,209051533.354601,7335636344.18948,-316555513.544081
7231748678,209051533.354601,7337950990.74926,-315253846.103865
7236681643,209051533.354601,7340097558.41045,-312467448.765047
7248941842,214973995.728295,7342244126.07163,-308276279.799924
7251872491,214973995.728295,7344720977.53285,-307822482.261143
7255749125,214973995.728295,7347197828.99407,-306422699.722361
7261734645,214973995.728295,7348615220.36328,-301854571.091574
7270688008,221307211.191827,7350032611.73249,-300651814.924319
7274166142,221307211.191827,7350940712.10261,-298081781.294434
7277063718,221307211.191827,7351848812.47272,-296092305.664548
7280023782,221307211.191827,7352577066.01168,-293860495.203511
7282053807,227458543.239858,7353305319.55065,-298710055.790505
7286993154,227458543.239858,7353860328.53217,-294325717.772033
7289494386,227458543.239858,7354415337.5137,-292379494.75356
7293066667,227458543.239858,7355587107.21201,-289978983.45187
7298557793,234170685.572263,7356758876.91032,-292371769.482584
7305914257,234170685.572263,7359466696.58711,-287723125.159372
7319946733,234170685.572263,7362174516.2639,-276398468.836161
7324486581,234170685.572263,7364040781.42788,-273724886.000145
7325883585,241812077.260347,7365907046.59187,-281835538.852213
7329801896,241812077.260347,7368241076.52072,-280251257.78107
7332768870,241812077.260347,7370575106.44958,-279618313.709927
7335421342,241812077.260347,7371641781.70067,-278032516.961019
7340664432,256910877.759535,7372708456.95176,-288954902.711298
7342480110,256910877.759535,7373558349.54325,-287989117.30279
7345815206,256910877.759535,7374408242.13475,-285503913.894282
7355189924,256910877.759535,7375845791.14697,-277566744.906507
7360544977,263257671.80863,7377283340.1592,-279996034.967828
7364633514,263257671.80863,7383303564.17989,-281927721.988516
7368473498,263257671.80863,7389323788.20057,-284107962.009204
7376236877,263257671.80863,7393680347.5507,-280701142.359333
7383263630,261562673.743522,7398036906.90083,-276335950.644356
7406916157,261562673.743522,7405270914.0285,-259917430.77202
7416863913,261562673.743522,7412504921.15616,-257203681.899685
7422592979,261562673.743522,7415331007.56465,-254300702.308176
7428686947,268363180.826407,7418157093.97315,-257833327.799552
7436775901,268363180.826407,7419995322.91162,-251582602.738022
7444755740,268363180.826407,7421833551.85008,-245440992.676491
7446160144,268363180.826407,7423548007.4955,-245751044.321908
7452927191,275238427.0338,7425262463.14092,-247573699.174719
7457347005,275238427.0338,7426473950.07455,-244365372.108348
7462350547,275238427.0338,7427685437.00818,-240573317.041977
7469629783,275238427.0338,7427913583.95277,-233522227.986572
7474039106,280613735.703816,7428141730.89737,-234716360.601185
7478412758,280613735.703816,7427695050.99476,-229896028.698573
7480102314,280613735.703816,7427248371.09214,-227759792.79596
7482398625,280613735.703816,7426614648.58613,-224829759.289948
7484557185,284828822.48047,7425980926.08012,-226252563.56059
7485961479,284828822.48047,7425270438.76039,-224137782.240858
7489741214,284828822.48047,7424559951.44066,-219647559.921127
7494179625,284828822.48047,7423858415.6286,-214507613.109066
7502077792,289366552.734829,7423156879.81653,-210445640.551362
7505080763,289366552.734829,7422517431.34877,-206803221.083596
7506180083,289366552.734829,7421877982.881,-205064452.61583
7508499070,289366552.734829,7421052852.69415,-201920335.428976
7511307345,294074780.146724,7420227722.50729,-202995157.654018
7515523253,294074780.146724,7419427025.42261,-197978552.569332
7517591714,294074780.146724,7418626328.33792,-195109394.484647
7520774354,294074780.146724,7417904856.79879,-191205282.945511
7526470342,298153025.99838,7417183385.25965,-188866069.258029
7530279003,298153025.99838,7416693705.06908,-184567728.067456
7532901700,298153025.99838,7416204024.8785,-181455350.876884
7536114242,298153025.99838,7415920668.58931,-177959452.587691
7541300757,302080915.591725,7415637312.30012,-176417470.891846
7544116452,302080915.591725,7415359358.68896,-173323822.280688
7561232058,302080915.591725,7415081405.07781,-155930262.669531
7567528197,302080915.591725,7414752488.86027,-149305207.451991
7572996951,306349873.918168,7414423572.64272,-147776495.560893
7576669338,306349873.918168,7413685880.01716,-143366415.935328
7579573002,306349873.918168,7412948187.3916,-139725059.309764
7584493051,306349873.918168,7411454860.48426,-133311683.402431
7591164163,311309237.049976,7409961533.57693,-130106607.626907
7597527075,311309237.049976,7407871348.96643,-121653511.016405
7600989979,311309237.049976,7405781164.35593,-116100422.405904
7603070590,311309237.049976,7403890223.92045,-112128870.970423
7604956622,315713660.96921,7401999283.48497,-112756322.454176
7609469981,315713660.96921,7400521401.09373,-106765081.062937
7614207968,315713660.96921,7399043518.70249,-100549211.671697
7617368556,315713660.96921,7398105444.77198,-96450549.74119
7623269462,319480846.525082,7397167370.84147,-93378755.3665552
7624731256,319480846.525082,7397596828.96584,-92346419.4909201
7626015663,319480846.525082,7398026287.0902,-91491470.615284
7627947478,319480846.525082,7403713856.43207,-95247224.9571505
7631371725,323216346.99388,7409401425.77394,-101246047.767816
7633783758,323216346.99388,7415507391.11245,-104939980.106328
7638158520,323216346.99388,7421613356.45096,-106671183.44484
7682347713,323216346.99388,7422671602.49933,-63540236.493207
7694419933,327143019.295239,7423729848.54769,-56452934.8429337
7697183586,327143019.295239,7424045106.306,-54004539.6012411
7701780361,327143019.295239,7424360364.06431,-49723022.3595476
7707618297,327143019.295239,7425139739.27798,-44664461.5732145
7712005930,331152750.298296,7425919114.49164,-45065934.789938
7715528299,331152750.298296,7427495852.35727,-43120303.6555672
7732648242,331152750.298296,7429072590.2229,-27577098.5211964
7735099252,331152750.298296,7435375638.21763,-31429136.5159235
7736614872,334297248.824958,7441678686.21235,-39361063.0373125
7768265517,334297248.824958,7445286982.37172,-11318714.1966772
7791169404,334297248.824958,7448895278.53109,7976876.64395714
7797060449,334297248.824958,7454286513.86799,8476686.30704975
7800713839,337941260.623496,7459677749.2049,3094829.17160511
7802398934,337941260.623496,7460524297.22732,3933376.14918137
7806037869,337941260.623496,7461370845.24975,6725763.12675762
7807436879,337941260.623496,7461468936.31281,8026682.06368923
7810076194,341823373.910432,7461567027.37588,6685792.71368504
7813825291,341823373.910432,7461362869.53382,10639047.5557508
7817154146,341823373.910432,7461158711.69175,14172060.3978176
7822135336,341823373.910432,7461116350.96194,19195611.1276331
7826629762,346427010.708314,7461073990.23212,19128761.0595665
7828420376,346427010.708314,7461498147.66427,20495217.6274176
7832651776,346427010.708314,7461922305.09642,24302460.1952686
7838147719,346427010.708314,7462910416.55084,28810291.7408485
7841948167,352994833.782714,7463898528.00526,25054805.2120285
7869102786,352994833.782714,7464990894.41916,51117057.7981215
7871263706,352994833.782714,7466083260.83307,52185611.3842134
7873022714,352994833.782714,7467043262.96614,52984617.2511501
7874311192,359052391.019783,7468003265.0992,47255535.8810177
7875508041,359052391.019783,7468581560.43062,47874089.549593
7879097896,359052391.019783,7469159855.76205,50885649.2181692
7895908064,359052391.019783,7475215141.89356,61640531.0866537
7921591031,363520687.094909,7481270428.02508,76799915.8800116
7922635968,363520687.094909,7614113934.99819,-54998654.0930958
7924708509,363520687.094909,7746957441.97129,-185769620.066203
7928037124,363520687.094909,7860394130.87746,-295877693.972368
7935331653,-66105728.2032592,7973830819.78362,27606561.4196358
7940907576,-61949110.9766039,7986332317.42162,16524369.5549822
7946185475,-61949110.9766039,7998833815.05962,9300770.91698456
7964154306,-61949110.9766039,7999429836.25672,26673580.7198877
7975813535,-61949110.9766039,8000025857.45381,37736788.52279
7981862539,-57736751.9169322,8010932618.3973,28666672.5196342
7989789251,-57736751.9169322,8021839379.34078,25686623.5761499
7996342818,-57736751.9169322,8035244205.1155,18835364.8014345
7999356383,-57736751.9169322,8048649030.89021,8444104.02671909
8012475873,-53975761.6664605,8050645809.5233,15805825.1431646
8025026321,-53975761.6664605,8052642588.15638,26359494.5100822
8031820183,-53975761.6664605,8053336998.21409,32458946.4523735
8044192935,-53975761.6664605,8054031408.2718,44137288.3946648
8047406760,-51052946.3206083,8054961743.60771,43497962.7128935
8050205356,-51052946.3206083,8055892078.94363,45366223.3769741
8052846875,-51052946.3206083,8056867183.92126,47032637.3993511
8055724373,-51052946.3206083,8057842288.89888,48935030.4217272
8069487344,-47117467.8064918,8058774790.26272,57830021.5437698
8073564864,-47117467.8064918,8059707291.62656,60975040.1799297
8075788739,-47117467.8064918,8061438083.18807,61468123.6184177
8079495487,-47117467.8064918,8063168874.74959,63444080.0569048
8080893220,-42979777.3014292,8064175299.94458,59697697.3568449
8098914185,-42979777.3014292,8065181725.13958,76712237.1618481
8102525779,-42979777.3014292,8065915340.51759,79590215.7838411
8105985632,-42979777.3014292,8066648955.8956,82316453.4058332
8109809245,-39589918.9410474,8066554177.92116,82844986.0198917
8112332817,-39589918.9410474,8066459399.94672,85463335.9943323
8115922986,-39589918.9410474,8065961573.88334,89551331.0577087
8117697674,-39589918.9410474,8065463747.81996,91823845.1210861
8121656792,-36508633.4023909,8064782807.88155,93382617.5208445
8126203614,-36508633.4023909,8064101867.94313,98610379.45926
8128790481,-36508633.4023909,8063148586.73223,102150527.670157
8134672843,-36508633.4023909,8062195305.52134,108986170.881055
8138156583,-31223486.4039255,8061049021.83274,108331047.571187
8139971018,-31223486.4039254,8059902738.14414,111291766.259784
8141795981,-31223486.4039254,8058583404.78798,114436062.615941
8144571696,-31223486.4039254,8057264071.43183,118531110.972098
8148469574,-25958994.296425,8056040011.21231,118388557.08412
8150444463,-25958994.296425,8054815950.99278,121587506.303643
8154373802,-25958994.296425,8053969072.93989,126363723.356531
8158665768,-25958994.296425,8053122194.88701,131502567.409418
8161649149,-22868077.8320362,8052675473.97237,131841752.859664
8165866178,-22868077.8320362,8052228753.05774,136505502.7743
8168072136,-22868077.8320362,8055092666.13479,135847547.697244
8170605418,-22868077.8320362,8057956579.21185,135516916.620189
8172294417,-19083565.6216682,8059428181.04821,131949801.573458
8181457561,-19083565.6216682,8060899782.88457,139641343.737096
8184318044,-19083565.6216682,8063820679.07666,139580930.545008
8212430263,-19083565.6216682,8066741575.26875,164772253.35292
8214037784,-14603997.8067569,8066665754.63023,161976027.176525
8217388815,-14603997.8067569,8066589933.99172,165402878.815041
8221313297,-14603997.8067569,8066530595.0215,169386699.785257
8227602376,-14603997.8067569,8066471256.05128,175735117.755475
8231215012,-10488627.5682796,8067692498.41871,174011141.149572
8234349166,-10488627.5682796,8068913740.78613,175924052.782147
8241545719,-10488627.5682796,8070544266.58961,181490079.978664
8244917756,-10488627.5682796,8072174792.3931,183231591.175182
8262277237,-7152283.84566931,8075204065.27598,194225455.569691
8276033840,-7152283.84566931,8078233338.15886,204952785.686809
8284183094,-7152283.84566931,8080048185.80817,211287192.037499
8291749603,-7152283.84566931,8081863033.45748,217038853.38819
8302486731,-4078664.55571323,8083671884.73052,222893510.825193
8310188773,-4078664.55571323,8085480736.00356,228786701.552152
8327268047,-4078664.55571323,8087553779.04991,243792932.505804
8338255905,-4078664.55571323,8089626822.09626,252707747.459457
8342521104,-1044032.13079948,8094248613.89581,249316522.23499
8366901145,-1044032.13079948,8098870405.69536,269074771.435437
8379742532,-1044032.13079948,8101530025.69965,279256538.431146
8387252947,-1044032.13079948,8104189645.70394,284107333.426855
8388481338,4084499.84081517,8107196212.93286,277200625.226327
8390864706,4084499.84081517,8110202780.16177,276577425.997413
8394138524,4084499.84081517,8111209664.15498,278844360.004204
8399170350,4084499.84081517,8112216548.14819,282869302.010995
8404479094,9653798.68340436,8111964244.15443,282861051.162164
8409837880,9653798.68340436,8111711940.16068,288472141.155921
8412849119,9653798.68340436,8111141226.30646,292054094.01014
8416663015,9653798.68340436,8110570512.45224,296438703.864361
8418687418,13164909.460962,8109812122.20353,295710386.335508
8421212279,13164909.460962,8109053731.95482,298993637.584214
8424539347,13164909.460962,8108174588.11689,303199849.422152
8428305333,13164909.460962,8107295444.27895,307844979.260088
8431485673,16913704.9569756,8106468241.78894,308103726.25408
8436365233,16913704.9569756,8105641039.29894,313810488.744085
8438311205,16913704.9569756,8105110851.57495,316286648.468078
8439645265,16913704.9569756,8104580663.85095,318150896.19207
8442465514,21666654.4891971,8104247836.99794,316551022.512866
8444542399,21666654.4891971,8103915010.14492,318960734.365883
8449996882,21666654.4891971,8103584687.66786,324745539.842947
8462203485,21666654.4891971,8103254365.19079,337282465.320012
8471723132,26459607.9041163,8103055981.49997,342207542.595914
8473805210,26459607.9041163,8102857597.80915,344488004.286735
8475215598,26459607.9041163,8102635112.98622,346120877.109664
8477112818,26459607.9041163,8102412628.16329,348240581.932594
8479710812,31341844.9474684,8102200162.00362,346168805.048907
8483419508,31341844.9474684,8101987695.84396,350089967.208572
8488438054,31341844.9474684,8101882930.63943,355213278.413105
8491488435,31341844.9474684,8101778165.43489,358368424.617638
8501408733,35866543.7865194,8102113803.72644,363428385.48704
8504760308,35866543.7865194,8102449442.01799,366444322.195492
8508152814,35866543.7865194,8103169204.15782,369117066.055659
8511302864,35866543.7865194,8103888966.29765,371547353.915828
8526979261,39819524.6349919,8104178811.4206,382980924.944404
8530408972,39819524.6349919,8104468656.54356,386120790.821453
8532830034,39819524.6349919,8104587179.44013,388423329.924875
8534098603,39819524.6349919,8104705702.33671,389573376.028297
8534995325,43455046.5335998,8104567775.3651,386972503.101303
8536543251,43455046.5335998,8104429848.39348,388658356.072916
8539479252,43455046.5335998,8104080013.50429,391944191.962106
8544207756,43455046.5335998,8103730178.6151,397022530.851295
8598162054,46967151.1755457,8105057084.57065,446137818.253806
8600217679,46967151.1755457,8106383990.52619,446866537.298263
8602221284,46967151.1755457,8349144734.04536,206109398.779097
8605835348,46967151.1755457,8591905477.56452,-33037280.7400694
8610956504,51254428.9988471,8838522473.71422,-278820398.713069
8613520917,51254428.9988471,9085139469.86392,-522872981.862767
8617416280,51254428.9988471,9109999881.44966,-543838030.448504
8619465932,51254428.9988471,9134860293.03539,-566648790.03424
8621806086,55515263.5304101,9135758144.12932,-569467321.659734
8623171217,55515263.5304101,9136655995.22326,-569000041.753665
8624891392,55515263.5304101,9137367833.00281,-567991704.533217
8629430007,55515263.5304101,9138079670.78236,-564164927.312768
8632896812,59551120.6833656,9138762496.73045,-565416805.413812
8634784718,59551120.6833656,9139445322.67853,-564211725.361899
8637485460,59551120.6833656,9140123414.61223,-562189075.295594
8640281615,59551120.6833656,9140801506.54592,-560071012.229289
8642642585,63906458.3201282,9141350568.95884,-562614442.278968
8644273446,63906458.3201282,9141899631.37176,-561532643.691884
8650458602,63906458.3201282,9142252108.00825,-555699964.32838
8654701426,63906458.3201282,9142604584.64475,-551809616.964876
8657390872,68227336.8255747,9142798724.03057,-553635188.85615
8659824160,68227336.8255747,9142992863.4164,-551396040.241974
8663642820,68227336.8255747,9143164615.61438,-547749132.439959
8665260378,68227336.8255747,9143336367.81237,-546303326.637943
8666745753,72863811.0370947,9143531358.08217,-549649416.119267
8668783154,72863811.0370947,9143726348.35198,-547807005.389072
8673744787,72863811.0370947,9144143172.51781,-543262196.554903
8676330367,72863811.0370947,9144559996.68364,-541093440.720734
8678725015,77117412.0714316,9145181846.81517,-543574243.8866
8680934816,77117412.0714316,9145803696.9467,-541986293.018129
8689280749,77117412.0714316,9146466704.42348,-534303367.494909
8690995806,77117412.0714316,9147129711.90026,-533251317.971689
8692723521,81130562.8977443,9147830915.40961,-536237957.30736
8696912345,81130562.8977443,9148532118.91897,-532750336.816715
8700688771,81130562.8977443,9149465402.72518,-529907194.622927
8705267660,81130562.8977443,9150398686.53139,-526261589.429136
8709722151,85608634.5539718,9151759640.70688,-527646124.260851
8724216921,85608634.5539718,9153120594.88237,-514512308.43634
8726805708,85608634.5539718,9154108043.83347,-512910970.387442
8731871588,85608634.5539718,9155095492.78457,-508832539.338543
8738056803,90504559.099629,9155642895.97145,-508090652.071079
8741489218,90504559.099629,9156190299.15833,-505205640.257959
8744636058,90504559.099629,9155897398.85644,-501765899.956066
8747506055,90504559.099629,9155604498.55454,-498603002.654171
8748789207,95527575.1202035,9155067121.72809,-501805489.848291
8751803585,95527575.1202035,9154529744.90164,-498253735.021839
8754037785,95527575.1202035,9154218370.12412,-495708160.244326
8756887306,95527575.1202035,9153906995.34661,-492547264.466814
8761748161,99731796.3684247,9153974700.96015,-491958336.328577
8765464189,99731796.3684247,9154042406.57369,-488310013.94212
8774421267,99731796.3684247,9154685139.11178,-479995668.480204
8777556767,99731796.3684247,9155327871.64986,-477502901.018288
8781298337,103675721.572938,9156584910.54979,-478962295.122725
8783973946,103675721.572938,9157841949.44971,-477543725.022646
8791403210,103675721.572938,9159367431.01904,-471639942.591974
8798280693,103675721.572938,9160892912.58836,-466287941.161303
8802760919,108457768.025473,9162960644.02136,-468657493.046829
8811673084,108457768.025473,9165028375.45435,-461813059.479822
8818843864,108457768.025473,9167313562.22563,-456927466.251099
8828880665,108457768.025473,9169598748.9969,-449175852.022375
8831001042,113258036.829675,9171251055.34469,-453508050.174364
8834531493,113258036.829675,9172903361.69248,-451629905.522152
8839925895,113258036.829675,9173978297.84135,-447310439.67103
8842506592,113258036.829675,9175053233.99023,-445804678.819908
8846529133,118643295.618385,9175333086.19545,-447447248.813835
8849404817,118643295.618385,9175612938.40067,-444851417.019054
8851299244,118643295.618385,9175919882.88835,-443263934.506733
8854787648,118643295.618385,9176226827.37603,-440082474.994413
8860446666,124133907.019102,9176565629.17902,-440252870.198126
8864774199,124133907.019102,9176904430.98202,-436264139.001123
8868895523,124133907.019102,9178631133.33693,-433869517.35603
8876719972,124133907.019102,9180357835.69183,-427771770.710936
8878276707,128113878.327941,9185667816.15518,-435504987.483124
8882315544,128113878.327941,9190977796.61853,-436776130.946474
8892108601,128113878.327941,9194944977.9137,-430950255.24164
8901641019,128113878.327941,9198912159.20886,-425385018.536806
8913276317,132236569.858502,9204833561.69664,-423793814.555145
8921877188,132236569.858502,9210754964.18442,-421114346.042923
8929261114,132236569.858502,9212930943.1249,-415906398.9834
8934450391,132236569.858502,9215106922.06538,-412893100.92388
8944336354,136918470.31976,9217422180.38231,-410004296.702068
8948039541,136918470.31976,9219737438.69924,-408616368.018999
8951089320,136918470.31976,9221823080.45275,-407652230.772514
8954705414,136918470.31976,9223908722.20627,-406121778.52603
8958892163,141716169.762813,9225315518.08367,-408139524.846481
8967040512,141716169.762813,9226722313.96107,-401397971.723881
8970062684,141716169.762813,9227937235.4957,-399590721.258518
8971655632,141716169.762813,9229152157.03034,-399212694.793158
8974594736,145237419.527582,9230233253.80194,-400875937.329525
8982763077,145237419.527582,9231314350.57354,-393788693.101124
8984998981,145237419.527582,9232341131.88573,-392579570.413315
8987825399,145237419.527582,9233367913.19792,-390779933.725506
8990144672,148382591.375305,9234319057.53356,-392556976.908863
8994357605,148382591.375305,9235270201.86919,-389295188.244495
8998299644,148382591.375305,9235995664.54784,-386078611.923149
9001946519,148382591.375305,9236721127.2265,-383157199.601805
9005126927,152669533.742807,9237322463.77452,-384865070.51733
9009586842,152669533.742807,9237923800.32255,-381006492.065353
9012113925,152669533.742807,9238308885.01134,-378864493.754145
9015446642,152669533.742807,9238693969.70013,-375916861.442934
9019547067,159072106.029281,9238850509.40392,-378375548.433195
9021774704,159072106.029281,9239007049.1077,-376304451.136982
9024381519,159072106.029281,9240354839.03695,-375045426.066229
9027064283,159072106.029281,9241702628.96619,-373710451.995474
9032616939,165368428.635945,9250568307.05684,-383319796.69278
9034494875,165368428.635945,9259433985.14747,-390307538.783419
9037639285,165368428.635945,9264564186.84109,-392293330.477032
9045330278,165368428.635945,9269694388.5347,-389732539.170645
9086076442,167194743.662886,9278190504.43026,-359308806.093145
9094111000,167194743.662886,9286686620.32582,-359770363.988703
9098149934,167194743.662886,9287731056.75888,-356775866.42177
9101323810,167194743.662886,9288775493.19195,-354646426.854836
9104951684,173430294.482761,9289981769.46116,-358460379.943924
9111496237,173430294.482761,9291188045.73038,-353122103.213137
9114441697,173430294.482761,9292722970.96356,-351711568.44632
9120089007,173430294.482761,9294257896.19674,-347599183.679504
9125526222,184418017.675495,9295810466.40902,-354702262.084518
9129271606,184418017.675495,9297363036.6213,-352509448.296799
9137786953,184418017.675495,9298776600.25808,-345407664.933575
9144569623,184418017.675495,9300190163.89486,-340038558.570351
9148749933,192083248.614819,9301913796.58735,-345247112.202164
9152941152,192083248.614819,9303637429.27983,-342779525.894653
9155851771,192083248.614819,9307750163.96848,-343981641.583302
9183930291,192083248.614819,9311862898.65713,-320015856.27195
9191648622,197662379.187069,9325472213.56003,-331485970.747101
9230837656,197662379.187069,9339081528.46293,-305906251.65
9237843883,197662379.187069,9352647486.67677,-312465982.863834
9242227747,197662379.187069,9366213444.8906,-321648077.077667
9245630173,203136912.461773,9368322771.97041,-325829511.432178
9250134607,203136912.461773,9370432099.05021,-323434404.511986
9253154038,203136912.461773,9371441303.92811,-321424178.389881
9258703856,203136912.461773,9372450508.806,-316883565.267776
9263756605,209051533.354601,9373204900.34523,-318499828.699831
9270234412,209051533.354601,9373959291.88445,-312776413.239056
9274670356,209051533.354601,9374793508.18638,-309174685.540983
9277076618,209051533.354601,9375627724.48831,-307602639.842911
9279690361,214973995.728295,9376382047.89575,-311665682.624044
9283179908,214973995.728295,9377136371.30319,-308930459.031485
9286078697,214973995.728295,9378676720.52485,-307572019.253147
9290147511,214973995.728295,9380217069.74651,-305043554.474808
9308548830,221307211.191827,9381362131.46987,-294120512.661697
9310732230,221307211.191827,9382507193.19323,-293082174.385054
9312322676,221307211.191827,9384035519.15357,-293020054.345394
9313934621,221307211.191827,9385563845.11391,-292936435.305737
9315668779,227458543.239858,9386091663.78528,-297881428.025141
9319999610,227458543.239858,9386619482.45666,-294078415.696514
9323109248,227458543.239858,9386796626.75377,-291145921.993624
9325974854,227458543.239858,9386973771.05087,-288457460.290731
9328329160,234170685.572263,9388371832.78387,-294213358.356133
9331149478,234170685.572263,9389769894.51686,-292791102.089128
9333111007,234170685.572263,9390880380.71092,-291940059.283184
9337482248,234170685.572263,9391990866.90498,-288679304.47724
9348686556,241812077.260347,9393769526.27027,-286895047.530615
9357453275,241812077.260347,9395548185.63556,-279906987.895906
9359576710,241812077.260347,9396165775.9557,-278401143.216051
9362941416,241812077.260347,9396783366.27585,-275654027.536196
9364747394,256910877.759535,9397111040.01009,-289274523.769625
9366857242,256910877.759535,9397438713.74433,-287492349.503864
9372165562,256910877.759535,9397660916.7423,-282406232.501833
9374712312,256910877.759535,9397883119.74027,-280081685.499804
9379068528,263257671.80863,9398039519.33318,-282228663.141806
9383223121,263257671.80863,9398195918.92608,-278230469.734711
9386539166,263257671.80863,9398707607.80603,-275426113.614664
9390285793,263257671.80863,9399219296.68599,-272191175.494619
9392058885,261562673.743522,9400272698.63634,-269776487.379868
9396040424,261562673.743522,9401326100.5867,-266848350.330221
9399935505,261562673.743522,9402146514.26646,-263773683.009979
9413827589,261562673.743522,9402966927.94622,-250702012.689739
9418720233,268363180.826407,9404539627.85311,-254182575.679514
9421421038,268363180.826407,9406112327.76,-253054470.586405
9424370263,268363180.826407,9407087097.61647,-251080015.442881
9426935069,268363180.826407,9408061867.47295,-249489979.299356
9435985597,275238427.0338,9409518310.83557,-248771140.86937
9441318313,275238427.0338,9410974754.19819,-244894868.231989
9445957927,275238427.0338,9412343618.07504,-241624118.108835
9457599352,275238427.0338,9413712481.95188,-231351556.985682
9460935108,280613735.703816,9414990545.89125,-234669173.59507
9465435760,280613735.703816,9416268609.83063,-231446585.534441
9468318274,280613735.703816,9417415363.90052,-229710825.604332
9472733890,280613735.703816,9418562117.97041,-226441963.674225
9479068893,284828822.48047,9419031914.6624,-224791844.142872
9482194567,284828822.48047,9419501711.35439,-222135966.834864
9489967119,284828822.48047,9421191875.01329,-216053578.493757
9493969845,284828822.48047,9422882038.67218,-213741016.152651
9496338115,289366552.734829,9431341930.0194,-224370367.754229
9500350628,289366552.734829,9439801821.36662,-228817746.101448
9504615971,289366552.734829,9445339303.50504,-230089885.239866
9510395454,289366552.734829,9450876785.64346,-229847884.378284
9550404964,294074780.146724,9456144120.01552,-199813936.162241
9558083581,294074780.146724,9461411454.38758,-197402653.534302
9569011372,294074780.146724,9462033452.01783,-187096860.164553
9581848251,294074780.146724,9462655449.64808,-174881978.794804
9604272103,298153025.99838,9463339261.30918,-157220184.307564
9608876107,298153025.99838,9464023072.97029,-153299991.968668
9624790500,298153025.99838,9492869723.98332,-166232249.981699
9657084124,298153025.99838,9521716374.99635,-162785276.99473
9671292039,302080915.591725,9553550766.4823,-184339643.074022
9680474618,302080915.591725,9585385157.96825,-206991455.559971
9705419050,302080915.591725,9585748534.99132,-182410400.583042
9712820032,302080915.591725,9586111912.01439,-175372795.606115
9732664291,306349873.918168,9586406441.80059,-160092024.71876
9744806451,306349873.918168,9586700971.58679,-148244394.504961
9753130100,306349873.918168,9587051570.04952,-140271343.967693
9759934795,306349873.918168,9587402168.51226,-133817247.430426
9765901873,311309237.049976,9587771259.07477,-133178623.124744
9781281057,311309237.049976,9588140349.63728,-118168529.687258
9784708867,311309237.049976,9588465979.26318,-115066349.313154
