"NumTransactionsTotal","seasonal","trend","remainder"
61959,2165394.36972837,6146070.21761392,-8249505.58734229
62189,2218927.03186744,6073890.96109886,-8230628.99296631
62416,2218927.03186744,6001711.70458381,-8158222.73645126
62716,2218927.03186744,5970183.29698648,-8126394.32885393
62978,2218927.03186744,5938654.88938915,-8094603.9212566
63245,2273701.09974394,5852079.18512498,-8062535.28486892
63504,2273701.09974394,5765503.4808608,-7975700.58060474
63782,2273701.09974394,5745368.68379622,-7955287.78354016
64047,2273701.09974394,5725233.88673164,-7934887.98647559
64309,2327619.29967903,5707094.41048268,-7970404.71016171
64509,2327619.29967903,5688954.93423372,-7952065.23391275
64716,2327619.29967903,5665458.33093267,-7928361.6306117
64894,2327619.29967903,5641961.72763162,-7904687.02731065
65076,2380746.59179912,5611837.18811547,-7927507.77991459
65295,2380746.59179912,5581712.64859931,-7897164.24039843
65495,2380746.59179912,5545537.91842508,-7860789.5102242
65683,2380746.59179912,5509363.18825084,-7824426.78004996
65884,2436242.123876,5473833.4171458,-7844191.5410218
66095,2436242.123876,5438303.64604076,-7808450.76991676
66317,2436242.123876,5396718.61975176,-7766643.74362776
66516,2436242.123876,5355133.59346276,-7724859.71733876
66740,2493341.73561792,5315729.5225347,-7742331.25815262
66988,2493341.73561792,5276325.45160664,-7702679.18722456
67214,2493341.73561792,5236556.37909848,-7662684.1147164
67435,2493341.73561792,5196787.30659032,-7622694.04220824
67681,2551525.26768638,5156584.63781716,-7640428.90550354
67969,2551525.26768638,5116381.96904401,-7599938.23673039
68165,2551525.26768638,5090579.41743865,-7573939.68512502
68373,2551525.26768638,5064776.86583328,-7547929.13351966
68557,2608906.08642859,5007449.571508,-7547798.65793659
68775,2608906.08642859,4950122.27718272,-7490253.36361131
68991,2608906.08642859,4909390.90111713,-7449305.98754572
69233,2608906.08642859,4868659.52505154,-7408332.61148013
69468,2665165.03972677,4828554.16312707,-7424251.20285383
69710,2665165.03972677,4788448.80120259,-7383903.84092936
69957,2665165.03972677,4757453.81596142,-7352661.85568819
70184,2665165.03972677,4726458.83072025,-7321439.87044702
70389,2715107.5092312,4679398.53178455,-7324117.04101575
70604,2715107.5092312,4632338.23284886,-7276841.74208006
70840,2715107.5092312,4594349.62688391,-7238617.13611511
71093,2715107.5092312,4556361.02091896,-7200375.53015016
71376,2766682.96955837,4495851.45584366,-7191158.42540203
71649,2766682.96955837,4435341.89076836,-7130375.86032673
71888,2766682.96955837,4410318.91296901,-7105113.88252738
72171,2766682.96955837,4385295.93516966,-7079807.90472803
72416,2822480.27305414,4355843.5738184,-7105907.84687255
72659,2822480.27305414,4326391.21246715,-7076212.48552129
72883,2822480.27305414,4290263.69395085,-7039860.96700499
73092,2822480.27305414,4254136.17543455,-7003524.4484887
73332,2874873.32896675,4216113.43094585,-7017654.7599126
73590,2874873.32896675,4178090.68645715,-6979374.0154239
73828,2874873.32896675,4139890.8719252,-6940936.20089195
74070,2874873.32896675,4101691.05739326,-6902494.38636001
75900,2929683.70237497,4063414.24587269,-6917197.94824766
77639,2929683.70237497,4025137.43435213,-6877182.1367271
83298,2929683.70237497,3986955.13114628,-6833340.83352125
85091,2929683.70237497,3948772.82794043,-6793365.53031539
86484,2985259.83540096,3910944.81005836,-6809720.64545932
86946,2985259.83540096,3873116.7921763,-6771430.62757725
87373,2985259.83540096,3834860.42485796,-6732747.26025892
87860,2985259.83540096,3796604.05753962,-6694003.89294058
88487,3036934.99825848,3757838.42652661,-6706286.42478509
88952,3036934.99825848,3719072.79551361,-6667055.79377208
89380,3036934.99825848,3680297.31365529,-6627852.31191377
89772,3036934.99825848,3641521.83179698,-6588684.83005546
90146,3088204.64234023,3603338.58792597,-6601397.2302662
92483,3088204.64234023,3565155.34405496,-6560876.98639519
92951,3088204.64234023,3527444.81363171,-6522698.45597194
93396,3088204.64234023,3489734.28320846,-6484542.92554869
93738,3147125.88688521,3452054.26294038,-6505442.1498256
97193,3147125.88688521,3414374.2426723,-6464307.12955751
97555,3147125.88688521,3376543.62854513,-6426114.51543035
97850,3147125.88688521,3338713.01441796,-6387988.90130318
98174,3210987.52814407,3300601.0148978,-6413414.54304187
98587,3210987.52814407,3262489.01537765,-6374889.54352171
99210,3210987.52814407,3224059.52656064,-6335837.0547047
99585,3210987.52814407,3185630.03774362,-6297032.56588769
100189,3273299.44176315,3146993.53266677,-6320103.97442992
100557,3273299.44176315,3108357.02758991,-6281099.46935306
100844,3273299.44176315,3069636.6010697,-6242092.04283286
101167,3273299.44176315,3030916.17454949,-6203048.61631265
101590,3332684.00345203,2991804.3526583,-6222898.35611033
101992,3332684.00345203,2952692.5307671,-6183384.53421913
102376,3332684.00345203,2912769.72869408,-6143077.73214611
102783,3332684.00345203,2872846.92662106,-6102747.93007309
103291,3388811.87775679,2832174.59267888,-6117695.47043566
103715,3388811.87775679,2791502.2587367,-6076599.13649349
104138,3388811.87775679,2750364.98671123,-6035038.86446802
104456,3388811.87775679,2709227.71468576,-5993583.59244255
104808,3444443.52521817,2667858.13892313,-6007493.6641413
105185,3444443.52521817,2626488.56316049,-5965747.08837866
105553,3444443.52521817,2585142.70839758,-5924033.23361575
105951,3444443.52521817,2543796.85363468,-5882289.37885285
106299,3494774.68431132,2503108.81158986,-5891584.49590118
106649,3494774.68431132,2462420.76954504,-5850546.45385636
107038,3494774.68431132,2421875.49159909,-5809612.17591041
107375,3494774.68431132,2381330.21365314,-5768729.89796446
107771,3548521.51848307,2340659.71779138,-5781410.23627445
108145,3548521.51848307,2299989.22192962,-5740365.74041269
108436,3548521.51848307,2259556.44811812,-5699641.96660119
108784,3548521.51848307,2219123.67430663,-5658861.1927897
109052,3607442.63734483,2178621.63158344,-5677012.26892827
109340,3607442.63734483,2138119.58886026,-5636222.22620508
109805,3607442.63734483,2097116.99558413,-5594754.63292896
110213,3607442.63734483,2056114.40230801,-5553344.03965284
110521,3662442.69809715,2014521.28861181,-5566442.98670896
110835,3662442.69809715,1972928.17491561,-5524535.87301276
111121,3662442.69809715,1930838.32041128,-5482160.01850843
111424,3662442.69809715,1888748.46590695,-5439767.1640041
111722,3716595.15619066,1846172.78924951,-5451045.94544016
111993,3716595.15619066,1803597.11259206,-5408199.26878272
112285,3716595.15619066,1761043.81193809,-5365353.96812875
112628,3716595.15619066,1718490.51128412,-5322457.66747477
113006,3774398.22416569,1676276.64825928,-5337668.87242497
113302,3774398.22416569,1634062.78523444,-5295159.00940013
113652,3774398.22416569,1592006.0319646,-5252752.25613029
114088,3774398.22416569,1549949.27869476,-5210259.50286045
114525,3826529.50593574,1507478.60334743,-5219483.10928317
114975,3826529.50593574,1465007.92800011,-5176562.43393585
115355,3826529.50593574,1421937.4216231,-5133111.92755884
115734,3826529.50593574,1378866.91524609,-5089662.42118183
116165,3872639.34017048,1335703.80042804,-5092178.14059852
116504,3872639.34017048,1292540.68560998,-5048676.02578046
116926,3872639.34017048,1249546.06230979,-5005259.40248027
117562,3872639.34017048,1206551.4390096,-4961628.77918009
118361,3924832.61590096,1163805.01210686,-4970276.62800783
119059,3924832.61590096,1121058.58520412,-4926832.20110508
119617,3924832.61590096,1078890.00652285,-4884105.62242381
120068,3924832.61590096,1036721.42784157,-4841486.04374253
120522,3985018.68100387,994879.498711588,-4859376.17971546
121161,3985018.68100387,953037.569581606,-4816895.25058548
121628,3985018.68100387,911403.048204378,-4774793.72920825
122626,3985018.68100387,869768.52682715,-4732161.20783102
122984,4041799.02488436,828600.870265669,-4747415.89515003
123547,4041799.02488436,787433.213704188,-4705685.23858855
124048,4041799.02488436,746362.319418601,-4664113.34430296
124449,4041799.02488436,705291.425133014,-4622641.45001737
124863,4097112.31007596,663859.200658731,-4636108.51073469
125216,4097112.31007596,622426.976184448,-4594323.28626041
125624,4097112.31007596,580773.491068929,-4552261.80114489
125994,4097112.31007596,539120.005953409,-4510238.31602937
126337,4159836.35521442,497503.801758341,-4531003.15697277
126719,4159836.35521442,455887.597563274,-4489004.9527777
127092,4159836.35521442,414007.207944008,-4446751.56315843
127440,4159836.35521442,372126.818324743,-4404523.17353917
127801,4215609.24361886,329779.509926564,-4417587.75354542
128151,4215609.24361886,287432.201528385,-4374890.44514725
128527,4215609.24361886,244968.032882488,-4332050.27650135
128860,4215609.24361886,202503.864236591,-4289253.10785545
129272,4262715.05704624,160214.451083721,-4293657.50812996
129757,4262715.05704624,117925.037930851,-4250883.09497709
130274,4262715.05704624,74692.3953228864,-4207133.45236913
131238,4262715.05704624,31459.752714922,-4162936.80976117
131931,4306047.11662122,-11997.7713179157,-4162118.34530331
132533,4306047.11662122,-55455.2953507534,-4118058.82127047
133028,4306047.11662122,-94439.2110912231,-4078579.90553
133651,4306047.11662122,-133423.126831693,-4038972.98978953
134124,4352417.99785936,-163013.006562811,-4055280.99129654
134603,4352417.99785936,-192602.886293929,-4025212.11156543
135089,4352417.99785936,-216260.247276863,-4001068.75058249
135658,4352417.99785936,-239917.608259797,-3976842.38959956
136158,4406572.97389588,-263859.787180699,-4006555.18671518
136624,4406572.97389588,-287801.966101602,-3982147.00779427
137068,4406572.97389588,-389778.171242881,-3879726.802653
137379,4406572.97389588,-491754.37638416,-3777439.59751172
137743,4458080.91679678,-557821.293627972,-3762516.62316881
138026,4458080.91679678,-623888.210871784,-3696166.705925
138360,4458080.91679678,-641838.590221583,-3677882.3265752
138699,4458080.91679678,-659788.969571382,-3659592.9472254
139115,4517319.34730896,-659788.969571382,-3718415.37773757
139504,4517319.34730896,-659788.969571382,-3718026.37773757
139949,4517319.34730896,-755071.60822275,-3622298.73908621
140447,4517319.34730896,-850354.246874117,-3526518.10043484
140905,4575225.77654631,-977548.174063446,-3456772.60248286
141277,4575225.77654631,-1104742.10125278,-3329206.67529353
141706,4575225.77654631,-1124008.59444518,-3309511.18210113
142002,4575225.77654631,-1143275.08763758,-3289948.68890873
142335,4622883.0501051,-1167214.9702315,-3313333.0798736
142734,4622883.0501051,-1191154.85282541,-3288994.19727969
144589,4622883.0501051,-1206640.46379888,-3271653.58630622
156676,4622883.0501051,-1222126.07477235,-3244080.97533275
157139,4671723.6535192,-1243176.83285975,-3271407.82065945
157573,4671723.6535192,-1264227.59094716,-3249923.06257204
165304,4671723.6535192,-1333065.11770158,-3173354.53581762
177626,4671723.6535192,-1401902.644456,-3092195.0090632
188004,4722774.9877582,-1449613.82560895,-3085157.16214925
188399,4722774.9877582,-1497325.0067619,-3037050.98099631
188737,4722774.98775821,-1552418.36181733,-2981619.62594087
191486,4722774.98775821,-1607511.71687277,-2923777.27088544
197369,4775466.77853762,-1620692.01002844,-2957405.76850918
198911,4775466.77853762,-1633872.3031841,-2942683.47535351
199401,4775466.77853762,-1720164.59486358,-2855901.18367404
199858,4775466.77853762,-1806456.88654305,-2769151.89199457
200293,4830508.4104785,-1859959.29378655,-2770256.11669194
200748,4830508.4104785,-1913461.70103006,-2716298.70944844
201253,4830508.4104785,-2027848.12912814,-2601407.28135036
201725,4830508.4104785,-2142234.55722622,-2486548.85325227
202136,4884729.78123989,-2163859.54293314,-2518734.23830676
202538,4884729.78123989,-2185484.52864005,-2496707.25259984
202974,4884729.78123989,-2211446.46574825,-2470309.31549165
203421,4884729.78123989,-2237408.40285644,-2443900.37838345
203969,4931421.9667348,-2265351.8703044,-2462101.09643041
204506,4931421.9667348,-2293295.33775235,-2433620.62898246
205022,4931421.9667348,-2326043.84756808,-2400356.11916672
205404,4931421.9667348,-2358792.35738381,-2367225.60935099
205908,4977987.94596167,-2455725.34825606,-2316354.59770562
206472,4977987.94596167,-2552658.3391283,-2218857.60683337
207195,4977987.94596167,-2604888.18287569,-2165904.76308598
207878,4977987.94596167,-2657118.02662309,-2112991.91933858
208488,5025917.25907202,-2729478.95996012,-2087950.2991119
209011,5025917.25907202,-2801839.89329714,-2015066.36577488
209514,5025917.25907202,-2825319.94313249,-1991083.31593953
209980,5025917.25907202,-2848799.99296783,-1967137.26610418
210527,5082620.14851213,-2919174.42826352,-1952918.7202486
211461,5082620.14851213,-2989548.86355921,-1881610.28495292
212077,5082620.14851213,-3047412.56385657,-1823130.58465556
212711,5082620.14851213,-3105276.26415393,-1764632.88435819
213263,5144093.57145849,-3138657.13101996,-1792173.44043853
213841,5144093.57145849,-3172037.997886,-1758214.5735725
214396,5144093.57145849,-3179037.81952571,-1750659.75193278
215046,5144093.57145849,-3186037.64116542,-1743009.93029307
215553,5201366.69279425,-3188982.65533462,-1796831.03745963
216137,5201366.69279425,-3191927.66950383,-1793302.02329043
216778,5201366.69279425,-2483509.60415081,-2501079.08864344
217320,5201366.69279425,-1775091.5387978,-3208955.15399645
217899,5257070.24879297,-1077409.91419776,-3961761.33459521
218493,5257070.24879297,-379728.289597717,-4658848.95919525
219086,5257070.24879297,-382684.707410713,-4655299.54138225
219939,5257070.24879297,-385641.125223709,-4651490.12356926
221181,526395.603663692,-386601.921986073,81387.3183223804
222373,553388.514186642,-387562.718748436,56547.2045617937
223223,553388.514186642,-391248.142810354,61082.6286237112
224103,553388.514186642,-394933.566872271,65648.0526856286
225495,553388.514186642,-447398.937521492,119505.42333485
226688,583970.145067381,-499864.308170714,142582.163103333
228046,583970.145067381,-540194.908177121,184270.763109741
229308,583970.145067381,-580525.508183528,225863.363116148
230541,583970.145067381,-618121.003699837,264691.858632457
231812,619324.724483101,-655716.499216147,268203.774733045
233097,619324.724483101,-708961.934180892,322734.209697791
234029,619324.724483101,-762207.369145638,376911.644662536
235056,619324.724483101,-811592.943127144,427324.218644042
235872,657080.104509435,-860978.51710865,439770.412599214
236742,657080.104509435,-972914.52345928,552576.418949845
237709,657080.104509435,-1084850.52980991,665479.425300475
238556,657080.104509435,-1099066.26802112,680542.163511687
239603,691018.700260319,-1113282.00623233,661866.305972015
241034,691018.700260319,-1143589.79898222,693605.098721905
242107,691018.700260319,-1173897.59173211,724985.891471795
243441,691018.700260319,-1215714.43720824,768136.736947924
244406,718064.958700362,-1257531.28268437,783872.32398401
245391,718064.958700362,-1312018.25713462,839344.298434254
246291,718064.958700362,-1366505.23158486,894731.272884499
247327,718064.958700362,-1410141.62136224,939403.662661882
248617,765759.439543496,-1453778.01113963,936635.571596131
250820,765759.439543496,-1509024.53273473,994085.093191235
252635,765759.439543496,-1564271.05432983,1051146.61478634
253620,765759.439543496,-1615916.77803494,1103777.33849144
254624,822321.85890984,-1667562.50174005,1099864.64283021
255401,822321.85890984,-1719423.47339151,1152502.61448167
256319,822321.85890984,-1771284.44504297,1205281.58613313
257206,822321.85890984,-1817131.64151629,1252015.78260645
258063,872030.784690992,-1862978.83798961,1249011.05329861
258974,872030.784690992,-1923782.96365407,1310726.17896307
259816,872030.784690992,-1984587.08931853,1372372.30462754
260849,872030.784690992,-2038356.82384653,1427175.03915554
262715,915781.525509862,-2092126.55837453,1439060.03286467
265148,915781.525509862,-2161726.54895664,1511093.02344678
267051,915781.525509862,-2231326.53953875,1582596.01402888
268892,915781.525509862,-2252446.22461829,1605556.69910843
270870,961229.492814207,-2273565.90969783,1583206.41688362
273137,961229.492814207,-2343311.455453,1655218.96263879
275199,961229.492814207,-2413057.00120817,1727026.50839396
277454,961229.492814207,-2465210.69811531,1781435.2053011
279540,1011830.71983493,-2517364.39502245,1785073.67518753
281313,1011830.71983493,-2569066.03990242,1838548.32006749
283011,1011830.71983493,-2620767.68478238,1891947.96494746
284980,1011830.71983493,-2693746.39830099,1966895.67846607
287132,1065353.00971581,-2766725.1118196,1988504.10210379
289526,1065353.00971581,-2805968.9375929,2030141.92787709
291483,1065353.00971581,-2845212.76336619,2071342.75365038
293617,1065353.00971581,-2893486.85809527,2121750.84837946
295581,1117089.4297176,-2941760.95282435,2120252.52310675
297842,1117089.4297176,-2992063.18245618,2172815.75273858
299774,1117089.4297176,-3042365.41208802,2225049.98237042
301434,1117089.4297176,-3103423.06321912,2287767.63350152
304408,1166289.79989404,-3164480.71435022,2302598.91445618
307410,1166289.79989404,-3217486.56223158,2358606.76233754
309529,1166289.79989404,-3270492.41011293,2413731.6102189
311475,1166289.79989404,-3322246.42619539,2467431.62630135
313393,1220615.89510978,-3374000.44227784,2466777.54716806
315513,1220615.89510978,-3426097.25795531,2520994.36284552
318043,1220615.89510978,-3478194.07363277,2575621.17852299
319830,1220615.89510978,-3512582.57120642,2611796.67609664
321321,1275423.72441207,-3546971.06878007,2592868.344368
323428,1275423.72441207,-3589597.43852369,2637601.71411162
326240,1275423.72441207,-3632223.80826731,2683040.08385524
328715,1275423.72441207,-3709243.82078793,2762535.09637586
331696,1321504.47837521,-3786263.83330856,2796455.35493335
334195,1321504.47837521,-3836868.46284273,2849558.98446752
337432,1321504.47837521,-3887473.0923769,2903400.61400169
340620,1321504.47837521,-3959831.98673436,2978947.50835915
343379,1370334.18131855,-4032190.88109182,3005235.69977326
346493,1370334.18131855,-4052682.02651841,3028840.84519986
349167,1370334.18131855,-4073173.17194501,3052005.99062645
356489,1370334.18131855,-4127412.47526541,3113567.29394686
358790,1419491.53809961,-4181651.77858582,3120950.24048621
363158,1419491.53809961,-4231228.87958361,3174895.341484
365376,1419491.53809961,-4280805.98058141,3226690.4424818
367463,1419491.53809961,-4335627.08933519,3283598.55123558
370450,1471912.4515734,-4390448.19808897,3288985.74651557
372722,1471912.4515734,-4425391.20694012,3326200.75536672
376142,1471912.4515734,-4460334.21579127,3364563.76421788
379057,1471912.4515734,-4489419.53969764,3396564.08812424
380682,1524458.66803215,-4518504.86360401,3374728.19557186
382888,1524458.66803215,-4598889.72102784,3457319.05299569
384461,1524458.66803215,-4679274.57845167,3539276.91041953
386265,1524458.66803215,-4729996.02280518,3591802.35477304
387868,1575522.57902233,-4780717.4671587,3593062.88813637
390195,1575522.57902233,-4865613.23536535,3680285.65634302
392467,1575522.57902233,-4950509.003572,3767453.42454967
394235,1575522.57902233,-4993786.39870431,3812498.81968198
396077,1633240.54840743,-5037063.79383663,3799900.24542919
397777,1633240.54840743,-5067298.48888368,3831834.94047625
399526,1633240.54840743,-5097533.18393074,3863818.6355233
401179,1633240.54840743,-5143501.34727537,3911439.79886793
403058,1687664.55728465,-5189469.51061999,3904862.95333534
405077,1687664.55728465,-5240581.72329202,3957994.16600737
407557,1687664.55728465,-5291693.93596404,4011586.37867939
410525,1687664.55728465,-5331933.53983277,4054793.98254812
412526,1739882.0154918,-5372173.1437015,4044817.1282097
414506,1739882.0154918,-5405419.19602391,4080043.18053211
416826,1739882.0154918,-5438665.24834632,4115609.23285452
419537,1739882.0154918,-5458516.00094958,4138170.98545778
423104,1789674.17307402,-5478366.75355284,4111796.58047882
426277,1789674.17307402,-5493475.18105733,4130078.00798331
428189,1789674.17307402,-5508583.60856182,4147098.4354878
430451,1789674.17307402,-5526683.50397622,4167460.3309022
432551,1839291.48613926,-5544783.39939063,4138042.91325137
435047,1839291.48613926,-1435131.2391957,30886.7530564421
437563,1839291.48613926,2674520.92099922,-4076249.40713848
440316,1839291.48613926,2674520.92099922,-4073496.40713848
444866,1891098.73745123,2674520.92099922,-4120753.65845046
448484,1891098.73745123,2674520.92099922,-4117135.65845046
451958,1891098.73745123,2674520.92099922,-4113661.65845046
455980,1891098.73745123,2674520.92099922,-4109639.65845046
460628,1942070.38062761,2674520.92099922,-4155963.30162683
463147,1942070.38062761,2764516.03725054,-4243439.41787815
466382,1942070.38062761,2854511.15350186,-4330199.53412947
469349,1942070.38062761,3744326.57887649,-5217047.9595041
472748,1995796.52561475,4634142.00425111,-6157190.52986586
475997,1995796.52561475,5603636.5415987,-7123436.06721345
479886,1995796.52561475,6573131.07894629,-8089041.60456104
482663,1995796.52561475,6637067.73218694,-8150201.25780169
486223,2053446.99627105,6701004.38542758,-8268228.38169863
489370,2053446.99627105,6694509.27736991,-8258586.27364095
492642,2053446.99627105,6688014.16931223,-8248819.16558328
495278,2053446.99627105,6676080.45133394,-8234249.44760499
499682,2110380.48766464,6664146.73335566,-8274845.2210203
504031,2110380.48766464,6648268.5842473,-8254618.07191194
508021,2110380.48766464,6632390.43513895,-8234749.92280359
512181,2110380.48766464,6614703.70083066,-8212903.1884953
516536,2165394.36972837,6597016.96652236,-8245875.33625073
521533,2165394.36972837,6575875.80814789,-8219737.17787626
526664,2165394.36972837,6554734.64977342,-8193465.01950179
531467,2165394.36972837,6532054.81940924,-8165982.18913761
536289,2218927.03186744,6509374.98904507,-8192013.02091251
541736,2218927.03186744,6484775.22430849,-8161966.25617594
547511,2218927.03186744,6460175.45957192,-8131591.49143936
553073,2218927.03186744,6433473.79944299,-8099327.83131044
559245,2273701.09974394,6406772.13931407,-8121228.23905801
566063,2273701.09974394,6377257.43203826,-8084895.5317822
571554,2273701.09974394,6347742.72476244,-8049889.82450638
576608,2273701.09974394,6318043.1131533,-8015136.21289724
581333,2327619.29967903,6288343.50154417,-8034629.8012232
586168,2327619.29967903,6258658.12701447,-8000109.4266935
592371,2327619.29967903,6228972.75248477,-7964221.0521638
598440,2327619.29967903,6199271.6615147,-7928450.96119373
605597,2380746.59179912,6169570.57054463,-7944720.16234375
613971,2380746.59179912,6138894.31951522,-7905669.91131434
622744,2380746.59179912,6108218.06848582,-7866220.66028494
630905,2380746.59179912,6078923.37328696,-7828764.96508608
640713,2436242.123876,6049628.6780881,-7845157.8019641
649417,2436242.123876,6019682.90018638,-7806508.02406238
660811,2436242.123876,5989737.12228466,-7765168.24616066
672978,2436242.123876,5961528.31509997,-7724792.43897596
684211,2493341.73561792,5933319.50791528,-7742450.2435332
695373,2493341.73561792,5906156.74081996,-7704125.47643789
707041,2493341.73561792,5878993.97372465,-7665294.70934257
719279,2493341.73561792,5850037.7876985,-7624100.52331642
731881,2551525.26768638,5821081.60167234,-7640725.86935872
746053,2551525.26768638,5791932.54687812,-7597404.8145645
757830,2551525.26768638,5762783.4920839,-7556478.75977027
769378,2551525.26768638,5732420.44899005,-7514567.71667642
781403,2608906.08642859,5702057.40589619,-7529560.49232479
792881,2608906.08642859,5672772.93544093,-7488798.02186952
804159,2608906.08642859,5643488.46498567,-7448235.55141426
813311,2608906.08642859,5613958.16112891,-7409553.24755751
825121,2665165.03972677,5584427.85727216,-7424471.89699892
835633,2665165.03972677,5555949.4896959,-7385481.52942267
846767,2665165.03972677,5527471.12211964,-7345869.16184641
856284,2665165.03972677,5498122.26117457,-7307003.30090134
866582,2715107.5092312,5468773.40022951,-7317298.90946071
878020,2715107.5092312,5440730.06512634,-7277817.57435754
888912,2715107.5092312,5412686.73002317,-7238882.23925437
899070,2715107.5092312,5384383.0906785,-7200420.5999097
908955,2766682.96955837,5356079.45133384,-7213807.42089221
918405,2766682.96955837,5326846.35421557,-7175124.32377394
927859,2766682.96955837,5297613.2570973,-7136437.22665567
935832,2766682.96955837,5268998.21224944,-7099849.18180781
945327,2822480.27305414,5240383.16740159,-7117536.44045574
953808,2822480.27305414,5211704.68185507,-7080376.95490922
964861,2822480.27305414,5183026.19630855,-7040645.4693627
974253,2822480.27305414,5153492.4870676,-7001719.76012175
982464,2874873.32896675,5123958.77782665,-7016368.1067934
990861,2874873.32896675,5093806.39809002,-6977818.72705677
998918,2874873.32896675,5063654.01835339,-6939609.34732014
1008785,2874873.32896675,5032995.60129246,-6899083.93025921
1017580,2929683.70237497,5002337.18423152,-6914440.88660648
1027155,2929683.70237497,4971588.0231562,-6874116.72553116
1035574,2929683.70237497,4940838.86208087,-6834948.56445584
1044204,2929683.70237497,4910293.32168679,-6795773.02406175
1052025,2985259.83540096,4879747.7812927,-6812982.61669366
1061135,2985259.83540096,4849209.50737621,-6773334.34277717
1069320,2985259.83540096,4818671.23345972,-6734611.06886068
1079183,2985259.83540096,4787804.47522497,-6693881.31062592
1087728,3036934.99825848,4756937.71699021,-6706144.71524869
1096336,3036934.99825848,4725899.43725134,-6666498.43550982
1104773,3036934.99825848,4694861.15751247,-6627023.15577095
1112807,3036934.99825848,4664053.43896659,-6588181.43722506
1120673,3088204.64234023,4633245.72042069,-6600777.36276092
1130228,3088204.64234023,4602671.34028846,-6560647.98262868
1138629,3088204.64234023,4572096.96015622,-6521672.60249645
1146958,3088204.64234023,4541565.48278504,-6482812.12512527
1154776,3147125.88688521,4511034.00541386,-6503383.89229908
1162236,3147125.88688521,4480431.34766846,-6465321.23455367
1169090,3147125.88688521,4449828.68992305,-6427864.57680827
1176519,3147125.88688521,4419052.08923054,-6389658.97611576
1184551,3210987.52814407,4388275.48853804,-6414712.0166821
1193364,3210987.52814407,4357112.60258889,-6374736.13073295
1201418,3210987.52814407,4325949.71663974,-6335519.2447838
1209669,3210987.52814407,4294608.43326598,-6295926.96141005
1216977,3273299.44176315,4263267.14989223,-6319589.59165538
1224057,3273299.44176315,4231814.73323547,-6281057.17499863
1230782,3273299.44176315,4200362.31657872,-6242879.75834187
1237892,3273299.44176315,4168700.49957199,-6204107.94133514
1246530,3332684.00345203,4137038.68256526,-6223192.68601729
1254912,3332684.00345203,4104856.66568956,-6182628.6691416
1263028,3332684.00345203,4072674.64881387,-6142330.6522659
1270092,3332684.00345203,4039918.27128892,-6102510.27474095
1277478,3388811.87775679,4007161.89376397,-6118495.77152075
1285099,3388811.87775679,3973880.11101639,-6077592.98877318
1293446,3388811.87775679,3940598.32826882,-6035964.20602561
1302705,3388811.87775679,3906814.76859057,-5992921.64634735
1310833,3444443.52521817,3873031.20891231,-6006641.73413048
1318290,3444443.52521817,3838954.34385345,-5965107.86907162
1326077,3444443.52521817,3804877.47879459,-5923244.00401276
1333202,3444443.52521817,3771049.47522236,-5882291.00044053
1340557,3494774.68431132,3737221.47165012,-5891439.15596144
1348481,3494774.68431132,3703832.2608557,-5850125.94516702
1355906,3494774.68431132,3670443.05006129,-5809311.73437261
1363239,3494774.68431132,3636769.8817754,-5768305.56608672
1370321,3548521.51848307,3603096.71348951,-5781297.23197258
1377800,3548521.51848307,3569351.17386397,-5740072.69234705
1384788,3548521.51848307,3535605.63423844,-5699339.15272151
1390241,3548521.51848307,3501939.98952676,-5660220.50800983
1398048,3607442.63734483,3468274.34481509,-5677668.98215992
1405894,3607442.63734483,3434162.49994807,-5635711.1372929
1413174,3607442.63734483,3400050.65508105,-5594319.29242588
1420396,3607442.63734483,3365503.75449546,-5552550.39184029
1427313,3662442.69809715,3330956.85390987,-5566086.55200702
1433638,3662442.69809715,3295888.42276673,-5524693.12086388
1440250,3662442.69809715,3260819.99162358,-5483012.68972073
1447531,3662442.69809715,3225135.34522618,-5440047.04332333
1455236,3716595.15619066,3189450.69882878,-5450809.85501943
1462414,3716595.15619066,3153357.62829879,-5407538.78448945
1468895,3716595.15619066,3117264.5577688,-5364964.71395946
1476161,3716595.15619066,3081279.11638673,-5321713.27257738
1482614,3774398.22416569,3045293.67500465,-5337077.89917034
1488915,3774398.22416569,3009363.2301745,-5294846.45434019
1495337,3774398.22416569,2973432.78534435,-5252494.00951004
1501901,3774398.22416569,2937246.31532204,-5209743.53948773
1508416,3826529.50593574,2901059.84529973,-5219173.35123546
1514456,3826529.50593574,2864233.88045624,-5176307.38639198
1520498,3826529.50593574,2827407.91561275,-5133439.42154849
1526679,3826529.50593574,2790246.42288739,-5090096.92882313
1532454,3872639.34017048,2753084.93016203,-5093270.27033251
1538726,3872639.34017048,2716019.29854572,-5049932.63871621
1546146,3872639.34017048,2678953.66692942,-5005447.00709991
1554224,3872639.34017048,2641909.99306915,-4960325.33323963
1561032,3924832.61590096,2604866.31920888,-4968666.93510984
1566852,3924832.61590096,2568162.98182885,-4926143.59772981
1573083,3924832.61590096,2531459.64444881,-4883209.26034978
1578754,3924832.61590096,2495045.23880026,-4841123.85470122
1584671,3985018.68100387,2458630.8331517,-4858978.51415557
1590726,3985018.68100387,2422179.21186425,-4816471.89286812
1596521,3985018.68100387,2385727.5905768,-4774225.27158067
1602230,3985018.68100387,2349617.71534827,-4732406.39635214
