"TotalBitcoins","seasonal","trend","remainder"
3005550,-206009.662696894,3449295.37275535,-237735.710058456
3013900,-199783.650049123,3450908.45766769,-237224.807618568
3022300,-199801.218007941,3452521.54258003,-230420.32457209
3029150,-199819.747861646,3454183.65227993,-225213.904418288
3037200,-199830.565954158,3455845.76197984,-218815.196025678
3044800,-193674.968672095,3457548.53432386,-219073.565651769
3054600,-193692.525211888,3459251.30666789,-210958.781456002
3061950,-193711.064931942,3460972.87254819,-205311.807616252
3069100,-193721.898982463,3462694.4384285,-199872.539446036
3076500,-187280.202624552,3464209.99938729,-200429.796762738
3084400,-187297.74774532,3465725.56034608,-194027.81260076
3093050,-187316.297331723,3468514.67071056,-188148.373378836
3101150,-187327.147340253,3471303.78107504,-182826.633734783
3109050,-181086.73053201,3473517.33787576,-183380.607343751
3117600,-181104.264233753,3475730.89467649,-177026.630442732
3126700,-181122.819394206,3477456.35025743,-169633.530863223
3134300,-181133.689653045,3479181.80583837,-163748.116185328
3142450,-174919.531368723,3481054.96665629,-163685.43528757
3150400,-174937.053651441,3482928.12747421,-157591.073822772
3158550,-174955.614385944,3487123.91821382,-153618.303827872
3166600,-174966.50489509,3491319.70895342,-149753.204058327
3175800,-168558.231879444,3494237.83840271,-149879.606523266
3186200,-168575.742743137,3497155.967852,-142380.225108865
3194950,-168594.30905169,3499731.21701086,-136186.907959167
3204950,-168605.219811145,3502306.46616971,-128751.246358566
3214250,-162047.002669102,3502608.91727987,-126311.914610769
3223050,-162064.50211377,3502911.36839003,-117796.86627626
3231450,-162083.073996372,3503254.61755006,-109721.543553686
3239150,-162094.005006136,3503597.86671009,-102353.861703953
3247050,-155577.328955792,3531322.15329043,-128694.824334639
3256500,-155594.816981435,3559046.43987077,-146951.622889339
3266250,-155613.394438088,3591921.11238385,-170057.71794576
3275100,-155624.34569816,3624795.78489692,-194071.439198761
3300750,-149584.192165575,3626111.23423215,-175777.042066576
3337950,-149601.668772193,3627426.68356738,-139875.014795188
3366650,-149620.251802896,3627862.18590465,-111591.934101751
3397850,-149631.223313275,3628297.68824191,-80816.4649286359
3427750,-143739.545456502,3628494.89027359,-57005.344817088
3436900,-143757.010644095,3628692.09230527,-48035.0816611736
3445850,-143775.599248848,3637557.72887196,-47932.1296231081
3454050,-143786.591009536,3646423.36543864,-48586.7744291062
3462950,-137467.658338545,3651438.54393221,-51020.8855936602
3473050,-137485.112107113,3656453.72242577,-45918.6103186556
3482400,-137503.706285916,3661992.1891047,-42088.4828187828
3492100,-137514.718296912,3667530.65578363,-37915.9374867165
3501350,-131287.781528218,3667780.6825943,-35142.9010660821
3512050,-131305.223877762,3668030.70940497,-24675.4855272109
3525050,-131323.823630614,3668344.6046188,-11970.7809881894
3533800,-131334.855891919,3668658.49983263,-3523.64394071558
3541900,-125365.569836464,3678799.3290396,-11533.7592031346
3550650,-125383.000766983,3688940.15824656,-12907.1574795814
3559750,-125401.606093885,3701503.90087398,-16352.2947800918
3569200,-125412.658605498,3714067.64350139,-19454.984895892
3580250,-119524.805117846,3717078.4626679,-17303.6575500532
3592950,-119542.224629339,3720089.28183441,-7597.05720506934
3604350,-119560.835530292,3722787.70070291,1123.1348273796
3615750,-119571.908292213,3725486.11957142,9835.78872079728
3627950,-113667.314292441,3727220.46631145,14396.8479809938
3636000,-113684.722384909,3728954.81305148,20729.9093334302
3643100,-113703.338859911,3730388.66684868,26414.6720112315
3652700,-113714.431872141,3731822.52064588,34591.91122626
3662150,-107596.659138375,3733211.42139644,36535.2377419397
3672500,-107614.055811818,3734600.32214699,45513.7336648288
3683350,-107632.67786087,3737420.60782354,53562.0700373328
3694250,-107643.791123408,3740240.89350009,61652.8976233215
3705100,-101547.635448788,3749415.64257228,57231.9928765106
3718150,-101565.020703206,3758590.39164447,61124.6290587382
3731900,-101583.648326308,3762686.59002461,70797.058301698
3737700,-101594.781839154,3766782.78840475,72511.9934344012
3744250,-95572.2990593283,3772082.07845505,67740.220604274
3750900,-95589.6728947214,3777381.36850536,69108.3043893659
3757900,-95608.3060918735,3778275.50338411,75232.8027077601
3766250,-95619.4598550277,3779169.63826287,82699.8215921568
3775450,-89703.6767946702,3782165.57750723,82988.0992874359
3785400,-89721.0392110383,3785161.5167516,89959.5224594413
3796250,-89739.6779822404,3789939.31732927,96050.360652966
3806500,-89750.8519957028,3794717.11790695,101533.734088751
3817850,-84125.4579170573,3799348.11541538,102627.342501676
3828250,-84142.8089144005,3803979.11292381,108413.69599059
3837150,-84161.4532596525,3807673.40441064,113638.048849012
3846100,-84172.6475234232,3811367.69589747,118904.951625952
3854000,-78797.0535409057,3814252.71096428,118544.342576621
3861450,-78814.3931192239,3817137.7260311,123126.667088124
3870200,-78833.0430385258,3820700.70455606,128332.338482464
3879000,-78844.2575526048,3824263.68308102,133580.57447158
3886550,-73529.3031701083,3825130.99173097,134948.311439136
3894550,-73546.6313294015,3825998.30038092,142098.330948481
3903500,-73565.2868227533,3826185.42751521,150879.859307542
3911600,-73576.5215871406,3826372.5546495,158803.966937636
3920050,-67890.1561930006,3826852.20991359,161087.946279406
3927600,-67907.4729332687,3827331.86517769,168175.607755583
3935200,-67926.1340006705,3828070.23606816,175055.897932515
3942750,-67937.389015366,3828808.60695863,181878.78205674
3951300,-62196.2085759916,3837790.59717444,175705.611401553
3959400,-62213.5138972347,3846772.58739025,174840.926506984
3968550,-62232.1805386865,3850016.85498946,180765.32554923
3976750,-62243.4558036903,3853261.12258866,185732.333215029
3986500,-56789.764525258,3870620.3028393,172669.461685962
3995900,-56807.0584274762,3887979.48308993,164727.575337546
4005400,-56825.7306429779,3888307.93854721,173917.792095766
4016200,-56837.0261582899,3888636.39400449,184400.632153796
4028050,-51333.1654885157,3888699.54030155,190683.625186966
4038550,-51350.4479717089,3888762.6865986,201137.761373105
4049100,-51369.1257612605,3888779.60464674,211689.521114525
4057950,-51380.4415268808,3888796.52269487,220533.918832015
4066600,-45649.3819195292,3890689.69806687,221559.683852664
4077200,-45666.6529836973,3892582.87343886,230283.779544833
4089500,-45685.3363472989,3900014.92026577,235170.416081528
4099600,-45696.6723632275,3907446.96709268,237849.705270549
4109450,-39871.6776708398,3915364.24535112,233957.432319724
4121350,-39888.937315983,3923281.52360955,237957.413706428
4132150,-39907.6262536345,3925638.75324241,246418.873011225
4141000,-39918.9825198713,3927995.98287527,252922.999644605
4148050,-34148.2869182805,3929300.51659073,252897.770327555
4155850,-34165.5351443987,3930605.05030619,259410.484838214
4161300,-34184.2296561001,3931986.13813181,263498.091524291
4167350,-34195.6061726452,3933367.22595743,268178.380215213
4175050,-28550.793721455,3934598.30409223,269002.48962923
4181200,-28568.0305285482,3935829.38222702,273938.64830153
4188800,-28586.7306142996,3936696.77925801,280689.951356293
4197450,-28598.127381153,3937564.176289,288483.951092158
4205200,-23210.8526468297,3938409.05546628,290001.79718055
4212850,-23228.0780348979,3939253.93464356,296824.143391335
4221450,-23246.7836946992,3941320.13789566,303376.645799038
4229700,-23258.2007118608,3943386.34114776,309571.859564102
4237700,-17882.78117561,3950847.30202255,304735.479153063
4246150,-17899.9951446532,3958308.26289733,305741.732247319
4255750,-17918.7063785045,3962111.89419701,311556.812181499
4265000,-17930.1436459744,3965915.52549668,317014.618149298
4276950,-12271.1318384549,3970131.10853903,319090.023299422
4291050,-12288.3335634427,3974346.69158139,328991.641982053
4304100,-12307.0503713439,3979935.18569658,336471.864674767
4316250,-12318.507889122,3985523.67981177,343044.828077356
4327950,-6394.41695555291,3996037.95820558,338306.45874997
4339600,-6411.60643648531,4006552.2365994,339459.369837085
4347250,-6430.32881843644,4008349.98155569,345330.34726275
4355950,-6441.80658652287,4010147.72651197,352244.08007455
4365400,-668.819961698402,4010289.7020989,355779.117862795
4375900,-685.99719857541,4010431.67768583,366154.319512742
4388000,-704.72515457648,4011313.37321956,377391.351935021
4398600,-716.223172971173,4012195.06875328,387121.154419691
4409350,4934.3307195241,4023866.08472925,380549.584551223
4421100,4917.16572670248,4035537.10070523,380645.73356807
4433100,4898.43219665147,4044518.65663117,383682.911172182
4442200,4886.91392794856,4053500.21255711,383812.873514947
4451600,10407.3184160048,4055261.11081048,385931.570773515
4460000,10390.1656672386,4057022.00906386,392587.825268906
4470050,10371.4265631376,4061371.78415871,398306.789278154
4479600,10359.8880441265,4065721.55925356,403518.552702311
4490550,15779.6432621975,4070949.04831616,403821.308421642
4500650,15762.5027574867,4076176.53737876,408710.959863753
4513050,15743.7580793358,4085277.67771121,412028.564209449
4526100,15732.1993100164,4094378.81804367,415988.982646313
4538100,21579.1686489997,4096101.00494035,420419.826410652
4547750,21562.0403883443,4097823.19183703,428364.767774631
4559350,21543.2901361435,4100250.3322767,437556.377587155
4567900,21531.7111165159,4102677.47271638,443690.816167105
4578850,27622.3776756109,4105734.23662673,445493.385697656
4590750,27605.2616590108,4108791.00053709,454353.737803901
4601800,27586.50583276,4116643.81399503,457569.68017221
4610850,27574.9065628242,4124496.62745297,458778.465984203
4623350,33752.5622954246,4128407.38662016,461190.05108442
4636500,33735.45852288,4132318.14578734,470446.395689782
4644800,33716.7005110472,4135723.86809181,475359.43139714
4650550,33705.0776023352,4139129.59039629,477715.332001377
4657300,39863.8788509552,4143682.50456453,473753.616584515
4665300,39846.787322466,4148235.41873277,477217.793944763
4672500,39828.0271250512,4150711.10436943,481960.868505519
4681750,39816.3805775631,4153186.79000609,488746.829416348
4689350,45638.2777646283,4156156.80665491,487554.915580457
4699500,45621.1984801944,4159126.82330374,494751.978216065
4708650,45602.4360971976,4164381.60979501,498665.954107788
4716950,45590.7659109333,4169636.39628629,501722.837802778
4727550,51285.6210355554,4172286.76765848,503977.611305963
4738050,51268.553995177,4174937.13903068,511844.306974147
4746900,51249.7894265981,4177965.06232083,517685.148252577
4756550,51238.0956015577,4180992.98561098,524318.918787466
4766150,56888.5417244425,4188276.27499982,520985.183275742
4777100,56871.4869281194,4195559.56438865,524668.948683226
4789000,56852.7201739585,4201057.89120412,531089.388621926
4801000,56841.002710142,4206556.21801958,537602.779270281
4812650,62673.0965600383,4212815.24029845,537161.66314151
4824200,62656.0540077707,4219074.26257733,542469.683414904
4836700,62637.2850680278,4222269.75367102,551792.96126095
4844200,62625.5439654351,4225465.24476472,556109.211269846
4852800,68397.0356087157,4230119.22679188,554283.737599405
4861500,68380.0053005034,4234773.20881904,558346.785880459
4869100,68361.2341751785,4236808.78593079,563929.979894035
4877250,68349.4694338097,4238844.36304253,570056.167523656
4886200,73916.9812831559,4240061.35624991,572221.662466929
4895500,73899.963218999,4241278.34945729,580321.687323706
4904150,73881.189908092,4247355.94546523,582912.864626682
4912050,73869.4015279471,4253433.54147316,584747.056998896
4921250,79794.6809079547,4256903.30337013,584552.015721912
4929200,79777.6750878532,4260373.06526711,589049.259645036
4939050,79758.8995913643,4264544.18068155,594746.919727085
4946950,79747.0875724432,4268715.29609599,598487.616331564
4954100,85626.5926986185,4277181.06014536,591292.34715602
4961600,85609.5991225724,4285646.82419473,590343.576682698
4969700,85590.8214405015,4294832.45355634,589276.725003157
4977050,85578.9857828042,4304018.08291795,587452.931299242
4985100,91313.7669525166,4311874.39563346,581911.837414028
4993550,91296.7856205259,4319730.70834896,582522.506030519
5002150,91278.0057528729,4321060.02499507,589811.969252059
5010150,91266.1464563995,4322389.34164118,596494.511902419
5018350,97384.9965997887,4322389.34164118,598575.66175903
5027250,97368.0275118534,4322389.34164118,607492.630846965
5036250,97349.2454586184,4322389.34164118,616511.4129002
5044450,97337.3625233689,4322389.34164118,624723.29583545
5051550,-409307.576835416,4906863.72545417,553993.851381247
5059050,-414630.85491861,5491338.10926716,-17657.2543485463
5066400,-414648.848716084,5491915.61628954,-10866.7675734553
5073600,-414666.975694676,5492493.12331192,-4226.14761724602
5083200,-414677.18951233,5494723.0923896,3154.09712272789
5090800,-410442.05453304,5496953.06146728,4288.99306575768
5099150,-410460.037502499,5498373.48672131,11236.5507811941
5107250,-410478.178869315,5499793.91197533,17934.2668939885
5115600,-410488.404123103,5501282.19404637,24806.2100767307
5124850,-404523.716794515,5502770.47611742,26603.2406770978
5133550,-404541.688935959,5505814.69416259,32276.9947733721
5142150,-404559.844691,5508858.91220776,37850.9324832428
5150800,-404570.081380921,5511655.10365573,43714.9777251873
5159450,-399565.72644,5514451.29510371,44564.4313362893
5167250,-399583.687753429,5518445.26861304,48388.4191403892
5176100,-399601.857896694,5522439.24212237,53262.615774326
5184500,-399612.106022749,5525337.03825003,58775.0677727219
5193400,-396423.504747099,5528234.83437769,61588.6703694137
5201600,-396441.455232512,5531509.17859764,66532.2766348757
5210100,-396459.639764002,5534783.52281759,71776.116946415
5219100,-396469.899326191,5537007.84073373,78562.0585924629
5226900,-391144.943464004,5539232.15864987,78812.7848141352
5236650,-391162.883121401,5541917.00118052,85895.881940878
5244650,-391181.07751924,5544601.84371118,91229.233808063
5252800,-391191.353039438,5546973.49302594,97017.8600134971
5260300,-385896.214064063,5549345.1423407,96851.0717233587
5268500,-385914.142893446,5552774.84152163,101639.301371812
5276000,-385932.347157634,5556204.54070256,105727.806455071
5284950,-385942.638635841,5557761.48042244,113131.158213397
5293050,-381580.192377839,5559318.42014233,115311.772235513
5300500,-381598.110379206,5560619.95877268,121478.151606524
5310000,-381616.324509743,5561921.49740304,129694.827106705
5319150,-381626.631945959,5563186.89504381,137589.73690215
5327900,-376880.457742322,5564452.29268458,140328.16505774
5338200,-376898.364915673,5565575.34378287,149523.021132804
5346800,-376916.588912559,5566698.39488116,157018.194031402
5355950,-376926.912306785,5567981.60342416,164895.308882629
5365400,-375029.920572995,5569264.81196715,171165.108605841
5374950,-375047.816918332,5579990.24123036,170007.57568797
5384450,-375066.050781566,5590715.67049357,168800.380287997
5394650,-375076.390133801,5602516.09888631,167210.291247495
5403950,-370213.623344098,5614316.52727905,159847.096065052
5414550,-370231.508861419,5615149.30956165,169632.199299764
5426100,-370249.752591003,5615982.09184426,180367.66074674
5438100,-370260.107901247,5616598.9894233,191761.118477944
5448900,-363125.331850968,5617215.88700234,194809.444848625
5457700,-363143.206540274,5617820.99371177,203022.212828502
5467100,-363161.460136207,5618426.1004212,211835.359715007
5476400,-363171.83140446,5624448.67443255,215123.156971915
5487000,-358711.575064507,5630471.24844389,215240.326620613
5499150,-358729.438925797,5634884.68915181,222994.749773986
5509850,-358747.702388079,5639298.12985973,229299.572528349
5520950,-358758.089614342,5645498.61864477,234209.470969575
5533500,-354179.368968388,5651699.1074298,235980.261538586
5547050,-354197.222001663,5653574.80378779,247672.418213875
5555400,-354215.495330294,5655450.50014577,254164.995184521
5561900,-354225.898514566,5656143.02188626,259982.876628308
5570350,-349223.977004738,5656835.54362674,262738.433377996
5579500,-349241.819209998,5665942.72233901,262799.096870992
5589450,-349260.102404978,5675049.90105127,263660.20135371
5602700,-349270.521547259,5679353.60646954,272616.915077722
5616200,-343606.708811332,5683657.31188781,276149.396923525
5627950,-343624.540188576,5692196.14386669,279378.396321888
5637600,-343642.833249905,5700734.97584557,280507.857404335
5645500,-343653.268350195,5701011.96185143,288141.306498766
5651450,-337699.008348683,5701288.94785729,287860.060491394
5658200,-337716.828897912,5701604.43022244,294312.398675468
5665050,-337735.13182559,5701919.9125876,300865.219237991
5671000,-337745.582883889,5702415.75826997,306329.824613923
5676850,-332341.65203414,5702911.60395233,306280.048081808
5681700,-332359.461755353,5703543.69163971,310515.770115641
5689000,-332377.77454938,5704175.77932709,317201.995222289
5695550,-332388.241565689,5704979.32834909,322958.913216601
5702450,-327069.843430066,5705782.87737109,323736.966058981
5707900,-327087.642323264,5706776.83874745,328210.803575817
5714150,-327105.96498364,5707770.80012381,333485.164859832
5721900,-327116.447957958,5708949.97226661,340066.475691348
5728200,-321131.40115593,5710129.14440941,339202.256746518
5735600,-321149.189221113,5711490.01467584,345259.174545269
5743200,-321167.521747838,5712850.88494228,351516.636805562
5751300,-321178.020680165,5714293.55785381,358184.462826354
5758350,-315155.513042122,5715736.23076535,357769.282276776
5766000,-315173.29027929,5718392.93583299,362780.354446304
5774150,-315191.632672364,5721049.64090062,368291.991771739
5781850,-315202.1475627,5723634.94915678,373417.198405921
5789650,-309399.022696053,5726220.25741294,372828.765283118
5799750,-309416.789105205,5729165.65588352,380001.133221688
5808500,-309435.141364628,5732111.0543541,385824.087010528
5817950,-309445.672212974,5734063.34445788,393332.327755098
5826300,-303983.178354468,5736015.63456165,394267.543792816
5835300,-304000.933935605,5737310.88426312,401990.049672486
5845400,-304019.296061377,5738606.13396459,410813.162096792
5852350,-304029.842867732,5740096.07410954,416283.768758195
5860450,-298412.777482137,5741586.01425449,417276.763227647
5868250,-298430.522235258,5743692.66457721,422987.85765805
5876200,-298448.894227379,5745799.31489993,428849.579327451
5884600,-298459.456991744,5751936.24929526,431123.207696479
5892300,-292767.438750913,5758073.1836906,426994.255060312
5900650,-292785.172676019,5763503.52592066,429931.646755357
5910700,-292803.554534489,5768933.86815072,434569.686383766
5918850,-292814.133256862,5770398.2928043,441265.840452562
5925600,-286932.042145435,5771862.71745788,440669.324687559
5933950,-286949.765242526,5772533.16676357,448366.598478954
5942850,-286968.156967345,5773203.61606927,456614.540898078
5950650,-286978.751647728,5773797.46445905,463831.287188679
5957700,-280811.516217969,5774391.31284883,464120.203369138
5964900,-280829.228487044,5775389.90686954,470339.321617506
5973150,-280847.630078212,5776388.50089025,477609.129187965
5981800,-280858.240716604,5782494.66384545,480163.576871153
5990300,-274547.199016119,5788600.82680066,476246.372215464
5998200,-274564.900457179,5791535.03119102,481229.869266157
6007600,-274583.311914696,5794469.23558139,487714.076333308
6017250,-274593.938511098,5799628.61437673,492215.324134366
6026750,-268043.676160278,5804787.99317208,490005.682988203
6034700,-268061.366773323,5804856.44105314,497904.925720187
6044800,-268079.788097189,5804924.8889342,507954.899162993
6054050,-268090.4306516,5834478.70275164,487661.727899959
6063850,-261712.951716297,5864032.51656908,461530.435147214
6072750,-261730.631501327,6088735.7895719,245744.841929423
6083100,-261749.062691542,6313439.06257472,31410.0001168177
6092400,-261759.721203961,6530818.08229065,-176658.361086692
6103800,-255671.386582454,6748197.10200658,-388725.71542413
6113750,-255689.055539468,6755875.36516066,-386436.30962119
6124700,-255707.496596032,6763553.62831473,-383146.131718701
6135000,-255718.171066461,6764085.39944615,-373367.228379687
6147450,-249598.33430303,6764617.17057756,-367568.836274534
6157450,-249615.992432029,6765663.33178135,-358597.339349319
6166800,-249634.443354942,6766709.49298513,-350275.049630189
6175000,-249645.13378338,6780708.87512712,-356063.741343742
6185050,-243350.226451078,6794708.25726911,-366308.030818035
6197450,-243367.873752061,6794708.25726913,-353890.38351707
6208850,-243386.334541323,6794708.25726915,-342471.922727826
6220050,-243397.040927771,6794708.25726915,-331261.216341379
6233050,-236775.264160811,6794708.25726915,-324882.993108338
6247200,-236792.90063378,6794708.25726915,-310715.35663537
6256250,-236811.371289391,6794708.25726915,-301646.88597976
6267450,-236822.093633847,6837251.13747086,-332979.043837009
6278100,-230322.437194454,6879794.01767256,-371371.580478109
6290800,-230340.062248398,6880421.07934004,-359281.017091644
6304650,-230358.542770358,6881048.14100752,-346039.598237162
6319400,-230369.281072823,6881318.60359185,-331549.322519029
6334000,-224172.607233158,6881589.06617619,-323416.458943028
6349900,-224190.220868076,6882095.64956045,-308005.42869237
6359800,-224208.711256385,6882602.23294471,-298593.521688321
6367550,-224219.46551686,6883471.50992925,-291702.044412389
6376200,-218299.441185545,6884340.78691379,-289841.345728249
6383850,-218317.043401438,6885777.93789541,-283610.894493972
6391350,-218335.543656096,6887215.08887703,-277529.545220931
6400250,-218346.31387458,6892854.35341527,-274258.039540685
6409750,-212351.667794055,6898493.61795351,-276391.950159451
6419900,-212369.258590923,6903096.82565158,-270827.56706066
6430700,-212387.76871193,6907700.03334966,-264612.264637728
6441100,-212398.554888423,6910556.48710531,-257057.932216888
6453600,-205962.761197192,6913412.94086097,-253850.179663773
6462050,-205980.340575035,6917817.12346214,-249786.782887101
6471200,-205998.860562391,6922221.30606331,-245022.445500916
6481800,-206009.662696894,6927139.88588591,-239330.223189017
6493100,-199783.650049123,6932058.46570852,-239174.815659393
6504700,-199801.218007941,6934880.41551242,-230379.197504478
6516600,-199819.747861646,6937702.36531632,-221282.617454676
6528850,-199830.565954158,6944500.70887286,-215820.142918698
6540100,-193674.968672095,6951299.05242939,-217524.083757294
6554200,-193692.525211888,6956284.82782043,-208392.302608542
6564250,-193711.064931942,6961270.60321147,-203309.538279528
6573250,-193721.898982463,6965559.38052279,-198587.481540331
6583350,-187280.202624552,6969848.15783412,-199217.955209565
6594300,-187297.74774532,6973855.51400631,-192257.766260986
6605900,-187316.297331723,6977862.87017849,-184646.572846772
6617450,-187327.147340253,6985269.17256485,-180492.025224595
6630950,-181086.73053201,6992675.4749512,-180638.744419192
6642850,-181104.264233753,6999554.5792881,-175600.315054348
6654850,-181122.819394206,7006433.683625,-170460.864230793
6662400,-181133.689653045,7008173.22969395,-164639.540040906
6670150,-174919.531368723,7009912.7757629,-164843.244394178
6678150,-174937.053651441,7013047.76145284,-159960.707801399
6685800,-174955.614385944,7016182.74714278,-155427.132756835
6694650,-174966.50489509,7021349.92325545,-151733.418360364
6703700,-168558.231879444,7026517.09936813,-154258.867488685
6712700,-168575.742743137,7027784.13305256,-146508.390309419
6721450,-168594.30905169,7029051.16673698,-139006.857685293
6729450,-168605.219811145,7029662.75560478,-131607.535793638
6737650,-162047.002669102,7030274.34447258,-130577.341803481
6745200,-162064.50211377,7031008.21828298,-123743.716169215
6753000,-162083.073996372,7031742.09209339,-116659.018097013
6759800,-162094.005006136,7032754.45177867,-110860.446772536
6767150,-155577.328955792,7033766.81146396,-111039.482508166
6775050,-155594.816981435,7035044.04280362,-104399.225822181
6782250,-155613.394438088,7036321.27414327,-98457.8797051869
6789700,-155624.34569816,7037699.03989591,-92374.694197746
6796900,-149584.192165575,7039076.80564853,-92592.6134829596
6806050,-149601.668772193,7040669.2924686,-85017.6236964073
6813750,-149620.251802896,7042261.77928866,-78891.5274857692
6821800,-149631.223313275,7043803.82876772,-72372.6054544458
6829750,-143739.545456502,7045345.87824678,-71856.332790277
6838200,-143757.010644095,7046751.06012634,-64794.0494822497
6845850,-143775.599248848,7048156.24200591,-58530.6427570628
6854050,-143786.591009536,7049610.52419519,-51773.9331856528
6861200,-137467.658338545,7051064.80638447,-52397.1480459208
6868950,-137485.112107113,7052887.91929379,-46452.8071866743
6876100,-137503.706285916,7054711.03220311,-41107.3259171937
6883350,-137514.718296912,7056599.77117217,-35735.0528752618
6892150,-131287.781528218,7058488.51014124,-35050.7286130181
6900000,-131305.223877762,7060800.38397283,-29495.1600950668
6908450,-131323.823630614,7063112.25780442,-23338.4341738056
6917450,-131334.855891919,7065193.82783885,-16408.9719469324
6925800,-125365.569836464,7067275.39787328,-16109.8280368187
6933850,-125383.000766983,7069274.23779343,-10041.2370264521
6941450,-125401.606093885,7071273.07771358,-4421.47161969915
6949850,-125412.658605498,7073443.58263841,1819.07596708275
6958600,-119524.805117846,7075614.08756325,2510.71755460091
6965950,-119542.224629339,7077422.47231361,8069.75231573358
6973900,-119560.835530292,7079230.85706396,14229.9784663264
6980550,-119571.908292213,7080912.13343871,19209.7748535024
6987450,-113667.314292441,7082593.40981345,18523.9044789867
6993650,-113684.722384909,7083851.97440608,23482.747978827
7000100,-113703.338859911,7085110.53899871,28692.7998612002
7006550,-113714.431872141,7086204.40307909,34060.02879305
7013200,-107596.659138375,7087298.26715947,33498.3919789037
7021500,-107614.055811818,7088381.38950659,40732.6663052244
7028250,-107632.67786087,7089464.51185371,46418.1660071556
7035100,-107643.791123408,7090537.16970819,52206.6214152155
7041500,-101547.635448788,7091609.82756267,51437.8078861171
7047650,-101565.020703206,7092815.86732827,56399.1533749346
7054800,-101583.648326308,7094021.90709387,62361.7412324362
7061550,-101594.781839154,7095335.91684761,67808.864991542
7068000,-95572.2990593283,7096649.92660135,66922.3724579746
7075900,-95589.6728947214,7098141.3367641,73348.3361306246
7082650,-95608.3060918735,7099632.74692684,78625.5591650344
7089900,-95619.4598550277,7101288.57105628,84230.8887987426
7097150,-89703.6767946702,7102944.39518573,83909.2816089401
7105950,-89721.0392110383,7104737.0490081,90933.9902029354
7114450,-89739.6779822404,7106529.70283048,97659.9751517633
7121000,-89750.8519957028,7108134.35172321,102616.500272494
7127400,-84125.4579170573,7109739.00061594,101786.457301115
7135100,-84142.8089144005,7111273.96561543,107968.843298968
7141650,-84161.4532596525,7112808.93061492,113002.52264473
7147350,-84172.6475234232,7114178.05912473,117344.588398691
7153600,-78797.0535409057,7115547.18763454,116849.865906365
7161350,-78814.3931192239,7116905.17780808,123259.215311141
7168900,-78833.0430385258,7118263.16798163,129469.875056898
7175250,-78844.2575526048,7119657.72685411,134436.530698497
7183350,-73529.3031701083,7121052.28572659,135827.01744352
7190450,-73546.6313294015,7122515.85149708,141480.779832325
7196750,-73565.2868227533,7123979.41726756,146335.869555189
7204450,-73576.5215871406,7125400.00024852,152626.521338619
7211950,-67890.1561930006,7126820.58322948,153019.572963521
7219300,-67907.4729332687,7128218.16280694,158989.31012633
7225550,-67926.1340006705,7129615.7423844,163860.39161627
7232550,-67937.389015366,7131029.02413133,169458.36488404
7239700,-62196.2085759916,7132442.30587825,169453.902697741
7246600,-62213.5138972347,7133822.18822164,174991.325675592
7253100,-62232.1805386865,7135202.07056503,180130.109973652
7259900,-62243.4558036903,7136546.04074997,185597.415053718
7267500,-56789.764525258,7137890.01093491,186399.753590348
7274900,-56807.0584274762,7139191.43949116,192515.618936318
7281200,-56825.7306429779,7140492.86804741,197532.862595571
7287350,-56837.0261582899,7141729.69649815,202457.329660142
7295700,-51333.1654885157,7142966.52494889,204066.640539626
7301800,-51350.4479717089,7144100.37859836,209050.069373352
7308750,-51369.1257612605,7145234.23224782,214884.893513435
7316150,-51380.4415268808,7146332.82671841,221197.614808472
7323650,-45649.3819195292,7147431.42118899,221867.960730537
7330350,-45666.6529836973,7148495.0564604,227521.5965233
7336550,-45685.3363472989,7149558.6917318,232676.644615497
7343650,-45696.6723632275,7150639.18267426,238707.489688972
7350500,-39871.6776708398,7151719.67361671,238652.004054133
7357300,-39888.937315983,7152765.08013423,244423.857181757
7363950,-39907.6262536345,7153810.48665175,250047.139601889
7370650,-39918.9825198713,7154946.28065575,255622.701864121
7376800,-34148.2869182805,7156082.07465976,254866.212258524
7383600,-34165.5351443987,7157245.3828385,260520.1523059
7390150,-34184.2296561001,7158408.69101724,265925.538638859
7396650,-34195.6061726452,7159566.57941607,271279.026756575
7403150,-28550.793721455,7160724.4678149,270976.325906557
7410000,-28568.0305285482,7161883.91626064,276684.114267913
7416650,-28586.7306142996,7163043.36470637,282193.365907926
7423050,-28598.127381153,7163934.60201781,287713.525363347
7429500,-23210.8526468297,7164825.83932924,287885.013317591
7435650,-23228.0780348979,7165485.20287516,293392.87515974
7441550,-23246.7836946992,7166144.56642108,298652.217273622
7446850,-23258.2007118608,7166658.60841851,303449.592293354
7452800,-17882.78117561,7167172.65041594,303510.130759672
7457350,-17899.9951446532,7167540.35039206,307709.644752595
7464000,-17918.7063785045,7167908.05036818,314010.656010326
7471050,-17930.1436459744,7168246.96096951,320733.182676467
7477200,-12271.1318384549,7168585.87157084,320885.260267618
7482850,-12288.3335634427,7168883.35640862,326254.977154817
7489200,-12307.0503713439,7169180.84124641,332326.209124931
7495800,-12318.507889122,7169345.87305319,338772.634835929
7500950,-6394.41695555291,7169510.90485997,337833.51209558
7507850,-6411.60643648531,7169596.83407008,344664.77236641
7512550,-6430.32881843644,7169682.76328018,349297.565538258
7517800,-6441.80658652287,7169709.98960793,354531.816978589
7523950,-668.819961698402,7169737.21593569,354881.604026008
7530450,-685.99719857541,7169730.85483447,361405.142364101
