,BlockSize
2009-01-03,0.0
2009-01-04,0.0
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-10,0.0
2009-01-11,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-17,0.0
2009-01-18,0.0
2009-01-19,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-24,0.0
2009-01-25,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,0.0
2009-01-31,0.0
2009-02-01,0.0
2009-02-02,0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-07,0.0
2009-02-08,0.0
2009-02-09,0.0
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,0.0
2009-02-14,0.0
2009-02-15,0.0
2009-02-16,0.0
2009-02-17,0.0
2009-02-18,0.0
2009-02-19,0.0
2009-02-20,0.0
2009-02-21,0.0
2009-02-22,0.0
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,0.0
2009-02-28,0.0
2009-03-01,0.0
2009-03-02,0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,0.0
2009-03-07,0.0
2009-03-08,0.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,0.0
2009-03-12,0.0
2009-03-13,0.0
2009-03-14,0.0
2009-03-15,0.0
2009-03-16,0.0
2009-03-17,0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,0.0
2009-03-21,0.0
2009-03-22,0.0
2009-03-23,0.0
2009-03-24,0.0
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,0.0
2009-03-28,0.0
2009-03-29,0.0
2009-03-30,0.0
2009-03-31,0.0
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,0.0
2009-04-04,0.0
2009-04-05,0.0
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-10,0.0
2009-04-11,0.0
2009-04-12,0.0
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,0.0
2009-04-17,0.0
2009-04-18,0.0
2009-04-19,0.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-25,0.0
2009-04-26,0.0
2009-04-27,0.0
2009-04-28,0.0
2009-04-29,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-02,0.0
2009-05-03,0.0
2009-05-04,0.0
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,0.0
2009-05-09,0.0
2009-05-10,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-15,0.0
2009-05-16,0.0
2009-05-17,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.0
2009-05-23,0.0
2009-05-24,0.0
2009-05-25,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-05-30,0.0
2009-05-31,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,0.0
2009-06-06,0.0
2009-06-07,0.0
2009-06-08,0.0
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-12,0.0
2009-06-13,0.0
2009-06-14,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-20,0.0
2009-06-21,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-27,0.0
2009-06-28,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-03,0.0
2009-07-04,0.0
2009-07-05,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-11,0.0
2009-07-12,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-18,0.0
2009-07-19,0.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-07-25,0.0
2009-07-26,0.0
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,0.0
2009-08-01,0.0
2009-08-02,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-08,0.0
2009-08-09,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-15,0.0
2009-08-16,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-22,0.0
2009-08-23,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-29,0.0
2009-08-30,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-05,0.0
2009-09-06,0.0
2009-09-07,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-12,0.0
2009-09-13,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-26,0.0
2009-09-27,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-06,0.0
2010-02-07,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,0.0
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-10,0.0
2010-04-11,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,1.0
2010-07-15,1.0
2010-07-16,1.0
2010-07-17,1.0
2010-07-18,1.0
2010-07-19,1.0
2010-07-20,1.0
2010-07-21,1.0
2010-07-22,1.0
2010-07-23,1.0
2010-07-24,1.0
2010-07-25,1.0
2010-07-26,1.0
2010-07-27,1.0
2010-07-28,1.0
2010-07-29,1.0
2010-07-30,1.0
2010-07-31,1.0
2010-08-01,1.0
2010-08-02,1.0
2010-08-03,1.0
2010-08-04,1.0
2010-08-05,1.0
2010-08-06,1.0
2010-08-07,1.0
2010-08-08,1.0
2010-08-09,1.0
2010-08-10,1.0
2010-08-11,1.0
2010-08-12,1.0
2010-08-13,1.0
2010-08-14,1.0
2010-08-15,1.0
2010-08-16,1.0
2010-08-17,1.0
2010-08-18,1.0
2010-08-19,1.0
2010-08-20,1.0
2010-08-21,1.0
2010-08-22,1.0
2010-08-23,1.0
2010-08-24,1.0
2010-08-25,1.0
2010-08-26,1.0
2010-08-27,1.0
2010-08-28,1.0
2010-08-29,1.0
2010-08-30,1.0
2010-08-31,1.0
2010-09-01,1.0
2010-09-02,1.0
2010-09-03,1.0
2010-09-04,1.0
2010-09-05,1.0
2010-09-06,1.0
2010-09-07,1.0
2010-09-08,1.0
2010-09-09,1.0
2010-09-10,1.0
2010-09-11,1.0
2010-09-12,1.0
2010-09-13,1.0
2010-09-14,1.0
2010-09-15,1.0
2010-09-16,1.0
2010-09-17,1.0
2010-09-18,1.0
2010-09-19,1.0
2010-09-20,1.0
2010-09-21,1.0
2010-09-22,1.0
2010-09-23,1.0
2010-09-24,1.0
2010-09-25,1.0
2010-09-26,1.0
2010-09-27,1.0
2010-09-28,1.0
2010-09-29,1.0
2010-09-30,1.0
2010-10-01,1.0
2010-10-02,1.0
2010-10-03,1.0
2010-10-04,1.0
2010-10-05,1.0
2010-10-06,1.0
2010-10-07,1.0
2010-10-08,1.0
2010-10-09,1.0
2010-10-10,1.0
2010-10-11,1.0
2010-10-12,1.0
2010-10-13,1.0
2010-10-14,1.0
2010-10-15,1.0
2010-10-16,1.0
2010-10-17,1.0
2010-10-18,1.0
2010-10-19,1.0
2010-10-20,1.0
2010-10-21,1.0
2010-10-22,1.0
2010-10-23,1.0
2010-10-24,1.0
2010-10-25,1.0
2010-10-26,1.0
2010-10-27,1.0
2010-10-28,1.0
2010-10-29,1.0
2010-10-30,1.0
2010-10-31,1.0
2010-11-01,1.0
2010-11-02,1.0
2010-11-03,1.0
2010-11-04,1.0
2010-11-05,1.0
2010-11-06,1.0
2010-11-07,1.0
2010-11-08,1.0
2010-11-09,1.0
2010-11-10,1.0
2010-11-11,1.0
2010-11-12,1.0
2010-11-13,1.0
2010-11-14,1.0
2010-11-15,1.0
2010-11-16,4.0
2010-11-17,4.0
2010-11-18,4.0
2010-11-19,5.0
2010-11-20,7.0
2010-11-21,9.0
2010-11-22,9.0
2010-11-23,9.0
2010-11-24,9.0
2010-11-25,10.0
2010-11-26,10.0
2010-11-27,10.0
2010-11-28,10.0
2010-11-29,10.0
2010-11-30,10.0
2010-12-01,10.0
2010-12-02,10.0
2010-12-03,10.0
2010-12-04,10.0
2010-12-05,10.0
2010-12-06,10.0
2010-12-07,10.0
2010-12-08,10.0
2010-12-09,10.0
2010-12-10,10.0
2010-12-11,10.0
2010-12-12,10.0
2010-12-13,10.0
2010-12-14,10.0
2010-12-15,10.0
2010-12-16,10.0
2010-12-17,10.0
2010-12-18,10.0
2010-12-19,10.0
2010-12-20,10.0
2010-12-21,10.0
2010-12-22,10.0
2010-12-23,10.0
2010-12-24,10.0
2010-12-25,10.0
2010-12-26,10.0
2010-12-27,10.0
2010-12-28,10.0
2010-12-29,10.0
2010-12-30,10.0
2010-12-31,10.0
2011-01-01,10.0
2011-01-02,10.0
2011-01-03,10.0
2011-01-04,10.0
2011-01-05,10.0
2011-01-06,10.0
2011-01-07,10.0
2011-01-08,10.0
2011-01-09,10.0
2011-01-10,10.0
2011-01-11,10.0
2011-01-12,10.0
2011-01-13,10.0
2011-01-14,10.0
2011-01-15,10.0
2011-01-16,10.0
2011-01-17,10.0
2011-01-18,10.0
2011-01-19,10.0
2011-01-20,10.0
2011-01-21,10.0
2011-01-22,10.0
2011-01-23,10.0
2011-01-24,10.0
2011-01-25,10.0
2011-01-26,10.0
2011-01-27,10.0
2011-01-28,10.0
2011-01-29,10.0
2011-01-30,10.0
2011-01-31,10.0
2011-02-01,10.0
2011-02-02,10.0
2011-02-03,10.0
2011-02-04,10.0
2011-02-05,10.0
2011-02-06,10.0
2011-02-07,10.0
2011-02-08,10.0
2011-02-09,10.0
2011-02-10,10.0
2011-02-11,10.0
2011-02-12,10.0
2011-02-13,10.0
2011-02-14,10.0
2011-02-15,10.0
2011-02-16,10.0
2011-02-17,10.0
2011-02-18,10.0
2011-02-19,10.0
2011-02-20,10.0
2011-02-21,10.0
2011-02-22,10.0
2011-02-23,10.0
2011-02-24,10.0
2011-02-25,10.0
2011-02-26,10.0
2011-02-27,10.0
2011-02-28,10.0
2011-03-01,10.0
2011-03-02,10.0
2011-03-03,10.0
2011-03-04,10.0
2011-03-05,10.0
2011-03-06,10.0
2011-03-07,10.0
2011-03-08,10.0
2011-03-09,10.0
2011-03-10,10.0
2011-03-11,10.0
2011-03-12,10.0
2011-03-13,10.0
2011-03-14,10.0
2011-03-15,10.0
2011-03-16,10.0
2011-03-17,10.0
2011-03-18,10.0
2011-03-19,10.0
2011-03-20,10.0
2011-03-21,12.0
2011-03-22,12.0
2011-03-23,13.0
2011-03-24,13.0
2011-03-25,13.0
2011-03-26,14.0
2011-03-27,14.0
2011-03-28,15.0
2011-03-29,15.0
2011-03-30,15.0
2011-03-31,15.0
2011-04-01,15.0
2011-04-02,15.0
2011-04-03,15.0
2011-04-04,15.0
2011-04-05,15.0
2011-04-06,15.0
2011-04-07,15.0
2011-04-08,15.0
2011-04-09,15.0
2011-04-10,15.0
2011-04-11,15.0
2011-04-12,15.0
2011-04-13,15.0
2011-04-14,16.0
2011-04-15,16.0
2011-04-16,17.0
2011-04-17,17.0
2011-04-18,17.0
2011-04-19,18.0
2011-04-20,19.0
2011-04-21,19.0
2011-04-22,19.0
2011-04-23,19.0
2011-04-24,20.0
2011-04-25,21.0
2011-04-26,22.0
2011-04-27,23.0
2011-04-28,24.0
2011-04-29,25.0
2011-04-30,26.0
2011-05-01,27.0
2011-05-02,28.0
2011-05-03,29.0
2011-05-04,30.0
2011-05-05,31.0
2011-05-06,32.0
2011-05-07,33.0
2011-05-08,34.0
2011-05-09,35.0
2011-05-10,36.0
2011-05-11,37.0
2011-05-12,38.0
2011-05-13,40.0
2011-05-14,41.0
2011-05-15,42.0
2011-05-16,43.0
2011-05-17,44.0
2011-05-18,46.0
2011-05-19,48.0
2011-05-20,50.0
2011-05-21,51.0
2011-05-22,53.0
2011-05-23,55.0
2011-05-24,57.0
2011-05-25,59.0
2011-05-26,61.0
2011-05-27,63.0
2011-05-28,64.0
2011-05-29,65.0
2011-05-30,66.0
2011-05-31,68.0
2011-06-01,70.0
2011-06-02,73.0
2011-06-03,77.0
2011-06-04,80.0
2011-06-05,83.0
2011-06-06,86.0
2011-06-07,89.0
2011-06-08,94.0
2011-06-09,99.0
2011-06-10,103.0
2011-06-11,107.0
2011-06-12,111.0
2011-06-13,116.0
2011-06-14,121.0
2011-06-15,126.0
2011-06-16,131.0
2011-06-17,136.0
2011-06-18,140.0
2011-06-19,144.0
2011-06-20,148.0
2011-06-21,151.0
2011-06-22,155.0
2011-06-23,159.0
2011-06-24,163.0
2011-06-25,167.0
2011-06-26,171.0
2011-06-27,176.0
2011-06-28,180.0
2011-06-29,184.0
2011-06-30,188.0
2011-07-01,192.0
2011-07-02,196.0
2011-07-03,199.0
2011-07-04,202.0
2011-07-05,205.0
2011-07-06,209.0
2011-07-07,213.0
2011-07-08,216.0
2011-07-09,219.0
2011-07-10,222.0
2011-07-11,226.0
2011-07-12,229.0
2011-07-13,232.0
2011-07-14,235.0
2011-07-15,238.0
2011-07-16,241.0
2011-07-17,244.0
2011-07-18,248.0
2011-07-19,252.0
2011-07-20,255.0
2011-07-21,258.0
2011-07-22,261.0
2011-07-23,264.0
2011-07-24,267.0
2011-07-25,271.0
2011-07-26,274.0
2011-07-27,277.0
2011-07-28,280.0
2011-07-29,283.0
2011-07-30,285.0
2011-07-31,288.0
2011-08-01,291.0
2011-08-02,294.0
2011-08-03,297.0
2011-08-04,300.0
2011-08-05,303.0
2011-08-06,306.0
2011-08-07,308.0
2011-08-08,311.0
2011-08-09,314.0
2011-08-10,317.0
2011-08-11,320.0
2011-08-12,322.0
2011-08-13,325.0
2011-08-14,328.0
2011-08-15,331.0
2011-08-16,334.0
2011-08-17,337.0
2011-08-18,340.0
2011-08-19,343.0
2011-08-20,346.0
2011-08-21,349.0
2011-08-22,352.0
2011-08-23,355.0
2011-08-24,358.0
2011-08-25,361.0
2011-08-26,364.0
2011-08-27,367.0
2011-08-28,369.0
2011-08-29,372.0
2011-08-30,375.0
2011-08-31,377.0
2011-09-01,380.0
2011-09-02,382.0
2011-09-03,384.0
2011-09-04,389.0
2011-09-05,392.0
2011-09-06,395.0
2011-09-07,398.0
2011-09-08,400.0
2011-09-09,403.0
2011-09-10,406.0
2011-09-11,408.0
2011-09-12,411.0
2011-09-13,413.0
2011-09-14,415.0
2011-09-15,417.0
2011-09-16,419.0
2011-09-17,421.0
2011-09-18,423.0
2011-09-19,425.0
2011-09-20,428.0
2011-09-21,431.0
2011-09-22,433.0
2011-09-23,435.0
2011-09-24,437.0
2011-09-25,439.0
2011-09-26,441.0
2011-09-27,443.0
2011-09-28,445.0
2011-09-29,447.0
2011-09-30,449.0
2011-10-01,451.0
2011-10-02,453.0
2011-10-03,455.0
2011-10-04,457.0
2011-10-05,459.0
2011-10-06,461.0
2011-10-07,463.0
2011-10-08,465.0
2011-10-09,467.0
2011-10-10,469.0
2011-10-11,471.0
2011-10-12,473.0
2011-10-13,475.0
2011-10-14,477.0
2011-10-15,479.0
2011-10-16,481.0
2011-10-17,483.0
2011-10-18,485.0
2011-10-19,487.0
2011-10-20,488.0
2011-10-21,490.0
2011-10-22,491.0
2011-10-23,493.0
2011-10-24,495.0
2011-10-25,497.0
2011-10-26,499.0
2011-10-27,500.0
2011-10-28,502.0
2011-10-29,504.0
2011-10-30,505.0
2011-10-31,507.0
2011-11-01,509.0
2011-11-02,511.0
2011-11-03,513.0
2011-11-04,515.0
2011-11-05,517.0
2011-11-06,519.0
2011-11-07,521.0
2011-11-08,523.0
2011-11-09,525.0
2011-11-10,527.0
2011-11-11,529.0
2011-11-12,531.0
2011-11-13,533.0
2011-11-14,535.0
2011-11-15,537.0
2011-11-16,539.0
2011-11-17,541.0
2011-11-18,543.0
2011-11-19,545.0
2011-11-20,547.0
2011-11-21,549.0
2011-11-22,551.0
2011-11-23,553.0
2011-11-24,555.0
2011-11-25,557.0
2011-11-26,559.0
2011-11-27,560.0
2011-11-28,562.0
2011-11-29,565.0
2011-11-30,567.0
2011-12-01,570.0
2011-12-02,572.0
2011-12-03,574.0
2011-12-04,576.0
2011-12-05,578.0
2011-12-06,580.0
2011-12-07,583.0
2011-12-08,585.0
2011-12-09,587.0
2011-12-10,589.0
2011-12-11,591.0
2011-12-12,593.0
2011-12-13,595.0
2011-12-14,597.0
2011-12-15,599.0
2011-12-16,601.0
2011-12-17,603.0
2011-12-18,605.0
2011-12-19,607.0
2011-12-20,610.0
2011-12-21,612.0
2011-12-22,614.0
2011-12-23,616.0
2011-12-24,617.0
2011-12-25,619.0
2011-12-26,621.0
2011-12-27,623.0
2011-12-28,625.0
2011-12-29,627.0
2011-12-30,629.0
2011-12-31,631.0
2012-01-01,633.0
2012-01-02,636.0
2012-01-03,638.0
2012-01-04,640.0
2012-01-05,643.0
2012-01-06,646.0
2012-01-07,649.0
2012-01-08,652.0
2012-01-09,655.0
2012-01-10,658.0
2012-01-11,662.0
2012-01-12,665.0
2012-01-13,668.0
2012-01-14,670.0
2012-01-15,673.0
2012-01-16,676.0
2012-01-17,678.0
2012-01-18,681.0
2012-01-19,684.0
2012-01-20,687.0
2012-01-21,690.0
2012-01-22,692.0
2012-01-23,694.0
2012-01-24,697.0
2012-01-25,700.0
2012-01-26,702.0
2012-01-27,705.0
2012-01-28,707.0
2012-01-29,710.0
2012-01-30,712.0
2012-01-31,714.0
2012-02-01,717.0
2012-02-02,720.0
2012-02-03,723.0
2012-02-04,726.0
2012-02-05,728.0
2012-02-06,730.0
2012-02-07,732.0
2012-02-08,734.0
2012-02-09,737.0
2012-02-10,740.0
2012-02-11,743.0
2012-02-12,746.0
2012-02-13,749.0
2012-02-14,753.0
2012-02-15,757.0
2012-02-16,761.0
2012-02-17,764.0
2012-02-18,766.0
2012-02-19,768.0
2012-02-20,770.0
2012-02-21,772.0
2012-02-22,775.0
2012-02-23,778.0
2012-02-24,781.0
2012-02-25,784.0
2012-02-26,786.0
2012-02-27,789.0
2012-02-28,792.0
2012-02-29,795.0
2012-03-01,798.0
2012-03-02,801.0
2012-03-03,803.0
2012-03-04,805.0
2012-03-05,808.0
2012-03-06,811.0
2012-03-07,814.0
2012-03-08,817.0
2012-03-09,819.0
2012-03-10,822.0
2012-03-11,824.0
2012-03-12,826.0
2012-03-13,829.0
2012-03-14,833.0
2012-03-15,836.0
2012-03-16,838.0
2012-03-17,841.0
2012-03-18,843.0
2012-03-19,846.0
2012-03-20,848.0
2012-03-21,851.0
2012-03-22,854.0
2012-03-23,856.0
