"TransactionFeesUSD","seasonal","trend","remainder"
0,100.094766637345,1014.87729672029,-1114.97206335764
0,100.094766637345,1087.07793195544,-1187.17269859279
0,98.6656884973848,1126.8291307789,-1225.49481927629
0,98.6656884973848,1166.58032960236,-1265.24601809975
0,98.6656884973848,1199.6082447182,-1298.27393321558
0,98.6656884973848,1232.63615983403,-1331.30184833141
0,80.5899329103859,1255.8316354755,-1336.42156838589
0,80.5899329103859,1279.02711111698,-1359.61704402736
0,80.5899329103859,1293.52663016614,-1374.11656307653
0,80.5899329103859,1308.02614921531,-1388.6160821257
0,69.8876396100645,1314.05106453092,-1383.93870414099
0,69.8876396100645,1320.07597984653,-1389.9636194566
0,69.8876396100645,1320.76960261154,-1390.65724222161
0,69.8876396100645,1321.46322537655,-1391.35086498662
0,71.726693683391,1318.67841802194,-1390.40511170533
0,71.726693683391,1315.89361066733,-1387.62030435072
0,71.726693683391,1311.31280805578,-1383.03950173917
0,71.726693683391,1306.73200544423,-1378.45869912762
0,88.2428189774458,1301.97245245511,-1390.21527143255
0,88.2428189774458,1297.21289946598,-1385.45571844343
0,88.2428189774458,1291.8650643124,-1380.10788328984
0,88.2428189774458,1286.51722915881,-1374.76004813626
0,96.0780077032065,1279.70177280403,-1375.77978050724
0,96.0780077032065,1272.88631644925,-1368.96432415246
0,96.0780077032065,1263.75453493855,-1359.83254264175
0,96.0780077032065,1254.62275342785,-1350.70076113105
0,98.5994734666094,1245.39094764639,-1343.990421113
0,98.5994734666094,1236.15914186493,-1334.75861533154
0,98.5994734666094,1231.33905317614,-1329.93852664275
0,98.5994734666094,1226.51896448735,-1325.11843795396
0,119.162971103297,1227.71236776307,-1346.87533886637
0,119.162971103297,1228.9057710388,-1348.06874214209
0,119.162971103297,1235.40789893248,-1354.57087003578
0,119.162971103297,1241.91002682617,-1361.07299792947
0,139.17471184265,1250.21513047161,-1389.38984231426
0,139.17471184265,1258.52023411705,-1397.6949459597
0,139.17471184265,1266.69288441199,-1405.86759625464
0,139.17471184265,1274.86553470693,-1414.04024654958
0,164.588345401159,1284.48804248472,-1449.07638788588
0,164.588345401159,1294.11055026251,-1458.69889566367
0,164.588345401159,1306.53857604974,-1471.1269214509
0,164.588345401159,1318.96660183696,-1483.55494723812
0,191.71275083929,1333.11862607675,-1524.83137691604
0,191.71275083929,1347.27065031654,-1538.98340115583
0,191.71275083929,1359.67741259411,-1551.3901634334
0,191.71275083929,1372.08417487168,-1563.79692571097
0,227.454830694248,1378.32628618953,-1605.78111688378
0,227.454830694248,1384.56839750738,-1612.02322820163
0,227.454830694248,1382.07484500571,-1609.52967569996
0,227.454830694248,1379.58129250404,-1607.03612319829
0,249.546883264996,1370.31771465709,-1619.86459792208
0,249.546883264996,1361.05413681014,-1610.60102007513
0,249.546883264996,1348.79541500847,-1598.34229827347
0,249.546883264996,1336.53669320681,-1586.08357647181
0,238.163341217392,1321.54831405714,-1559.71165527453
0,238.163341217392,1306.55993490747,-1544.72327612486
0,238.163341217392,1289.12754158226,-1527.29088279965
0,238.163341217392,1271.69514825705,-1509.85848947444
0,255.028709344323,1253.28146910305,-1508.31017844737
0,255.028709344323,1234.86778994906,-1489.89649929338
