"BitcoiDaysDestroyed","seasonal","trend","remainder"
41094,85936.6303142919,842647.517571992,-887490.147886283
253060,85936.6303142919,858577.165963559,-691453.796277851
29642,85936.6303142919,856571.799143842,-912866.429458134
658557,85936.6303142919,854566.432324125,-281946.062638417
610578,135712.372018859,859196.130420696,-384330.502439556
736202,135712.372018859,863825.828517268,-263336.200536128
80146,135712.372018859,891292.333306617,-946858.705325477
725373,135712.372018859,918758.838095967,-329098.210114826
66979,-41856.2241066923,953281.8311543,-844446.607047608
411275,-41856.2241066923,987804.824212633,-534673.600105941
339627,-41856.2241066923,1041455.01677556,-659971.792668864
678231,-41856.2241066923,1095105.20933848,-375017.985231787
209236,-9224.12373698314,1190534.76254981,-972074.638812823
20656,-9224.12373698314,1285964.31576113,-1256084.19202415
145741,-9224.12373698314,1386436.66765349,-1231471.54391651
257801,-9224.12373698314,1486909.01954585,-1219883.89580887
2433056,224036.327601346,1569686.93530365,639332.737095003
424912,224036.327601346,1652464.85106145,-1451589.17866279
278578,224036.327601346,1683967.94964886,-1629426.27725021
2925393,224036.327601346,1715471.04823628,985885.624162378
501701,364582.175320994,1702510.44714574,-1565391.62246674
609623,364582.175320994,1689549.84605521,-1444509.0213762
1416713,364582.175320994,1684653.87755352,-632523.05287451
739395,364582.175320994,1679757.90905182,-1304945.08437282
81388,152721.630866358,1709498.35038998,-1780831.98125634
796856,152721.630866358,1739238.79172814,-1095104.42259449
216093,152721.630866358,1775001.56611929,-1711630.19698565
530214,152721.630866358,1810764.34051044,-1433271.9713768
2275822,-154321.930574476,1828272.99111727,601870.939457204
633670,-154321.930574476,1845781.6417241,-1057789.71114963
468701,-154321.930574476,1779772.48631091,-1156749.55573643
5285585,-154321.930574476,1713763.33089772,3726143.59967676
1314439,261368.688377427,1608136.07087192,-555065.759249348
247081,261368.688377427,1502508.81084613,-1516796.49922355
137238,261368.688377427,1390183.15760438,-1514313.84598181
503000,261368.688377427,1277857.50436264,-1036226.19274007
723861,421328.09118695,1225353.20450153,-922820.295688476
101058,421328.09118695,1172848.90464041,-1493118.99582736
325494,421328.09118695,1173797.43099104,-1269631.52217799
875259,421328.09118695,1174745.95734168,-720815.048528629
123326,243289.020365156,1228531.43202272,-1348494.45238788
98957,243289.020365156,1282316.90670376,-1426648.92706892
489229,243289.020365156,1334317.32493595,-1088377.34530111
782262,243289.020365156,1386317.74316815,-847344.763533304
718122,305247.786960029,1398499.72591805,-985625.512878081
511643,305247.786960029,1410681.70866796,-1204286.49562798
539320,305247.786960029,1368087.84782846,-1134015.63478849
240729,305247.786960029,1325493.98698896,-1390012.77394899
427739,875019.070885302,1237709.10644618,-1684989.17733148
53016,875019.070885302,1149924.22590339,-1971927.29678869
156860,875019.070885302,1072763.77229803,-1790922.84318333
134739,875019.070885302,995603.318692665,-1735883.38957797
457525,1201559.37736303,958035.168317405,-1702069.54568044
394865,1201559.37736303,920467.017942146,-1727161.39530518
236163,1201559.37736303,912341.551704159,-1877737.92906719
125762,1201559.37736303,904216.085466172,-1980013.4628292
153983,1062439.67194158,924848.848345767,-1833305.52028735
846147,1062439.67194158,945481.611225363,-1161774.28316694
48572,1062439.67194158,976277.574219984,-1990145.24616156
132594,1062439.67194158,1007073.5372146,-1936919.20915618
25227,1630753.30806577,1037345.37469081,-2642871.68275659
59629,1630753.30806577,1067617.21216702,-2638741.5202328
331480,1630753.30806577,1119087.09396357,-2418360.40202934
203422,1630753.30806577,1170556.97576011,-2597888.28382588
91178,2045679.29695369,1204754.29526115,-3159255.59221484
99570,2045679.29695369,1238951.61476219,-3185060.91171588
1038832,2045679.29695369,1266511.2139557,-2273358.51090939
67070,2045679.29695369,1294070.81314922,-3272680.11010291
336464,1732556.86719219,1321140.9394813,-2717233.80667349
421957,1732556.86719219,1348211.06581338,-2658810.93300557
144017,1732556.86719219,1366122.62878764,-2954662.49597983
2044560,1732556.86719219,1384034.1917619,-1072031.05895408
404487,1254172.22026933,1397770.43409828,-2247455.65436761
506884,1254172.22026933,1411506.67643466,-2158794.89670399
88412,1254172.22026933,1432499.66866768,-2598259.88893701
932427,1254172.22026933,1453492.6609007,-1775237.88117003
82991,7401735.93903168,1478666.79516634,-8797411.73419802
83893,7401735.93903168,1503840.92943199,-8821683.86846366
141666,7401735.93903168,1535102.54004831,-8795172.47907999
618670,7401735.93903168,1566364.15066464,-8349430.08969632
252080,7426080.75377073,1560017.81072047,-8734018.5644912
817106,7426080.75377073,1553671.4707763,-8162646.22454703
386642,7426080.75377073,1490179.27531025,-8529618.02908099
828873,7426080.75377073,1426687.07984421,-8023894.83361494
10029675,1040068.46627444,1359332.92559625,7630273.60812931
295596,1040068.46627444,1291978.77134828,-2036451.23762273
396107,1040068.46627444,1241281.03167451,-1885242.49794895
157436,1040068.46627444,1190583.29200073,-2073215.75827517
342173,1159929.3768421,1174483.57161045,-1992239.94845255
870815,1159929.3768421,1158383.85122017,-1447498.22806227
180667,1159929.3768421,1167873.89291961,-2147136.26976171
64022,1159929.3768421,1177363.93461905,-2273271.31146115
365542,1325791.96518504,1187101.94590527,-2147351.91109031
173781,1325791.96518504,1196839.95719149,-2348850.92237653
3215777,1325791.96518504,1202083.20025656,687901.834558396
19883854,1325791.96518504,1207326.44332163,17350735.5914933
150369,1253335.9244974,1231170.39725689,-2334137.32175429
7747379,1253335.9244974,1255014.35119215,5239028.72431045
737576,1253335.9244974,1332670.4966183,-1848430.4211157
11222932,1253335.9244974,1410326.64204445,8559269.43345815
1229169,1724749.97699748,1452361.65567895,-1947942.63267642
6356774,1724749.97699748,1494396.66931344,3137627.35368908
683396,1724749.97699748,1494931.79843124,-2536285.77542872
751485,1724749.97699748,1495466.92754904,-2468731.90454651
2232687,1778177.036264,1432131.27242944,-977621.308693445
1283878,1778177.036264,1368795.61730985,-1863094.65357385
1289104,1778177.036264,1322834.64319172,-1811907.67945572
447146,1778177.036264,1276873.66907359,-2607904.70533759
579506,728899.384395457,1176026.01502287,-1325419.39941833
145106,728899.384395457,1075178.36097215,-1658971.74536761
4169330,728899.384395457,995652.569999536,2444778.04560501
1529977,728899.384395457,916126.779026921,-115049.163422378
4615100,625686.482996305,919684.033576801,3069729.48342689
451228,625686.482996305,923241.288126681,-1097699.77112299
210097,625686.482996305,943812.190896205,-1359401.67389251
116788,625686.482996305,964383.093665729,-1473281.57666203
427112,873559.681656598,964569.235299716,-1411016.91695631
1495999,873559.681656598,964755.376933702,-342316.058590301
211115,873559.681656598,987579.672520817,-1650024.35417742
744869,873559.681656598,1010403.96810793,-1139094.64976453
1119759,1153786.62414697,1013806.43130247,-1047834.05544943
277873,1153786.62414697,1017208.894497,-1893122.51864396
995446,1153786.62414697,926346.550439544,-1084687.17458651
1106382,1153786.62414697,835484.20638209,-882888.830529056
1090107,1455983.45338122,691781.544896939,-1057657.99827816
2111553,1455983.45338122,548078.883411788,107490.663206992
938321,1455983.45338122,425548.74802088,-943211.2014021
407965,1455983.45338122,303018.612629971,-1351037.06601119
602897,877785.952364075,172510.220253624,-447399.172617699
860279,877785.952364075,42001.8278772771,-59508.7802413517
106809,877785.952364075,-132010.349233518,-638966.603130557
2401761,877785.952364075,-306022.526344313,1829997.57398024
569778,883986.65198141,-459355.731636087,145147.079654677
7404437,883986.65198141,-612688.936927862,7133139.28494645
292650,883986.65198141,-797882.020436918,206545.368455508
6495091,883986.65198141,-983075.103945975,6594179.45196457
843966,948957.110393779,-1123854.69549243,1018863.58509866
106674,948957.110393779,-1264634.28703889,422351.176645115
164486,948957.110393779,-1337901.63325361,553430.522859831
65137,948957.110393779,-1411168.97946832,527348.869074546
616346,888048.791565499,-1438954.37674293,1167251.58517744
918355,888048.791565499,-1466739.77401754,1497045.98245205
376037,888048.791565499,-1451776.98482414,939765.193258643
9433893,888048.791565499,-1436814.19563074,9982658.40406524
241095,730991.509338448,-1378715.10243211,888818.593093665
159966,730991.509338448,-1320616.00923349,749590.49989504
241819,730991.509338448,-1185751.41223642,696578.902897973
1325502,730991.509338448,-1050886.81523935,1645397.30590091
338473,678296.948666868,-920882.268717573,581058.320050705
191339,678296.948666868,-790877.722195792,303919.773528924
811582,678296.948666868,-710253.277627259,843538.32896039
280498,678296.948666868,-629628.833058725,231829.884391857
1610543,1039628.91703561,-591561.500514426,1162475.58347882
1574263,1039628.91703561,-553494.167970126,1088128.25093452
445744,1039628.91703561,-505951.475794104,-87933.4412415039
361609,1039628.91703561,-458408.783618081,-219611.133417527
146363,1095679.47752024,-445615.711077388,-503700.766442855
354542,1095679.47752024,-432822.638536696,-308314.838983547
1150678,1095679.47752024,-356835.388347246,411833.910827002
2450786,1095679.47752024,-280848.138157795,1635954.66063755
222280,817908.300741003,-132497.75578934,-463130.544951663
501803,817908.300741003,15852.6265791149,-331957.927320118
560098,817908.300741003,148847.941924953,-406658.242665956
3750513,817908.300741003,281843.257270792,2650761.44198821
1218390,216714.130742238,343632.247466465,658043.621791297
1038731,216714.130742238,405421.237662137,416595.631595624
384799,216714.130742238,459938.381610277,-291853.512352515
472267,216714.130742238,514455.525558416,-258902.656300654
851602,325196.325446035,457176.23983223,69229.4347217341
236298,325196.325446035,399896.954106045,-488795.27955208
1335240,325196.325446035,334484.528617057,675559.145936907
499064,325196.325446035,269072.103128069,-95204.4285741048
764742,454699.843242314,208121.015521517,101921.141236168
220542,454699.843242314,147169.927914965,-381327.771157279
141491,454699.843242314,112097.717402523,-425306.560644837
589836,454699.843242314,77025.5068900801,58110.6498676055
754004,166536.433440194,73992.6656665374,513474.900893269
443226,166536.433440194,70959.8244429948,205729.742116811
2794154,166536.433440194,164613.372892351,2463004.19366746
8016257,166536.433440194,258266.921341707,7591453.6452181
291076,115190.349075158,471520.499248913,-295634.848324071
102334,115190.349075158,684774.077156119,-697630.426231277
569497,115190.349075158,867887.389441737,-413580.738516896
45116,115190.349075158,1051000.70172736,-1121075.05080251
1054618,489944.371876711,1164094.3060566,-599420.677933309
778557,489944.371876711,1277187.91038584,-988575.282262552
1621349,489944.371876711,1374965.75958024,-243561.131456954
222504,489944.371876711,1472743.60877465,-1740183.98065136
398560,647304.302941923,1442359.93148756,-1691104.23442948
545395,647304.302941923,1411976.25420048,-1513885.5571424
382668,647304.302941923,1311584.79225442,-1576221.09519634
1218375,647304.302941923,1211193.33030836,-640122.63325028
576014,-748457.488507708,1149412.9859953,175058.502512406
155624,-327306.157993221,1087632.64168225,-604702.483689027
741235,-327306.157993221,1063323.81564105,5217.34235217562
352517,-327306.157993221,1039014.98959984,-359191.831606622
968855,-327306.157993221,1051660.59191244,244500.566080785
482275,-58296.6598578463,1064306.19422503,-523734.534367183
1523883,-58296.6598578463,1153392.37219302,428787.287664823
1882630,-58296.6598578463,1242478.55016102,698448.109696829
7990981,-58296.6598578463,1290838.03300244,6758439.62685541
754963,-213642.916257114,1339197.51584386,-370591.599586746
1699704,-213642.916257114,1372269.48229137,541077.433965745
1556845,-213642.916257114,1405341.44873888,365146.467518236
512425,-213642.916257114,1402452.51488491,-676384.598627792
1973965,-320713.161700137,1399563.58103093,895114.580669203
573352,-320713.161700137,1366365.38724731,-472300.225547177
2676277,-320713.161700137,1333167.19346369,1663822.96823644
1930344,-320713.161700137,1290444.38337984,960612.778320302
556606,-73881.8904904657,1247721.57329598,-617233.682805512
591597,-73881.8904904657,1186564.56333327,-521085.672842804
1604043,-73881.8904904657,1125407.55337056,552517.337119904
1871248,-73881.8904904657,1039339.7829584,905790.107532068
901405,-231456.060109313,953272.012546235,179589.047563079
2046511,-231456.060109313,951782.496296321,1326184.56381299
30722527,-231456.060109313,950292.980046406,30003690.0800629
962084,-231456.060109313,972071.473410756,221468.586698557
1257856,-29424.1857826606,993849.966775106,293430.219007555
2835376,-29424.1857826606,1001303.39671317,1863496.78906949
575318,-29424.1857826606,1008756.82665124,-404014.640868582
2370735,-29424.1857826606,1022121.99460369,1378037.19117897
2714200,203986.919863757,1035487.16255615,1474725.9175801
669159,203986.919863757,1063961.24179722,-598789.161660972
817293,203986.919863757,1092435.32103829,-479129.240902042
779722,203986.919863757,1087659.61938358,-511924.539247334
1696657,-180471.049634796,1082883.91772887,794244.131905926
4038080,-180471.049634796,1086619.72006919,3131931.32956561
1359070,-180471.049634796,1090355.5224095,449185.527225292
388789,-180471.049634796,1061587.2467843,-492327.197149508
1976742,-115053.722808274,1032818.9711591,1058976.75164917
3020519,-115053.722808274,925682.156900741,2209890.56590753
702300,-115053.722808274,818545.342642377,-1191.61983410362
406609,-115053.722808274,716068.553086103,-194405.83027783
747255,-70827.8533076928,613591.76352983,204491.089777863
7793427,-70827.8533076928,551997.432232629,7312257.42107506
439593,-70827.8533076928,490403.100935428,20017.7523722652
203931,-70827.8533076928,484229.63648371,-209470.783176017
661917,-189343.863221396,478056.172031992,373204.691189404
825856,-189343.863221396,519444.062455165,495755.800766231
551738,-189343.863221396,560831.952878339,180249.910343057
771844,-189343.863221396,612582.098874662,348605.764346734
990024,34442.7926778751,664332.244870986,291248.962451139
673460,34442.7926778751,700307.730295721,-61290.5229735964
519567,34442.7926778751,736283.215720457,-251159.008398332
1555819,34442.7926778751,681614.659938996,839761.547383129
4422223,53122.1419881,626946.104157534,3742154.75385437
1916207,53122.1419881,452465.207937874,1410619.65007403
755051,53122.1419881,277984.311718213,423944.546293687
21019413,53122.1419881,14298.2424391329,20951992.6155728
1122183,-222593.88421986,-249387.826839947,1594164.71105981
354593,-222593.88421986,-409141.803080741,986328.687300601
844996,-222593.88421986,-568895.779321535,1636485.6635414
529146,-222593.88421986,-666936.867590584,1418676.75181044
1180849,-125232.400294294,-764977.955859632,2071059.35615393
304160,-125232.400294294,-732111.9662442,1161504.36653849
816938,-125232.400294294,-699245.976628767,1641416.37692306
256808,-125232.400294294,-575310.164605965,957350.564900259
300189,-31864.4661362589,-451374.352583164,783427.818719423
267689,-31864.4661362589,-328346.367620187,627899.833756446
1877887,-31864.4661362589,-205318.38265721,2115069.84879347
841701,-31864.4661362589,-131607.91920359,1005173.38533985
3132325,-229826.563177173,-57897.4557499698,3420049.01892714
1259156,-229826.563177173,-65343.9987665458,1554326.56194372
5512025,-229826.563177173,-72790.5417831219,5814642.10496029
2121396,-229826.563177173,-89027.8030262593,2440250.36620343
108002,112079.173271875,-105265.064269397,101187.890997522
693155,112079.173271875,-64107.9634045981,645183.790132723
93947,112079.173271875,-22950.8625397995,4818.68926792432
483141,112079.173271875,77756.403402997,293305.423325128
1285344,319717.898264916,178463.669345793,787162.432389291
1532840,319717.898264916,288642.026927552,924480.074807532
3445384,319717.898264916,398820.384509312,2726845.71722577
700177,319717.898264916,444574.393908599,-64115.2921735144
3046723,544162.395665872,490328.403307886,2012232.20102624
788382,544162.395665872,420850.977868453,-176631.373534325
1522833,544162.395665872,351373.552429021,627297.051905107
375102,544162.395665872,297153.388612912,-466213.784278783
218206,844504.513237857,242933.224796802,-869231.73803466
482674,844504.513237857,301629.900664931,-663460.413902789
471003,844504.513237857,360326.57653306,-733828.089770918
289974,844504.513237857,449268.788634168,-1003799.30187203
434826,428919.226258144,538211.000735276,-532304.226993421
2359957,428919.226258144,545683.219034018,1385354.55470784
2390112,428919.226258144,553155.43733276,1408037.3364091
1372337,428919.226258144,524585.752259937,418832.021481919
674878,483308.391201445,496016.067187114,-304446.458388559
894889,483308.391201445,464284.93444339,-52704.325644835
350683,483308.391201445,432553.801699666,-565179.192901111
212963,483308.391201445,493841.262331421,-764186.653532866
454615,599013.482655771,555128.722963177,-699527.205618948
1571815,599013.482655771,746336.451110916,226465.066233313
1336535,599013.482655771,937544.179258655,-200022.661914426
1059114,599013.482655771,1194584.59297855,-734484.075634319
3072779,746734.951130219,1451625.00669844,874419.04217134
2422178,746734.951130219,1667638.12471453,7804.92415524763
1238981,746734.951130219,1883651.24273063,-1391405.19386085
2695691,746734.951130219,2034318.29011464,-85362.2412448584
2009633,663072.58457081,2184985.33749865,-838424.922069462
1516506,663072.58457081,2279738.25544438,-1426304.84001519
491546,663072.58457081,2374491.17339011,-2546017.75796092
3003385,663072.58457081,2443446.86751672,-103134.452087529
1952865,301253.822941516,2512402.56164332,-860791.384584841
4591453,301253.822941516,2582996.51784957,1707202.65920891
1989477,301253.822941516,2653590.47405582,-965367.296997339
1217124,301253.822941516,2791731.99313118,-1875861.81607269
2191095,720233.512259966,2929873.51220653,-1459012.0244665
3069801,720233.512259966,3096880.19373055,-747312.705990516
27239019,720233.512259966,3263886.87525457,23254898.6124855
3370468,720233.512259966,3393685.51389113,-743451.0261511
2609081,588702.707973284,3523484.1525277,-1503105.86050098
3371529,588702.707973284,3604076.22444548,-821249.932418768
3756035,588702.707973284,3684668.29636327,-517336.004336555
9534308,588702.707973284,3694999.55291545,5250605.73911126
1138735,190038.643764324,3705330.80946764,-2756634.45323196
2579885,190038.643764324,3667324.35227153,-1277477.99603585
3440541,190038.643764324,3629317.89507542,-378815.538839742
2518873,190038.643764324,3632291.43482201,-1303457.07858633
2246657,410975.087492213,3635264.9745686,-1799583.06206081
2824118,410975.087492213,3773054.11269328,-1359911.2001855
5846208,410975.087492213,3910843.25081797,1524389.66168982
11597997,410975.087492213,3920069.23106287,7266952.68144492
7054448,325893.417458348,3929295.21130776,2799259.37123389
2872402,325893.417458348,3962827.64417227,-1416319.06163062
4897291,325893.417458348,3996360.07703678,575037.505504877
2189938,325893.417458348,3945790.00919907,-2081745.42665742
14095084,561536.66294475,3895219.94136136,9638327.39569389
2324178,561536.66294475,3692525.00939842,-1929883.67234317
4789626,561536.66294475,3489830.07743548,738259.25961977
2916753,561536.66294475,3286397.62368243,-931181.286627181
4656426,562069.717718056,3082965.16992938,1011391.11235256
1228059,562069.717718056,3003751.47637455,-2337762.19409261
1350381,562069.717718056,2924537.78281972,-2136226.50053778
1195519,562069.717718056,2809946.38418456,-2176497.10190262
4136891,-34609.4235279428,2695354.9855494,1476145.43797855
3133931,-34609.4235279428,2661302.22062598,507238.202901965
3026199,-34609.4235279428,2627249.45570256,433558.967825384
1595206,-34609.4235279428,2650601.55652688,-1020786.13299894
697189,306020.282073713,2673953.65735121,-2282784.93942492
2520990,306020.282073713,2676643.99979519,-461674.281868899
2462533,306020.282073713,2679334.34223917,-522821.624312878
1280720,306020.282073713,2699320.96447836,-1724621.24655208
4077259,940431.273763731,2719307.58671756,417520.139518708
24645102,940431.273763731,2804187.15787909,20900483.5683572
3097601,940431.273763731,2889066.72904062,-731897.002804354
8895799,940431.273763731,3171556.98710073,4783810.73913554
10724343,482780.495532098,3454047.24516083,6787515.25930707
1689044,482780.495532098,6439695.6580906,-5233432.1536227
16588929,482780.495532098,9425344.07102037,6680804.43344753
16054550,482780.495532098,12525146.9298191,3046622.57464883
8901992,96435.068334335,15624949.7886178,-6819392.85695211
21938305,96435.068334335,15797955.3527185,6043914.57894715
16890554,96435.068334335,15970960.9168193,823158.014846411
15580070,96435.068334335,15490962.2096599,-7327.27799426951
53532635,320057.40773175,15010963.5025006,38201614.0897676
20536752,320057.40773175,12951018.6637708,7265675.92849748
5329505,320057.40773175,10891073.8250409,-5881626.23277268
21641611,320057.40773175,9474435.37306089,11847118.2192074
3500241,182615.231852386,8057796.92108084,-4740171.15293323
7006559,182615.231852386,5825585.49343291,998358.274714702
13712116,182615.231852386,3593374.06578498,9936126.70236263
2213245,182615.231852386,3390630.80093254,-1360001.03278492
1697123,55603.2834369716,3187887.53608009,-1546367.81951706
2331781,55603.2834369716,3004327.87944349,-728150.162880458
2559619,55603.2834369716,2820768.22280688,-316752.506243857
1601867,55603.2834369716,2719847.5237508,-1173583.80718777
1382669,85936.6303142919,2618926.82469472,-1322194.45500901
8625037,85936.6303142919,2508664.93268117,6030435.43700454
18188877,85936.6303142919,2398403.04066762,15704537.3290181
2168932,85936.6303142919,2256671.87779238,-173676.508106675
3262597,135712.372018859,2114940.71491715,1011943.91306399
1601270,135712.372018859,2088025.50041016,-622467.872429021
886321,135712.372018859,2061110.28590318,-1310501.65792204
1112033,135712.372018859,2036326.07256712,-1060005.44458598
861964,-41856.2241066923,2011541.85923106,-1107721.63512437
4543668,-41856.2241066923,2013256.61162527,2572267.61248142
2884920,-41856.2241066923,2014971.36401949,911804.860087205
1313169,-41856.2241066923,2062900.57710064,-707875.35299395
1083716,-9224.12373698314,2110829.7901818,-1017889.66644481
758174,-9224.12373698314,2120988.70167848,-1353590.5779415
1270279,-9224.12373698314,2131147.61317516,-851644.489438181
6034880,-9224.12373698314,2103975.73660127,3940128.38713572
735356,224036.327601346,2076803.86002737,-1565484.18762872
996321,224036.327601346,2068483.81238167,-1296199.13998301
956043,224036.327601346,2060163.76473596,-1328157.09233731
693014,224036.327601346,2076391.09312457,-1607413.42072592
464355,364582.175320994,2092618.42151318,-1992845.59683418
881543,364582.175320994,2061808.05586189,-1544847.23118288
13063137,364582.175320994,2030997.69021059,10667557.1344684
2246135,364582.175320994,1997909.08415033,-116356.259471323
4736132,152721.630866358,1964820.47809007,2618589.89104357
421822,152721.630866358,1942873.43539258,-1673773.06625894
488297,152721.630866358,1920926.39269509,-1585351.02356145
567402,152721.630866358,1929862.38413668,-1515182.01500304
696956,-154321.930574476,1938798.37557828,-1087520.4450038
824690,-154321.930574476,1986556.53392932,-1007544.60335484
791042,-154321.930574476,2034314.69228035,-1088950.76170588
640812,-154321.930574476,2087057.64579497,-1291923.7152205
1865533,261368.688377427,2139800.59930959,-535636.28768702
847466,261368.688377427,2192825.9044024,-1606728.59277983
1776355,261368.688377427,2245851.20949521,-730864.897872632
1800072,261368.688377427,2325781.48857718,-787078.176954604
1125450,421328.09118695,2405711.76765915,-1701589.8588461
1519296,421328.09118695,2514187.29394244,-1416219.38512939
2087153,421328.09118695,2622662.82022572,-956837.911412674
1187052,421328.09118695,2702135.49182198,-1936411.58300893
3361298,243289.020365156,2781608.16341823,336400.816216609
1798043,243289.020365156,2751277.60738773,-1196523.62775288
3250893,243289.020365156,2720947.05135722,286656.928277628
3148989,243289.020365156,2622742.96045894,282957.019175905
667313,305247.786960029,2524538.86956066,-2162473.65652069
761570,305247.786960029,2321376.33290927,-1865054.11986929
834290,305247.786960029,2118213.79625787,-1589171.5832179
659033,305247.786960029,1956174.53648805,-1602389.32344808
949401,875019.070885302,1794135.27671823,-1719753.34760353
487546,875019.070885302,1731375.38899417,-2118848.45987947
1316917,875019.070885302,1668615.50127011,-1226717.57215542
468794,875019.070885302,1626349.42662404,-2032574.49750934
1178375,1201559.37736303,1584083.35197797,-1607267.729341
1278380,1201559.37736303,1538908.95537399,-1462088.33273702
921109,1201559.37736303,1493734.55877,-1774184.93613304
877894,1201559.37736303,1473654.65151279,-1797320.02887582
314731,1062439.67194158,1453574.74425558,-2201283.41619716
1095403,1062439.67194158,1443424.96785171,-1410461.63979328
514253,1062439.67194158,1433275.19144783,-1981461.86338941
683896,1062439.67194158,1498203.86148315,-1876747.53342473
13596409,1630753.30806577,1563132.53151846,10402523.1604158
6262864,1630753.30806577,1591486.64011891,3040624.05181532
22831821,1630753.30806577,1619840.74871935,19581226.9432149
684416,1630753.30806577,1718198.64282596,-2664535.95089174
3352388,2045679.29695369,1816556.53693258,-509847.833886269
656852,2045679.29695369,1836746.87114558,-3225574.16809927
490704,2045679.29695369,1856937.20535857,-3411912.50231226
620014,2045679.29695369,1934169.47435788,-3359834.77131157
2273146,1732556.86719219,2011401.74335719,-1470812.61054938
458109,1732556.86719219,2149643.05421527,-3424090.92140746
434634,1732556.86719219,2287884.36507335,-3585807.23226554
2473421,1732556.86719219,2412670.01800806,-1671805.88520024
3360323,1254172.22026933,2537455.67094276,-431304.891212094
2934569,1254172.22026933,2675885.4283064,-995488.648575728
1550330,1254172.22026933,2814315.18567003,-2518157.40593936
6691451,1254172.22026933,2948039.89101313,2489238.88871754
1844114,7401735.93903168,3081764.59635623,-8639386.53538791
10769893,7401735.93903168,3014523.89234862,353633.168619707
2165748,7401735.93903168,2947283.188341,-8183271.12737268
6386033,7401735.93903168,2817410.62398456,-3833113.56301624
2851952,7426080.75377073,2687538.05962812,-7261666.81339885
1177980,7426080.75377073,2554179.25180121,-8802280.00557195
1517145,7426080.75377073,2420820.44397431,-8329756.19774504
1534108,7426080.75377073,2266537.16558773,-8158509.91935846
376498,1040068.46627444,2112253.88720115,-2775824.3534756
801936,1040068.46627444,1989962.9042475,-2228095.37052195
1913594,1040068.46627444,1867671.92129385,-994146.387568298
736553,1040068.46627444,1840159.25933756,-2143674.72561201
764978,1159929.3768421,1812646.59738127,-2207597.97422337
1215758,1159929.3768421,1853543.40127573,-1797714.77811783
633908,1159929.3768421,1894440.20517018,-2420461.58201228
261754,1159929.3768421,1930594.08300269,-2828769.4598448
3051776,1325791.96518504,1966747.96083521,-240763.926020254
1524821,1325791.96518504,1990816.58444644,-1791787.54963148
651664,1325791.96518504,2014885.20805766,-2689013.17324271
347003,1325791.96518504,1968462.54807763,-2947251.51326268
1356970,1253335.9244974,1922039.8880976,-1818405.812595
1319649,1253335.9244974,1859093.90392029,-1792780.82841769
980016,1253335.9244974,1796147.91974298,-2069467.84424038
499542,1253335.9244974,1742497.01900562,-2496290.94350301
769034,1724749.97699748,1688846.11826825,-2644562.09526572
715372,1724749.97699748,1671648.57577254,-2681026.55277002
8170252,1724749.97699748,1654451.03327684,4791050.98972568
663161,1724749.97699748,1663202.86925621,-2724791.84625368
1289094,1778177.036264,1671954.70523557,-2161037.74149957
2158599,1778177.036264,1673716.09271615,-1293294.12898015
1146543,1778177.036264,1675477.48019673,-2307111.51646073
1373684,1778177.036264,1623407.02551083,-2027900.06177483
1475436,728899.384395457,1571336.57082494,-824799.955220394
797229,728899.384395457,1508006.89901198,-1439677.28340744
1256284,728899.384395457,1444677.22719903,-917292.611594487
878179,728899.384395457,1387388.06200882,-1238108.44640427
498650,625686.482996305,1330098.89681861,-1457135.37981491
4881096,625686.482996305,1315180.90721831,2940228.60978538
4900131,625686.482996305,1300262.91761802,2974181.59938567
3719688,625686.482996305,1252514.37123641,1841487.14576729
1604516,873559.681656598,1204765.82485479,-473809.506511386
774758,873559.681656598,1221031.92674926,-1319833.60840585
2946421,873559.681656598,1237298.02864372,835563.289699677
625118,873559.681656598,1214744.50436326,-1463186.18601986
577297,1153786.62414697,1192190.9800828,-1768680.60422976
411436,1153786.62414697,1122581.0585742,-1864931.68272116
1639365,1153786.62414697,1052971.1370656,-567392.761212561
2127148,1153786.62414697,1003181.43115462,-29820.0553015866
722106,1455983.45338122,953391.725243647,-1687269.17862487
829626,1455983.45338122,916602.455373008,-1542959.90875423
2243811,1455983.45338122,879813.185502369,-91985.6388835893
379673,1455983.45338122,784492.694655576,-1860803.1480368
2216727,877785.952364075,689172.203808783,649768.843827142
408186,877785.952364075,555258.55608558,-1024858.50844966
3587743,877785.952364075,421344.908362378,2288612.13927355
2528474,877785.952364075,310588.392314297,1340099.65532163
570239,883986.65198141,199831.876266216,-513579.528247626
286792,883986.65198141,136306.920766346,-733501.572747756
334690,883986.65198141,72781.9652664753,-622078.617247885
1545422,883986.65198141,263746.264612926,397689.083405664
14875242,948957.110393779,454710.563959377,13471574.3256468
6283628,948957.110393779,698169.993781092,4636500.89582513
730366,948957.110393779,941629.423602807,-1160220.53399659
4342142,948957.110393779,1360451.14940985,2032733.74019637
369418,888048.791565499,1779272.87521689,-2297903.66678239
4539422,888048.791565499,1873592.43547886,1777780.77295564
4146264,888048.791565499,1967911.99574082,1290303.21269368
52127501,888048.791565499,1981268.12181334,49258184.0866212
3121487,730991.509338448,1994624.24788585,395871.242775699
5101809,730991.509338448,1929920.95569368,2440896.53496788
3541108,730991.509338448,1865217.6635015,944898.827160051
3508423,730991.509338448,1855294.73715222,922136.753509335
3282663,678296.948666868,1845371.81080293,758994.240530198
5973371,678296.948666868,1825930.30305881,3469143.74827432
