Date,BitcoinDaysDestroyedMinMonth
22/12/2010 18:15:05,7853416.0
23/12/2010 18:15:05,192357.0
24/12/2010 18:15:05,53582.0
25/12/2010 18:15:05,381744.0
26/12/2010 18:15:05,6126.0
27/12/2010 18:15:05,973150.0
28/12/2010 18:15:05,456324.0
29/12/2010 18:15:05,359836.0
30/12/2010 18:15:05,90056.0
31/12/2010 18:15:05,301017.0
01/01/2011 18:15:05,508227.0
02/01/2011 18:15:05,293080.0
03/01/2011 18:15:05,1153887.0
04/01/2011 18:15:05,345659.0
05/01/2011 18:15:05,28114.0
06/01/2011 18:15:05,658777.0
07/01/2011 18:15:05,229732.0
08/01/2011 18:15:05,823916.0
09/01/2011 18:15:05,446009.0
10/01/2011 18:15:05,1361266.0
11/01/2011 18:15:05,1712379.0
12/01/2011 18:15:05,7821750.0
13/01/2011 18:15:05,567676.0
14/01/2011 18:15:05,1398820.0
15/01/2011 18:15:05,1298082.0
16/01/2011 18:15:05,455141.0
17/01/2011 18:15:05,1395649.0
18/01/2011 18:15:05,191147.0
19/01/2011 18:15:05,2432534.0
20/01/2011 18:15:05,1691536.0
21/01/2011 18:15:05,418834.0
22/01/2011 18:15:05,279955.0
23/01/2011 18:15:05,1352884.0
24/01/2011 18:15:05,1771045.0
25/01/2011 18:15:05,650786.0
26/01/2011 18:15:05,1973808.0
27/01/2011 18:15:05,28875906
28/01/2011 18:15:05,897364.0
29/01/2011 18:15:05,1162596.0
30/01/2011 18:15:05,2758200.0
31/01/2011 18:15:05,479496.0
01/02/2011 18:15:05,2093708.0
02/02/2011 18:15:05,2144554.0
03/02/2011 18:15:05,503750.0
04/02/2011 18:15:05,703166.0
05/02/2011 18:15:05,488014.0
06/02/2011 18:15:05,1648430.0
07/02/2011 18:15:05,3540962.0
08/02/2011 18:15:05,1192836.0
09/02/2011 18:15:05,229186.0
10/02/2011 18:15:05,1613305.0
11/02/2011 18:15:05,2861586.0
12/02/2011 18:15:05,554830.0
13/02/2011 18:15:05,335331.0
14/02/2011 18:15:05,542886.0
15/02/2011 18:15:05,7633594.0
16/02/2011 18:15:05,352089.0
17/02/2011 18:15:05,158719.0
18/02/2011 18:15:05,548345.0
19/02/2011 18:15:05,663777.0
20/02/2011 18:15:05,359646.0
21/02/2011 18:15:05,646454.0
22/02/2011 18:15:05,863042.0
23/02/2011 18:15:05,532160.0
24/02/2011 18:15:05,321099.0
25/02/2011 18:15:05,1387817.0
26/02/2011 18:15:05,4227135.0
27/02/2011 18:15:05,1441266.0
28/02/2011 18:15:05,456672.0
01/03/2011 18:15:05,18303894
02/03/2011 18:15:05,784376.0
03/03/2011 18:15:05,75990.0
04/03/2011 18:15:05,676866.0
05/03/2011 18:15:05,386438.0
